legacy_club_key,name,city,region,country,contact_member_id,external_url,description,created,last_updated
1049702495,SoftSport,Legionowo,none,Poland,,,"<<<<<<<<<<<<<<<LeGo FoOtBaG Club>>>>>>>>>>>>>>>>>

Klub dzia?a pr?znie,trenujemy pr?znie,ale wyniki narazie sa ?rednie:))Wolny 
styl, nied?ugo siateczka i wszystko bedzie bardzo dobrze.Nasz klubik stara 
sie rozpropagowywa? ten ?wietny sport wsz?dzie gdzie sie da.Wielkie dzieki za 
pomoc dla Tomistyki i Batalionu bez nich nie bylo by LFC.....PEACE

                  <<<<<<<<NIECH ZO?KA B?DZIE Z WAMI>>>>>>>>>>",Mon Apr 07 08:25:34 2003,Mon Apr 07 14:53:12 2003
1052037978,Brisbane City Sessions,Brisbane,Queensland,Australia,,,"The BCS is more of a gathering, than a club.  There's nothing formal to it.  
It's more about getting the Queensland footbag scene together to shred.
The contacts are basicly the three most active members of the Brisbane 
footbag scene and are fairly widely spread between the north, south and east 
of the city.
So, if you live in or near Brisbane, get in touch for a kick.",Sun May 04 08:54:30 2003,Mon Oct 03 12:13:49 2005
1052566617,Footbag Freaks,Nordwestmecklenburg,,Germany,65351,http://www.footbagfreaks.net/,"Footbag from the Baltic Sea, we play mainly Footbag Net, have some Footbag 
Parties and a lot of fun.",Sat May 10 04:41:26 2003,Sun May 11 08:14:19 2003
1053476560,Victoria Footbag,Victoria,British Columbia,Canada,12181,,"Welcome. We're mostly freestylers, but also avid four square advocates. Net is cool too.",Tue May 20 17:25:39 2003,Wed Dec  5 11:03:56 2012
1055082723,[Belgian Kick Crew],Mechelen,none,Belgium,,http://www.belgiankickcrew.be,"Welcome to the [Belgian Kick Crew]

We are new to the sports and freestylin' and were still trying to find what 
our skills are. We are a group of friends and we still welcome new 
people 
to the group so feel free to contact me if ya live near maline (mechelen)",Sun Jun 08 15:29:38 2003,Mon Jul 11 15:47:21 2005
1056107923,Footbag Kranj,Kranj,,Slovenia,64656,http://footbagkranj.com,"Vsi ki bi se radi sprobali v footbagu na mrezi, ali pa vas zanima  karkoli 
od footbaga, me poklicte!",Fri Jun 20 04:20:40 2003,Wed May 23 14:42:04 2007
1056279957,Footbag Litomerice,Litomerice,,Czech Republic,65967,http://www.footbag.wz.cz,,Sun Jun 22 04:08:08 2003,Sun Jun 22 04:08:08 2003
1058348440,GVP group,Kiev,,Ukraine,66220,http://www.gvp.kiev.ua,"GVP group footbag club. We are playing about two years, interested in 
any related events, people, etc.",Wed Jul 16 02:44:07 2003,Thu Jul 17 04:05:22 2003
1060260331,Brussels Footbag Club,Brussels,,Belgium,66430,http://www.footbag-brussels.be,"Hi !

As the first official Footbag Club in Belgium, we invite you to join us for 
indoor/outdoor practices and freestyle sessions around Brussels !
                                       
                                                                              
                    
--> visit our website for more infos             


Don't hesitate to contact us to join us! You'll be more than welcome!

--> www.footbag-brussels.be",Thu Aug  7 05:53:39 2003,Wed Sep 11 22:12:30 2013
1060296406,Chaos Footbag Club,Oakland,California,USA,12042,http://www.chaosfootbag.com,"The Chaos Footbag Club is based in Oakland CA. We are the biggest net club in 
the USA. If you are new player interested in 
learning please 
contact us! We hold beginner hours at our Saturday Practices come learn some 
net! Come check us out and see if CHAOS is the club for you.",Thu Aug  7 15:53:48 2003,Fri Feb  4 10:14:50 2005
1061147667,TSK Aachen e.V.,Aachen,,Germany,66130,,,Sun Aug 17 13:30:30 2003,Fri Dec 31 11:20:40 2021
1061571426,Floripa Footbag Club,Florianopolis,,Brazil,66554,http://www.footbagbrasil.com.br,"The first Brazilian footbag club! We live in Florianopolis, a very nice city 
in the south of Brazil and we really wish to increase the practice of this 
sport in the ""soccer´s country"" --- O primeiro clube brasileiro de footbag! 
Se voce é brasileiro(a), saiba que nao eh o unico a se interessar por 
footbag. Qualquer coisa eh so entrar em contato! *** WWW.FOOTBAGBRASIL.COM.BR 
***",Fri Aug 22 10:21:26 2003,Thu Oct 15 14:47:28 2015
1061893780,Dunedin Footbag Crew,Dunedin,Otago,New Zealand,,,"Hey come on over and join the crew, we are a fast growing beginners group with 
a few good players among us, if you play footbag and live in dunedin, this is 
the crew to be in.
Go to our forum at www.footbag.co.nz or come along to the octagon after 1pm 
any saturday to catch some details:)
My msn is so add me if u want to chat:)",Tue Aug 26 10:33:45 2003,Thu Jul 19 00:45:50 2007
1062120239,Footbag Association of Toronto,Toronto,Ontario,Canada,44137,http://www.facebook.com/groups/2231084137,"F.A.T. is Toronto's Freestyle Footbag club! Although we do love Footbag Net as well!

We play together anytime, anywhere across the city and we welcome anyone to join. :) We organize footbag sessions, jams, and competitions all year long, though mostly in the summer season.

If you're in the area, give us a call/email/facebook post and we'll be happy to start 
a session. We welcome all new members of any age or skill level, and we are 
glad to offer free lessons and support. 

Check our facebook page for info, it is where 
we post our plans and directions for sessions:
https://www.facebook.com/groups/2231084137/",Thu Aug 28 18:35:50 2003,Thu Sep 19 17:43:16 2013
1062613160,Footbag Convergence Collective,Madrid,none,Spain,,,"Footbag Convergence nace en Madrid con el objetivo de crear un club en el que figuren 
algunos de los primeros footbaguers de nuestro país. Después de algún tiempo y gracias a Raúl 
Pacheco, nace la Asociación Española de Jugadores de Footbag, Asociación responsable en la 
organización de los más importantes eventos de footbag que se realizan en nuestro país.",Wed Sep 03 19:39:59 2003,Sun Jan 25 18:31:31 2009
1063639044,PROSTO FOOTBAG TEAM,Warszawa,none,Poland,,,,Mon Sep 15 15:18:17 2003,Mon Sep 15 15:18:17 2003
1064102293,Hilton Beach Sackers (HBS),Hilton Beach,Ontario,Canada,,,"Welcome the Hilton Beach Sackers (HBS). This Club is located just 
outside of Sault Ste. Marie on St. Joseph Island. Most members live in 
the Sault but started playing in Hilton and that's why the club is located 
here. 
Freestyle is the only thing played and anything goes. 
Shredder and the Footmen play here!

Sorry, we no longer live in Hilton .",Sun Sep 21 00:11:45 2003,Thu Jun 10 00:59:34 2010
1064294738,The Underground,Portland,OR,USA,,,"The Underground was the official freestyle footbag club at Portland State
University. The club is currently inactive but we'd love for someone to take 
it over. If you're a freestyler at PSU and would like to carry on the name 
please contact us.",Tue Sep 23 06:00:59 2003,Fri Mar 31 08:18:22 2006
1065033657,Prime Hack,Norman,Oklahoma,USA,65850,,,Wed Oct  1 11:42:25 2003,Wed Mar 18 18:30:30 2009
1067016491,gravityfighters Linz,Linz,,Austria,67204,,"Hi, schön dass ihr bei uns vorbeischaut...
Wir waren der erste Linzer Footbag-Verein - leider gibt es keine aktiven Spieler mehr.",Fri Oct 24 10:46:31 2003,Sun Nov 20 13:33:29 2022
1067891303,Fusion Footbag,Blainville,Quebec,Canada,65102,,Contact me for a shred if you are ever in Blainville!:,Mon Nov  3 12:34:47 2003,Fri Sep 13 16:07:48 2024
1068291442,DST Footbag Club Strzelin,Strzelin,,Poland,67357,http://www.dstfootbag.strzelin.pl,Strzeliñskie Stowarzyszenie Footbagu          DST Footbag Club Strzelin          www.dstfootbag.strzelin.pl,Sat Nov  8 03:39:36 2003,Sat Jun 25 13:52:50 2011
1069055604,Madbags,Altstätten,,Switzerland,67433,,,Mon Nov 17 04:01:53 2003,Fri Sep 13 02:03:43 2013
1071043472,FOOTFORCE Moscow,Moscow,,Russia,65937,http://www.footforce.ru,"We concentrate all our effort on net game only.
Through regular training and competitions, both local and international, we 
hope to increase the level of play.
Anyone who's in the area, be free to contact us for trainig or any kind of 
support.",Wed Dec 10 00:19:32 2003,Wed Apr  5 04:29:00 2006
1073898259,The Free Häcky Style [Wolhusen],Wolhusen,none,Switzerland,,,"We love footbag! The best you can do is just to check out www.footbag.ch
You will find enough information about the sport and footbag in Switzerland on
this mentioned site above.",Mon Jan 12 09:06:20 2004,Sun Sep 28 11:25:29 2008
1074109040,Naked Ape Foot Bag Club,Brecksville,OH,USA,,,"My name is Cervantes. I play hacky sack for fun. It really gets the 
ladies....sort of. I'm currently in the street hack gang called ""Naked Ape"". 
We are an extreme hacky sack organization, sort of underground like that 
fight club movie, but we don't fight because we are hippies (Free 
Tibet!......see we are) All jokes aside. I Cervantes, a naked ape, am asking 
for other fellow hackers to contact me that live in the Cleveland Area. Our 
group meets in the metro park where most kids smoke ganja and have 
sex......we watch. There shall be a gathering...I like balloons.

and after creating this page weeks ago we shall have a gathering! This Friday
(Feb 27) we will be having a gathering some where that is still not 
determind, which is a pretty weak ass statement. Anyway, I got the dirt bag 
and you bring the fun, or I'm just gay. Oh, and P.S. bring chips, dip, and 
sour sauce.....that confirms it, I lose at life.",Wed Jan 14 19:38:08 2004,Thu Feb 26 21:13:49 2004
1078288873,KSHTEcREW,Belgrade,none,Serbia,,,"hi, you can find us at fecebook group: Footbag Serbia",Wed Mar 03 04:41:49 2004,Fri Feb 20 11:16:00 2009
1080281398,Cincinnati Footbag Club,Cincinnati,OH,USA,,,"December 2009 update: 
Yes, things are picking up. We've had a few good sessions lately. Welcome to the club. 

Email me anytime to set up meetings etc. 
Carl

For up to date kicking times/locations, please visit (and join) our listserv.

<table border=0 style=""background-color: #fff; padding: 5px;"" cellspacing=0>
  <tr><td>
  <img src=""http://groups.google.com/intl/en/images/logos/groups_logo_sm.gif""
         height=30 width=140 alt=""Google Groups"">
  </td></tr>
  <tr><td style=""padding-left: 5px"">
  <b>Subscribe to Cincinnati Footbag</b>
  </td></tr>
  <form action=""http://groups.google.com/group/cincinnati-footbag/boxsubscribe"">
  <tr><td style=""padding-left: 5px;"">
  Email: <input type=text name=email>
  <input type=submit name=""sub"" value=""Subscribe"">
  </td></tr>
</form>
<tr><td align=right>
  <a href=""http://groups.google.com/group/cincinnati-footbag"">Visit this group</a>
</td></tr>
</table>",Fri Mar 26 06:10:02 2004,Mon Dec 28 21:59:32 2009
1082105271,"Jyväskylän Footbag-klubi, JFK",Jyväskylä,,Finland,12426,http://www.jfkfootbag.fi,,Fri Apr 16 01:48:18 2004,Tue Jan 29 01:58:40 2013
1083737064,Edmonton Footbag Club,Edmonton,Alberta,Canada,68809,,Working to spread footbag skills and knowledge throughout the Edmonton area.,Tue May  4 23:04:28 2004,Sat Oct  8 13:53:05 2022
1084350114,The Flouresent Invigorated Turnips hacky union Staring Ryan and his sexy amigos!,"Weston-super-mare, Somerset",none,United Kingdom,,,"We Rock you Worlds and you know it! we can kick you asses with our hacky 
sackin' ""Skillz"" anyday!",Wed May 12 08:21:58 2004,Tue May 24 18:48:19 2005
1084884122,Pasikonik BFT,Bialystok,,Poland,68961,,,Tue May 18 05:42:19 2004,Tue May 18 05:43:56 2004
1086274096,Munich Footbag,Munich,none,Germany,,http://www.munich-footbag.de,"Willkommen bei Munich Footbag.

Bei uns ist jeder vom Anfänger bis zum alten Hasen willkommen! Also schaut
einfach bei uns vorbei.",Thu Jun 03 14:48:23 2004,Mon Mar 06 17:18:23 2006
1086285717,team Twist,Tokyo,,Japan,54009,,team Twist is Japanese Footbag Performance Team!,Thu Jun  3 11:02:58 2004,Sat Feb 21 09:50:44 2009
1086895855,Asheville Footbag Club,Asheville,NC,USA,,,"If your in Asheville, NC get in touch and lets KICK !!!",Thu Jun 10 19:31:21 2004,Thu Jun 10 19:34:27 2004
1087305166,Falkor Hacking corp.,Foxboro,MA,USA,,,"Anyone who enjoys circle hacking, freestyle, and many other hack 
games are welcome",Tue Jun 15 13:13:37 2004,Tue Sep 14 16:35:36 2004
1088677118,Lilac City Footbag,Spokane,Washington,USA,67568,,"If you are looking at this club listing and live in Spokane, you need to contact me so we can play. Step up.",Thu Jul  1 03:19:24 2004,Mon Dec 28 10:50:24 2009
1089299418,Knoxville Footbag Association,Knoxville,Tennessee,USA,65859,,"What up shredaholics,

This is the main domain for the Knoxville Footbag Association (KFA). We are many members strong and are trying to get the K-town footbag scene in full motion. This is the only footbag club in our area and we welcome ALL skill levels.
Novices to master-shredders will have a good time in our circles. We have some folks with 5 ADD tricks and we have a few newcomers starting with toe stalls. Whether you want to come learn new tricks or help spread the skills to others, get your ass down here to kick with us.
You can check out some of our videos on Youtube and on our Facebook page.

We try to reach as many folks as we can and would love to have any potential members show up - or if you are just passing through town, we could host a circle. Either way come down and support your local footbag club.",Thu Jul  8 08:20:27 2004,Tue Jul 19 10:22:29 2016
1093025280,Footbag Táchira Venezuela,San Cristobal,Táchira,Venezuela,13759,,"FOOTBAG TACHIRA  es el mayor club de Footbag en Venezuela, y actualmente el 
organizador del Footcamp, Copa Footbag Táchira y este año tiene la responsabilidad de Organizar el 5to Torneo Suramericano de Footbag.
Este club toma su actual nombre a finales del año 2006 luego 
de  muchas reformas  y adición de  sangre nueva, toda una nueva generación 
de jugadores le da vida a este club que actualmente trabaja en conjunto con 
el Comité Suramericano de Footbag de la IFPA. actualmente (Agosto 2011), los 
entrenamientos siguen con más regularidad que nunca, preparándonos para el 5to
Campeonato Suramericano de Footbag de la IFPA, SURA San Cristobal 2011.torneo de Copa Táchira y lo que venga en pro de nuestro deporte 
interesado contactanos!  Keep Spiking Hard!!",Fri Aug 20 11:08:48 2004,Tue Aug 23 11:05:05 2011
1095660688,Profootbag,Moscow,none,Russia,,,,Mon Sep 20 06:11:48 2004,Thu May 21 07:55:38 2009
1098226750,Globalfootbag,Lasko,none,Slovenia,,http://www.globalfootbag.org,Welcome to Globalfootbag!,Tue Oct 19 23:00:24 2004,Fri Feb 27 12:29:43 2009
1101954095,footbag in Quebec city,Quebec,Quebec,Canada,53096,http://membres.lycos.fr/jucobo/,"Im trying to make a little community of footbagers in Quebec city. Shred 
sometimes and have good time together. If you 
come to Qc city one day, let us know!",Wed Dec  1 18:22:04 2004,Mon May 16 20:10:35 2005
1102560391,Northwest Footbag Alliance,Boise,Idaho,USA,12199,http://www.freedomfootbags.com,All skill levels welcome.  Come join us and have fun!,Wed Dec  8 18:48:04 2004,Sun Sep 15 10:37:02 2013
1102995809,Warrnambool Hacketball Association,Warrnambool,Victoria,Australia,,,"The Warrnambool Hacketball Association is the first and only 
hacketball club in the universe. Hacketball is the latest and greatest 
game for hacksmen and women, merging hackysack with cricket and 
baseball.",Tue Dec 14 03:46:09 2004,Thu Jan 06 23:08:28 2005
1103295019,Le Tri-Flux,Trois-Rivieres,Quebec,Canada,70899,,Bienvenue Welcome Biemvemidos Konichiwa !,Fri Dec 17 06:51:41 2004,Thu May 15 08:06:44 2014
1106254113,Kingston Footbag Militia,Kingston,Ontario,Canada,71116,,,Thu Jan 20 12:48:48 2005,Fri Jul  5 06:59:23 2013
1107356811,Hackers of the Almighty Sack,Tulsa,OK,USA,,,Hack the planet!,Wed Feb 02 15:08:09 2005,Wed Feb 02 15:08:35 2005
1107717889,Footbayerzy Footbag Club Nowe Miasto,Nowe Miasto,none,Poland,,,"YO! Wraz z Gielnikiem od wakacji 2003 roku kopiemy naszą kochaną zosię bo 
kochamy ten sport. Nie umiałbym już bez niego żyć. 
Zocha forever!",Sun Feb 06 19:25:49 2005,Mon Mar 06 12:11:06 2006
1108092962,NPR,Portland,Oregon,USA,12112,,"Providing regular footbag net beatings for decades, NPR is your 
Northwest source for aerial net domination.  Newcomers welcome!",Thu Feb 10 19:37:22 2005,Sat Jan 10 13:40:17 2015
1108814159,Prague Footbag Club,Prague,,Czech Republic,71318,,,Sat Feb 19 03:56:09 2005,Sat Feb 19 03:56:09 2005
1112488607,Traverse City Kickers,Traverse City,MI,USA,,,"Right then. I now reside in Traverse City. I love the game of footbag and would like to recruit some friends that are willing to take the activity seriously. Hackey-sack requires focus, stamina, willingness, devotion, and above all else practice. I like to just have a good time doing it though. If there are any kickers in this city, we must unite in the open space.",Sun Apr 03 00:45:40 2005,Tue Jul 19 07:28:05 2011
1112955097,DS Hack Initiative Club,Sherborn,MA,USA,,,"The DS hack initiative is simply that, the collection of people to play a 
game of footbag.  Nothing out of the ordinary here, but looking to get a 
team at JWU for next year possibly competing? If you're around the Dover-
Sherborn area or bordering and if you enjoy lighting and/or 
easing playing hack it's all good in this club.",Fri Apr 08 10:12:07 2005,Fri Apr 08 10:37:02 2005
1114037387,Dancing Ethiopians,Carrollton,GA,USA,,,"Hello...E-mail me at to set up kicking 
schedules/locations etc.",Wed Apr 20 22:50:46 2005,Fri Feb 20 15:21:50 2009
1115215137,Hobart Footbag Club,Hobart,Tasmania,Australia,38863,http://www.facebook.com/home.php?#/group.php?gid=28588220812,"Welcome to the Hobart Footbag Club.  Please feel free to join our club and contact Jeremy if you're interested in a kick at any time.

The Hobart footbag club is open to all members.  We have a mix of freestylers 
and circle kickers and welcome all new players, who we are always ready and 
willing to help out if they require it!

The Hobart Footbag Club is one of Australia's premier footbag clubs, with members having won over 20 titles at the Australian Championships.  The Hobart Footbag club also hosted the 2007 Australian Championships that were a great success.  

Experienced members are available for demonstrations, lessons, advertising and other performances and have appeared in national advertising campaigns and as half time entertainment at major national sporting events.",Wed May  4 06:59:10 2005,Sun Jul  7 18:45:47 2013
1118253981,RFA (Russian Footbag Association),Saint-Petersburg,,Russia,71447,,"Объединяющая игроков всей станы организация. Проведение соревнований.
Развитие спорта.",Wed Jun  8 11:07:27 2005,Thu Apr  2 04:08:48 2009
1119355049,Roztyly Footbag Club,Roztyly,Prague,Czech Republic,20996,,"Ahoj, pokud mate vazny zajem o freestylovou formu footbagu, rad pomuzu 
osobne. Byl bych rad, kdyby se nekdo s timto zajmem prihlasil. Pak uz to 
muzem rozjet na plno!",Tue Jun 21 05:00:13 2005,Tue Mar  7 12:49:32 2006
1119654210,Boston Footbag Alliance,Boston,MA,USA,,,"Well slowly but surely the boston scene is growing. We are trying to play at the boston commons 
near the park street T stop. We dont have set times yet but possibly soon to come, just contact me if 
you wanna shred.",Fri Jun 24 23:07:10 2005,Fri Jul 22 13:38:06 2005
