"source_file","passback_primary_name","passback_alternate_names","passback_technical_name","passback_uptime_component","passback_downtime_component","passback_dex_count","passback_notes","normalized_primary_name","candidate_trick_slug","match_status","match_reason","match_confidence","passback_dex_count_vs_ifpa_adds","review_status","operator_notes"
"passback-dicrionary.txt","Paradon","","Toe far Double Down","","Double Down","2","","paradon","paradon","matched_existing","exact_slug","high","-2","auto_ok",""
"passback-dicrionary.txt","Parkwalk","","Pixie near Butterfly","Pixie","Butterfly","2","","parkwalk","parkwalk","matched_existing","exact_slug","high","-2","auto_ok",""
"passback-dicrionary.txt","Paste","","Pixie far Pickup","Pixie","Pickup","2","","paste","paste","matched_existing","exact_slug","high","-1","auto_ok",""
"passback-dicrionary.txt","Phoenix","","Pixie Ducking Butterfly","Pixie","Butterfly","2","","phoenix","phoenix","matched_existing","exact_slug","high","-3","auto_ok",""
"passback-dicrionary.txt","Pickup","","(downtime) leggy in dex>ss toe","","Pickup","1","","pickup","pickup","matched_existing","exact_slug","high","-1","auto_ok",""
"passback-dicrionary.txt","Pigbeater","","Pixie far Eggbeater","Pixie","Eggbeater","3","","pigbeater","pigbeater","matched_existing","exact_slug","high","-1","auto_ok",""
"passback-dicrionary.txt","Plasma","","Quantum far Double Down","Quantum","Double Down","3","","plasma","plasma","matched_existing","exact_slug","high","-2","auto_ok",""
"passback-dicrionary.txt","PS Whirl","","Pdx Symp Whirl, Clipper far Symp Whirl","","","","","ps-whirl","paradox-symposium-whirl","matched_existing","exact_alias_text","high","","auto_ok",""
"passback-dicrionary.txt","Reaper","","Clipper far DSO","","DSO","2","","reaper","reaper","matched_existing","exact_slug","high","-1","auto_ok",""
"passback-dicrionary.txt","Refraction","","Butterfy near Osis","","Refraction","1","","refraction","refraction","matched_existing","exact_slug","high","-2","auto_ok",""
"passback-dicrionary.txt","Revup","","(downtime) Twisting near Pickup","","","2","","revup","rev-up","matched_existing","exact_alias_text","high","-1","auto_ok",""
"passback-dicrionary.txt","Ripstein","","double-dex Swirl, Swirling near Swirl","Swirling","","2","","ripstein","ripstein","matched_existing","exact_slug","high","-2","auto_ok",""
"passback-dicrionary.txt","Ripwalk","","Stepping far Butterfly","Stepping","Butterfly","2","","ripwalk","ripwalk","matched_existing","exact_slug","high","-2","auto_ok",""
"passback-dicrionary.txt","Royale","","Clipper far Grifter","","Grifter","1","","royale","royale","matched_existing","exact_slug","high","-3","auto_ok",""
"passback-dicrionary.txt","Smear","","Pixie Mirage","Pixie","Mirage","2","","smear","smear","matched_existing","exact_slug","high","-1","auto_ok",""
"passback-dicrionary.txt","Smog","","Pixie far DLO","Pixie","DLO","3","","smog","smog","matched_existing","exact_slug","high","-1","auto_ok",""
"passback-dicrionary.txt","Smoke","","Pixie far Drifter","Pixie","Drifter","2","","smoke","smoke","matched_existing","exact_slug","high","-2","auto_ok",""
"passback-dicrionary.txt","Smudge","","Pixie Illusion","Pixie","Illusion","2","","smudge","smudge","matched_existing","exact_slug","high","-1","auto_ok",""
"passback-dicrionary.txt","Spender","","Spinning far Blender","Spinning","Blender","1","","spender","spender","matched_existing","exact_slug","high","-5","auto_ok",""
"passback-dicrionary.txt","Sumo","","Nuclear far Mirage","Nuclear","Mirage","2","","sumo","sumo","matched_existing","exact_slug","high","-3","auto_ok",""
"passback-dicrionary.txt","Superfly","","Clipper far Symp. Double Down","","Symp. Double Down","2","","superfly","superfly","matched_existing","exact_slug","high","-3","auto_ok",""
"passback-dicrionary.txt","Surge","","Surging far Mirage","Surging","Mirage","2","","surge","surge","matched_existing","exact_slug","high","-3","auto_ok",""
"passback-dicrionary.txt","Surreal","","Surging far Whirl","Surging","Whirl","2","","surreal","surreal","matched_existing","exact_slug","high","-4","auto_ok",""
"passback-dicrionary.txt","Swirl","","(downtime) xbd leggy out dex>ss clipper","","Swirl","1","","swirl","swirl","matched_existing","exact_slug","high","-2","auto_ok",""
"passback-dicrionary.txt","Tap","","Atomic near Mirage","Atomic","Mirage","2","","tap","tap","matched_existing","exact_slug","high","-1","auto_ok",""
"passback-dicrionary.txt","Terrage","","(midtime) Toe near Barrage, double-dex ""Pixie""","","","2","Before ""Pixie"" referred to the uptime set, it referred to a Toe near Mirage","terrage","terrage","matched_existing","exact_slug","high","-2","auto_ok",""
"passback-dicrionary.txt","Toe Blur","","Quantum far Mirage","Quantum","Mirage","2","","toe-blur","quantum","matched_existing","exact_alias_text","high","0","auto_ok",""
"passback-dicrionary.txt","Tomahawk","","Clipper Ducking far Whirl","","Whirl","1","","tomahawk","tomahawk","matched_existing","exact_slug","high","-4","auto_ok",""
"passback-dicrionary.txt","Tombstone","","Stepping near Drifter","Stepping","Drifter","2","","tombstone","tombstone","matched_existing","exact_slug","high","-2","auto_ok",""
"passback-dicrionary.txt","Torque","","(downtime) Miraging far Osis","","Mirage, Osis","1","","torque","torque","matched_existing","exact_slug","high","-3","auto_ok",""
"passback-dicrionary.txt","Tripwalk","","Quantum far Butterfly","Quantum","Butterfly","2","","tripwalk","tripwalk","matched_existing","exact_slug","high","-2","auto_ok",""
"passback-dicrionary.txt","Venom","","Surging far Double Down","Surging","Double Down","3","","venom","venom","matched_existing","exact_slug","high","-3","auto_ok",""
"passback-dicrionary.txt","Vortex","","Spinning near Drifter","Spinning","Drifter","1","","vortex","vortex","matched_existing","exact_slug","high","-3","auto_ok",""
"passback-dicrionary.txt","Walkover","","Inside Stall>place foot on ground>step over into Clipper, or reverse direction","","","","","walkover","walk-over","matched_existing","compact_slug_match","medium","","auto_ok",""
"passback-dicrionary.txt","Whip","","Rev. Whirl","","Whip","1","","whip","rev-whirl","matched_existing","exact_alias_text","high","-2","auto_ok",""
"passback-dicrionary.txt","Whirl","","(downtime) leggy in dex>ss clipper","","Whirl","1","","whirl","whirl","matched_existing","exact_slug","high","-2","auto_ok",""
"passback-dicrionary.txt","Whirlwind","","Spinning far Symp. Whirl","Spinning","Symp. Whirl","1","","whirlwind","spinning-symposium-whirl","matched_existing","exact_alias_text","high","-4","auto_ok",""
"pb-dict2.txt","ATW","futbol:Outside ATW","","","","","Dex/Rev directions are reversed between sports","atw","around-the-world","matched_existing","exact_alias_text","high","","auto_ok",""
"pb-dict2.txt","Clipper","futbol:Clipper","","","","","","clipper","clipper","matched_existing","exact_slug","high","","auto_ok",""
"pb-dict2.txt","DLO","futbol:Alternative Homie Touzani","","","","","","dlo","double-leg-over","matched_existing","exact_alias_text","high","","auto_ok",""
"pb-dict2.txt","Double ATW","futbol:Outside Lemmens ATW","","","","","Dex/Rev directions are reversed between sports","double-atw","double-around-the-world","matched_existing","exact_alias_text","high","","auto_ok",""
"pb-dict2.txt","Eggbeater","futbol:Alternative Homie Mitch","Illusioning Legover","","","","","eggbeater","eggbeater","matched_existing","exact_slug","high","","auto_ok",""
"pb-dict2.txt","Flurry","futbol:SzATW (Szymo ATW)","Barraging Legover","","","","","flurry","flurry","matched_existing","exact_slug","high","","auto_ok",""
"pb-dict2.txt","Illusion","futbol:Half HTW","","","","","","illusion","illusion","matched_existing","exact_slug","high","","auto_ok",""
"pb-dict2.txt","Legover","futbol:HTW (Hop the World)","","","","","","legover","legover","matched_existing","exact_slug","high","","auto_ok",""
"pb-dict2.txt","Magellan","futbol:Magellan ATW","Pixie ss Legover","","","","","magellan","magellan","matched_existing","exact_slug","high","","auto_ok",""
"pb-dict2.txt","Mirage","futbol:Reverse Crossover","","","","","","mirage","mirage","matched_existing","exact_slug","high","","auto_ok",""
"pb-dict2.txt","Pickup","futbol:RHTW (Reverse Hop the World)","","","","","","pickup","pickup","matched_existing","exact_slug","high","","auto_ok",""
"pb-dict2.txt","Pigbeater","futbol:Skala ATW","Pixie op Eggbeater","","","","","pigbeater","pigbeater","matched_existing","exact_slug","high","","auto_ok",""
"pb-dict2.txt","Smear","futbol:BATW (Beck Around The World)","Pixie op Mirage","","","","Football version often continues on with another trick; footbag version stops after the Mirage/Rev Crossover","smear","smear","matched_existing","exact_slug","high","","auto_ok",""
"pb-dict2.txt","Smog","futbol:Skora Move","Pixie op DLO","","","","","smog","smog","matched_existing","exact_slug","high","","auto_ok",""
