"name","slug","sources","category","ecosystems","signal_trace"
"Big Apple (Gyro Symposium Torque)","big-apple-gyro-symposium-torque","fborg","B","symposium|gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Bigwalk (Surging Butterfly)","bigwalk-surging-butterfly","fborg","B","","match=folk-name-with-parenthetical-reading"
"Blistering (Whirling Gyro)","blistering-whirling-gyro","fborg","B","gyro-spyro|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Blizzard (Stepping Paradox Illusion)","blizzard-stepping-paradox-illusion","fborg","B","stepping|paradox","match=folk-name-with-parenthetical-reading"
"Blur (Stepping Paradox Mirage)","blur-stepping-paradox-mirage","fborg","B","stepping|paradox","match=folk-name-with-parenthetical-reading"
"Broken (clipper reverse whirl)","broken-clipper-reverse-whirl","fborg","B","whirl-swirl","match=folk-name-with-parenthetical-reading"
"Bubba (Clipper set Illusion)","bubba-clipper-set-illusion","fborg","B","","match=folk-name-with-parenthetical-reading"
"Bullwhip (Spyro Double Down)","bullwhip-spyro-double-down","fborg","B","gyro-spyro|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Dimwalk (Pixie Opposite Side Butterfly)","dimwalk-pixie-opposite-side-butterfly","fborg","B","pixie","match=folk-name-with-parenthetical-reading"
"Down Diver (Diving Down Double-Down)","down-diver-diving-down-double-down","fborg","B","dlo-double-down","match=folk-name-with-parenthetical-reading"
"Eggbeater (Atomic Legover)","eggbeater-atomic-legover","fborg","B","atomic","match=folk-name-with-parenthetical-reading"
"Fairy Merkon (Fairy Spinning Legover)","fairy-merkon-fairy-spinning-legover","fborg","B","fairy|spinning","match=folk-name-with-parenthetical-reading"
"Fear (Fairy Mirage)","fear-fairy-mirage","fborg","B","fairy","match=folk-name-with-parenthetical-reading"
"Finchy (Pinching Fairy set)","finchy-pinching-fairy-set","fborg","B","fairy","match=folk-name-with-parenthetical-reading"
"Flail (Symposium Illusion)","flail-symposium-illusion","fborg","B","symposium","match=folk-name-with-parenthetical-reading"
"Flailing (Symposium Reverse Miraging)","flailing-symposium-reverse-miraging","fborg","B","symposium","match=folk-name-with-parenthetical-reading"
"Flapper Delay (Cross-Body Sole Delay)","flapper-delay-cross-body-sole-delay","fborg","B","","match=folk-name-with-parenthetical-reading"
"Flog (Fairy Double Legover)","flog-fairy-double-legover","fborg","B","fairy","match=folk-name-with-parenthetical-reading"
"Flurricane (Gyro Flurry)","flurricane-gyro-flurry","fborg","B","gyro-spyro","match=folk-name-with-parenthetical-reading"
"Flux (Atomic Osis)","flux-atomic-osis","fborg","B","atomic","match=folk-name-with-parenthetical-reading"
"Fog (Stepping Paradox Double Leg Over)","fog-stepping-paradox-double-leg-over","fborg","B","stepping|paradox","match=folk-name-with-parenthetical-reading"
"Frantic (pixie-quantum)","frantic-pixie-quantum","fborg","B","pixie|quantum","match=folk-name-with-parenthetical-reading"
"Fudge (Fairy Illusion)","fudge-fairy-illusion","fborg","B","fairy","match=folk-name-with-parenthetical-reading"
"Fury (Barraging Paradox Mirage)","fury-barraging-paradox-mirage","fborg","B","paradox","match=folk-name-with-parenthetical-reading"
"Fusion (Atomic Double Over Down)","fusion-atomic-double-over-down","fborg","B","atomic|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Gauntlet (Stepping Ducking Paradox Torque)","gauntlet-stepping-ducking-paradox-torque","fborg","B","ducking|stepping|blender-torque|paradox","match=folk-name-with-parenthetical-reading"
"Go-Go (stepping backspinning)","go-go-stepping-backspinning","fborg","B","stepping|spinning","match=folk-name-with-parenthetical-reading"
"Grave Digger (Stepping Torque)","grave-digger-stepping-torque","fborg","B","stepping|blender-torque","match=folk-name-with-parenthetical-reading"
"Haze (Stepping Double Legover)","haze-stepping-double-legover","fborg","B","stepping","match=folk-name-with-parenthetical-reading"
"Jani Walker (Barraging Butterfly)","jani-walker-barraging-butterfly","fborg","B","","match=folk-name-with-parenthetical-reading"
"Leaning (stepping inspinning)","leaning-stepping-inspinning","fborg","B","stepping|spinning|inspinning","match=folk-name-with-parenthetical-reading"
"Legbeater (Atomic Butterfly)","legbeater-atomic-butterfly","fborg","B","atomic","match=folk-name-with-parenthetical-reading"
"Lotus (Spinning Paradox Drifter)","lotus-spinning-paradox-drifter","fborg","B","spinning|paradox","match=folk-name-with-parenthetical-reading"
"Magellan (Pixie Same Legover)","magellan-pixie-same-legover","fborg","B","pixie","match=folk-name-with-parenthetical-reading"
"Marius (Spinning Paradox Torque)","marius-spinning-paradox-torque","fborg","B","spinning|blender-torque|paradox","match=folk-name-with-parenthetical-reading"
"Merkon (Spinning Legover)","merkon-spinning-legover","fborg","B","spinning","match=folk-name-with-parenthetical-reading"
"Miraging Pincher (Stepping op Squeeze)","miraging-pincher-stepping-op-squeeze","fborg","B","stepping","match=folk-name-with-parenthetical-reading"
"Mobius (Gyro Torque)","mobius-gyro-torque","fborg","B","gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Neutron (Atomic spin)","neutron-atomic-spin","fborg","B","atomic","match=folk-name-with-parenthetical-reading"
"Omelette (Atomic Illusion)","omelette-atomic-illusion","fborg","B","atomic","match=folk-name-with-parenthetical-reading"
"Pandora (Spyro Pickup)","pandora-spyro-pickup","fborg","B","gyro-spyro","match=folk-name-with-parenthetical-reading"
"Paradox High Plains Drifter (Paradox Double Drifter)","paradox-high-plains-drifter-paradox-double-drifter","fborg","B","paradox","match=folk-name-with-parenthetical-reading"
"Paralax (Spyro Legover)","paralax-spyro-legover","fborg","B","gyro-spyro","match=folk-name-with-parenthetical-reading"
"Paratoxic (Paradox Miraging Symposium Whirl)","paratoxic-paradox-miraging-symposium-whirl","fborg","B","symposium|whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Parkwalk (Pixie Same Side Butterfly)","parkwalk-pixie-same-side-butterfly","fborg","B","pixie","match=folk-name-with-parenthetical-reading"
"Peeking (double spinning)","peeking-double-spinning","fborg","B","spinning","match=folk-name-with-parenthetical-reading"
"Plasma (Quantum Double Over Down)","plasma-quantum-double-over-down","fborg","B","quantum|dlo-double-down","match=folk-name-with-parenthetical-reading"
"PS Whirl (Paradox Symposium Whirl)","ps-whirl-paradox-symposium-whirl","fborg","B","symposium|whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Reverse Magellan (Fairy Same Pickup)","reverse-magellan-fairy-same-pickup","fborg","B","fairy","match=folk-name-with-parenthetical-reading"
"Ripstein (Double Swirl)","ripstein-double-swirl","fborg","B","whirl-swirl","match=folk-name-with-parenthetical-reading"
"Ripwalk (Stepping Opposite Side Butterfly)","ripwalk-stepping-opposite-side-butterfly","fborg","B","stepping","match=folk-name-with-parenthetical-reading"
"Royale (Paradox Reverse Drifter)","royale-paradox-reverse-drifter","fborg","B","paradox","match=folk-name-with-parenthetical-reading"
"S&M Smasher (Atomic Barrage)","s-m-smasher-atomic-barrage","fborg","B","atomic","match=folk-name-with-parenthetical-reading"
"Sailing (Pixie Illusion)","sailing-pixie-illusion","fborg","B","pixie","match=folk-name-with-parenthetical-reading"
"Scattered (Reverse Whirling)","scattered-reverse-whirling","fborg","B","whirl-swirl","match=folk-name-with-parenthetical-reading"
"Scorpion's Tail (Spinning Down Double-Down)","scorpions-tail-spinning-down-double-down","fborg","B","spinning|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Scrambled Eggbeater (Atomic Pickup)","scrambled-eggbeater-atomic-pickup","fborg","B","atomic","match=folk-name-with-parenthetical-reading"
"Shattered (Reverse Whirling)","shattered-reverse-whirling","fborg","B","whirl-swirl","match=folk-name-with-parenthetical-reading"
"Sidewalk (Stepping Butterfly)","sidewalk-stepping-butterfly","fborg","B","stepping","match=folk-name-with-parenthetical-reading"
"Smear (Pixie Mirage)","smear-pixie-mirage","fborg","B","pixie","match=folk-name-with-parenthetical-reading"
"Smog (Pixie Double Legover)","smog-pixie-double-legover","fborg","B","pixie","match=folk-name-with-parenthetical-reading"
"Smoke (Pixie Drifter)","smoke-pixie-drifter","fborg","B","pixie","match=folk-name-with-parenthetical-reading"
"Smudge (Pixie Illusion)","smudge-pixie-illusion","fborg","B","pixie","match=folk-name-with-parenthetical-reading"
"Snapping (Dragon set Swirling)","snapping-dragon-set-swirling","fborg","B","whirl-swirl|dragon-rake","match=folk-name-with-parenthetical-reading"
"Sonic (double spinning)","sonic-double-spinning","fborg","B","spinning","match=folk-name-with-parenthetical-reading"
"Spike Hammer (Stepping Ducking Paradox Mirage)","spike-hammer-stepping-ducking-paradox-mirage","fborg","B","ducking|stepping|paradox","match=folk-name-with-parenthetical-reading"
"Spyro Gyro (Gyro Butterfly Swirl)","spyro-gyro-gyro-butterfly-swirl","fborg","B","gyro-spyro|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Superfly (Symposium Barfly)","superfly-symposium-barfly","fborg","B","symposium","match=folk-name-with-parenthetical-reading"
"Surge (Surging Paradox Mirage)","surge-surging-paradox-mirage","fborg","B","paradox","match=folk-name-with-parenthetical-reading"
"Surgery (Surging Symposium Reverse Whirl)","surgery-surging-symposium-reverse-whirl","fborg","B","symposium|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Surging (spinning miraging)","surging-spinning-miraging","fborg","B","spinning","match=folk-name-with-parenthetical-reading"
"Surreal (Surging Paradox Whirl)","surreal-surging-paradox-whirl","fborg","B","whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Symposium Tomahawk (Ducking Paradox Symposium Whirl)","symposium-tomahawk-ducking-paradox-symposium-whirl","fborg","B","ducking|symposium|whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Tap (Tapping Mirage)","tap-tapping-mirage","fborg","B","","match=folk-name-with-parenthetical-reading"
"Tapping (Atomic same side)","tapping-atomic-same-side","fborg","B","atomic","match=folk-name-with-parenthetical-reading"
"Terrage (Double Pixie)","terrage-double-pixie","fborg","B","pixie","match=folk-name-with-parenthetical-reading"
"Terraging (Double Pixie)","terraging-double-pixie","fborg","B","pixie","match=folk-name-with-parenthetical-reading"
"Toe Blizzard (Quantum Illusion)","toe-blizzard-quantum-illusion","fborg","B","quantum","match=folk-name-with-parenthetical-reading"
"Toe Blur (Quantum Mirage)","toe-blur-quantum-mirage","fborg","B","quantum","match=folk-name-with-parenthetical-reading"
"Toe Ripwalk (Quantum Butterfly)","toe-ripwalk-quantum-butterfly","fborg","B","quantum","match=folk-name-with-parenthetical-reading"
"Tomahawk (Ducking Paradox Whirl)","tomahawk-ducking-paradox-whirl","fborg","B","ducking|whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Tombstone (Stepping Drifter)","tombstone-stepping-drifter","fborg","B","stepping","match=folk-name-with-parenthetical-reading"
"Torch-r Rack torture rack (Stepping Superfly)","torch-r-rack-torture-rack-stepping-superfly","fborg","B","stepping","match=folk-name-with-parenthetical-reading"
"Torque (Stepping Opposite Osis)","torque-stepping-opposite-osis","fborg","B","stepping|blender-torque","match=folk-name-with-parenthetical-reading"
"Twisted (Dragon set Swirling Paradox)","twisted-dragon-set-swirling-paradox","fborg","B","whirl-swirl|dragon-rake|paradox","match=folk-name-with-parenthetical-reading"
"Venom (Surging Barfly)","venom-surging-barfly","fborg","B","","match=folk-name-with-parenthetical-reading"
"Voodoo (Paradox Symposium Blur)","voodoo-paradox-symposium-blur","fborg","B","symposium|paradox","match=folk-name-with-parenthetical-reading"
"Vortex (Gyro Drifter)","vortex-gyro-drifter","fborg","B","gyro-spyro","match=folk-name-with-parenthetical-reading"
"Whirl/swirl","whirl-swirl","fborg","B","whirl-swirl","match=slash-alt-pair"
"Whirlwind (Spinning Paradox Symposium Whirl)","whirlwind-spinning-paradox-symposium-whirl","fborg","B","symposium|spinning|whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Witchdoctor (Atomic Symposium Mirage)","witchdoctor-atomic-symposium-mirage","fborg","B","symposium|atomic","match=folk-name-with-parenthetical-reading"
"Yoda (Pixie Ripwalk)","yoda-pixie-ripwalk","fborg","B","pixie","match=folk-name-with-parenthetical-reading"
"Bladerunner (Atomic Eggbeater)","bladerunner-atomic-eggbeater","passback","B","atomic","match=folk-name-with-parenthetical-reading"
"Calf Stall w/ leg in ""Whirl"" position","calf-stall-w-leg-in-whirl-position","passback","B","whirl-swirl","match=slash-alt-pair"
"DATW/Double ATW","datw-double-atw","passback","B","","match=slash-alt-pair"
"DDD/Down Double Down","ddd-down-double-down","passback","B","dlo-double-down","match=slash-alt-pair"
"DOD/Double Over Down","dod-double-over-down","passback","B","dlo-double-down","match=slash-alt-pair"
"double-dex Drifter/(midtime) Barraging far Clipper","double-dex-drifter-midtime-barraging-far-clipper","passback","B","","match=slash-alt-pair"
"DSO (Double Switchover)","dso-double-switchover","passback","B","dlo-double-down","match=folk-name-with-parenthetical-reading"
"Fairy (archaic)","fairy-archaic","passback","B","fairy","match=folk-name-with-parenthetical-reading"
"Fairy Legover / Toe ss Eggbeater","fairy-legover-toe-ss-eggbeater","passback","B","fairy","match=slash-alt-pair"
"Flip side (flip)","flip-side-flip","passback","B","","match=folk-name-with-parenthetical-reading"
"Flurry (Barraging Legover)","flurry-barraging-legover","passback","B","","match=folk-name-with-parenthetical-reading"
"GYBAS/Grab Your Balls and Squeeze","gybas-grab-your-balls-and-squeeze","passback","B","","match=slash-alt-pair"
"Janiwalker (""johnny walker"")","janiwalker-johnny-walker","passback","B","","match=folk-name-with-parenthetical-reading"
"Magellan (Pixie ss Legover)","magellan-pixie-ss-legover","passback","B","pixie","match=folk-name-with-parenthetical-reading"
"Pigbeater (Pixie op Eggbeater)","pigbeater-pixie-op-eggbeater","passback","B","pixie","match=folk-name-with-parenthetical-reading"
"Pixie (archaic)","pixie-archaic","passback","B","pixie","match=folk-name-with-parenthetical-reading"
"Pixie op Toe / Toe ss Mirage","pixie-op-toe-toe-ss-mirage","passback","B","pixie","match=slash-alt-pair"
"PLO (Pixie Legover) / Toe ss DLO","plo-pixie-legover-toe-ss-dlo","passback","B","pixie|dlo-double-down","match=slash-alt-pair"
"Smear (Pixie op Mirage)","smear-pixie-op-mirage","passback","B","pixie","match=folk-name-with-parenthetical-reading"
"Smear>Fairy ss [Legover/Pickup]","smear-fairy-ss-legover-pickup","passback","B","fairy","match=slash-alt-pair"
"Smog (Pixie op DLO)","smog-pixie-op-dlo","passback","B","pixie|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Strong side (strong)","strong-side-strong","passback","B","","match=folk-name-with-parenthetical-reading"
"TATW/Triple ATW","tatw-triple-atw","passback","B","","match=slash-alt-pair"
"Arctic Butterfly (Arc Walk)","arctic-butterfly-arc-walk","stanford","B","","match=folk-name-with-parenthetical-reading"
"Around The World (ATW)","around-the-world-atw","stanford","B","","match=folk-name-with-parenthetical-reading"
"Atomic Blacula (Your Mom)","atomic-blacula-your-mom","stanford","B","atomic","match=folk-name-with-parenthetical-reading"
"Atomic Butterfly (Leg Beater)","atomic-butterfly-leg-beater","stanford","B","atomic","match=folk-name-with-parenthetical-reading"
"Atomic Butterfly Swirl (Leg Beater Swirl)","atomic-butterfly-swirl-leg-beater-swirl","stanford","B","atomic|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Atomic DLO (Predator)","atomic-dlo-predator","stanford","B","atomic|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Atomic DOD (Fusion)","atomic-dod-fusion","stanford","B","atomic","match=folk-name-with-parenthetical-reading"
"Atomic Ducking Blender (Super Ego)","atomic-ducking-blender-super-ego","stanford","B","ducking|atomic|blender-torque","match=folk-name-with-parenthetical-reading"
"Atomic Ducking Butterfly (Atomic Warrior)","atomic-ducking-butterfly-atomic-warrior","stanford","B","ducking|atomic","match=folk-name-with-parenthetical-reading"
"Atomic Ducking DLO (Tunguska)","atomic-ducking-dlo-tunguska","stanford","B","ducking|atomic|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Atomic Ducking Motion (Mont Royal)","atomic-ducking-motion-mont-royal","stanford","B","ducking|atomic","match=folk-name-with-parenthetical-reading"
"Atomic Ducking Torque (Icarus)","atomic-ducking-torque-icarus","stanford","B","ducking|atomic|blender-torque","match=folk-name-with-parenthetical-reading"
"Atomic Dyno (Corkscrew)","atomic-dyno-corkscrew","stanford","B","atomic","match=folk-name-with-parenthetical-reading"
"Atomic Eggbeater (Blade Runner)","atomic-eggbeater-blade-runner","stanford","B","atomic","match=folk-name-with-parenthetical-reading"
"Atomic Gyro Symposium Whirl (Crossfire)","atomic-gyro-symposium-whirl-crossfire","stanford","B","symposium|gyro-spyro|atomic|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Atomic Illusion (Omelet)","atomic-illusion-omelet","stanford","B","atomic","match=folk-name-with-parenthetical-reading"
"Atomic Legover (Egg Plant)","atomic-legover-egg-plant","stanford","B","atomic","match=folk-name-with-parenthetical-reading"
"Atomic Mirage (Atom Smasher)","atomic-mirage-atom-smasher","stanford","B","atomic","match=folk-name-with-parenthetical-reading"
"Atomic Miraging Butterfly (Smash Walk)","atomic-miraging-butterfly-smash-walk","stanford","B","atomic","match=folk-name-with-parenthetical-reading"
"Atomic Pickup (Scrambled Eggbeater)","atomic-pickup-scrambled-eggbeater","stanford","B","atomic","match=folk-name-with-parenthetical-reading"
"Atomic Symposium Mirage (Witch Doctor)","atomic-symposium-mirage-witch-doctor","stanford","B","symposium|atomic","match=folk-name-with-parenthetical-reading"
"Atomic Symposium Whirl (Gary Coleman)","atomic-symposium-whirl-gary-coleman","stanford","B","symposium|atomic|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Atomic Torque (Silo)","atomic-torque-silo","stanford","B","atomic|blender-torque","match=folk-name-with-parenthetical-reading"
"Atomic Whirl (Reactor)","atomic-whirl-reactor","stanford","B","atomic|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Barraging Legover (Flurry)","barraging-legover-flurry","stanford","B","","match=folk-name-with-parenthetical-reading"
"Barraging Osis (Baroque)","barraging-osis-baroque","stanford","B","","match=folk-name-with-parenthetical-reading"
"Blazing Mirage (Blaze)","blazing-mirage-blaze","stanford","B","","match=folk-name-with-parenthetical-reading"
"Blazing Whirl (Whirl Walk)","blazing-whirl-whirl-walk","stanford","B","whirl-swirl","match=folk-name-with-parenthetical-reading"
"Blistering Whirl (Whirling Gyro Whirl)","blistering-whirl-whirling-gyro-whirl","stanford","B","gyro-spyro|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Bubba (Clipper ss Illusion)","bubba-clipper-ss-illusion","stanford","B","","match=folk-name-with-parenthetical-reading"
"Bubba Butterfly (Mxyzptlk)","bubba-butterfly-mxyzptlk","stanford","B","","match=folk-name-with-parenthetical-reading"
"Bubba Flail (Massacre)","bubba-flail-massacre","stanford","B","","match=folk-name-with-parenthetical-reading"
"Bubba Legover (Bubba Beater)","bubba-legover-bubba-beater","stanford","B","","match=folk-name-with-parenthetical-reading"
"Bubba PS Eggbeater (Chainsaw Massacre)","bubba-ps-eggbeater-chainsaw-massacre","stanford","B","","match=folk-name-with-parenthetical-reading"
"Butterfly Dragon (Firefly)","butterfly-dragon-firefly","stanford","B","dragon-rake","match=folk-name-with-parenthetical-reading"
"Butterfly Gyro Toe (Wauxpin)","butterfly-gyro-toe-wauxpin","stanford","B","gyro-spyro","match=folk-name-with-parenthetical-reading"
"Crossbody Rake (XBD Rake)","crossbody-rake-xbd-rake","stanford","B","dragon-rake","match=folk-name-with-parenthetical-reading"
"Crossbody Sole Stall (Flapper)","crossbody-sole-stall-flapper","stanford","B","","match=folk-name-with-parenthetical-reading"
"Diving DDD (Down River)","diving-ddd-down-river","stanford","B","","match=folk-name-with-parenthetical-reading"
"Diving Symposium Whirl (Symposium Hatchet)","diving-symposium-whirl-symposium-hatchet","stanford","B","symposium|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Diving Whirl (Hatchet)","diving-whirl-hatchet","stanford","B","whirl-swirl","match=folk-name-with-parenthetical-reading"
"DOD Osis (Motion)","dod-osis-motion","stanford","B","","match=folk-name-with-parenthetical-reading"
"Double Butterfly (Paradon)","double-butterfly-paradon","stanford","B","","match=folk-name-with-parenthetical-reading"
"Double Butterfly Dragon (Pteradon)","double-butterfly-dragon-pteradon","stanford","B","dragon-rake","match=folk-name-with-parenthetical-reading"
"Double Drifter (High Plains Drifter)","double-drifter-high-plains-drifter","stanford","B","","match=folk-name-with-parenthetical-reading"
"Double Illusion (Delusion)","double-illusion-delusion","stanford","B","","match=folk-name-with-parenthetical-reading"
"Double Infinity (Barfly)","double-infinity-barfly","stanford","B","","match=folk-name-with-parenthetical-reading"
"Double Mirage (Barrage)","double-mirage-barrage","stanford","B","","match=folk-name-with-parenthetical-reading"
"Double Over Down (DOD)","double-over-down-dod","stanford","B","dlo-double-down","match=folk-name-with-parenthetical-reading"
"Double Pixie (Terrage)","double-pixie-terrage","stanford","B","pixie","match=folk-name-with-parenthetical-reading"
"Double Reverse Swirl (Revstein)","double-reverse-swirl-revstein","stanford","B","whirl-swirl","match=folk-name-with-parenthetical-reading"
"Double Spinning Double Down (Spinning Scorpion\u2019s Tail)","double-spinning-double-down-spinning-scorpion-u2019s-tail","stanford","B","spinning|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Double Swirl (Ripstein)","double-swirl-ripstein","stanford","B","whirl-swirl","match=folk-name-with-parenthetical-reading"
"Double Swirling Dragon (Dragon Stein)","double-swirling-dragon-dragon-stein","stanford","B","whirl-swirl|dragon-rake","match=folk-name-with-parenthetical-reading"
"Double Twirl (Dwirl)","double-twirl-dwirl","stanford","B","","match=folk-name-with-parenthetical-reading"
"Double Wauxpin (Paradauxpin)","double-wauxpin-paradauxpin","stanford","B","","match=folk-name-with-parenthetical-reading"
"Double Whirl (Whirr)","double-whirl-whirr","stanford","B","whirl-swirl","match=folk-name-with-parenthetical-reading"
"Double Whirling Swirl (Whirring Swirl)","double-whirling-swirl-whirring-swirl","stanford","B","whirl-swirl","match=folk-name-with-parenthetical-reading"
"Ducking Barfly (Spanish Fly)","ducking-barfly-spanish-fly","stanford","B","ducking","match=folk-name-with-parenthetical-reading"
"Ducking Paradox Blender (Mind Bender)","ducking-paradox-blender-mind-bender","stanford","B","ducking|blender-torque|paradox","match=folk-name-with-parenthetical-reading"
"Ducking Paradox Drifter (Vertigo)","ducking-paradox-drifter-vertigo","stanford","B","ducking|paradox","match=folk-name-with-parenthetical-reading"
"Ducking Paradox Whirl (Tomahawk)","ducking-paradox-whirl-tomahawk","stanford","B","ducking|whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Ducking PS Whirl (Mullet)","ducking-ps-whirl-mullet","stanford","B","ducking|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Eclipse (Catwalk)","eclipse-catwalk","stanford","B","eclipse-hop-over","match=folk-name-with-parenthetical-reading"
"Fairy Blender (Fender)","fairy-blender-fender","stanford","B","fairy|blender-torque","match=folk-name-with-parenthetical-reading"
"Fairy Diving Butterfly (Dark Avenue)","fairy-diving-butterfly-dark-avenue","stanford","B","fairy","match=folk-name-with-parenthetical-reading"
"Fairy DLO (Flog)","fairy-dlo-flog","stanford","B","fairy|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Fairy Drifter (Fume)","fairy-drifter-fume","stanford","B","fairy","match=folk-name-with-parenthetical-reading"
"Fairy Ducking Blender (Fender Bender)","fairy-ducking-blender-fender-bender","stanford","B","ducking|fairy|blender-torque","match=folk-name-with-parenthetical-reading"
"Fairy Ducking Butterfly (Fairy Warrior)","fairy-ducking-butterfly-fairy-warrior","stanford","B","ducking|fairy","match=folk-name-with-parenthetical-reading"
"Fairy Ducking Drifter (Alpine Fume)","fairy-ducking-drifter-alpine-fume","stanford","B","ducking|fairy","match=folk-name-with-parenthetical-reading"
"Fairy Ducking Torque (Forque Lift)","fairy-ducking-torque-forque-lift","stanford","B","ducking|fairy|blender-torque","match=folk-name-with-parenthetical-reading"
"Fairy Flail (Backside Fudge)","fairy-flail-backside-fudge","stanford","B","fairy","match=folk-name-with-parenthetical-reading"
"Fairy Gyro Barrage (Fromage)","fairy-gyro-barrage-fromage","stanford","B","fairy|gyro-spyro","match=folk-name-with-parenthetical-reading"
"Fairy Gyro DLO (Wentletrap)","fairy-gyro-dlo-wentletrap","stanford","B","fairy|gyro-spyro|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Fairy Gyro Mirage (Torus)","fairy-gyro-mirage-torus","stanford","B","fairy|gyro-spyro","match=folk-name-with-parenthetical-reading"
"Fairy Gyro Symposium Mirage (Backside Torus)","fairy-gyro-symposium-mirage-backside-torus","stanford","B","fairy|symposium|gyro-spyro","match=folk-name-with-parenthetical-reading"
