ClubID,in_db,in_mirror,db_approved,db_name,mirror_name,name_match,city_match,country_match,db_has_contact,mirror_has_contact,db_contact_rows
1138120998,1,1,1,Maniac Footbag Team,Maniac Footbag Team,1,1,1,1,1,1
1138844214,1,1,1,Slap Hackers,Slap Hackers,1,1,1,1,1,3
1139097300,1,1,1,Steel City Freestyle,Steel City Freestyle,1,1,1,1,1,3
1139639026,1,1,1,Footbag Chile,Footbag Chile,1,1,1,1,1,1
1142872957,1,1,1,Mañana Footbag Club,Mañana Footbag Club,1,1,1,1,1,2
1146524151,1,1,1,Northern Colorado Footbag Club,Northern Colorado Footbag Club,1,1,1,1,1,1
1146546939,1,1,1,The Hartford Chud Flingers,The Hartford Chud Flingers,1,1,1,1,1,1
1151029250,1,1,1,Asociacion Venezolana de HO / Fushi-bola,Asociacion Venezolana de HO / Fushi-bola,1,1,1,1,1,1
1153233496,1,1,1,Nova Net,Nova Net,1,1,1,1,1,1
1154637329,1,1,1,Aintno Footbag Club,Aintno Footbag Club,1,1,1,1,1,1
1154808051,1,1,1,The New Orleans Soul,The New Orleans Soul,1,1,1,1,1,1
1156513429,1,1,1,Frozen Footbag Association,Frozen Footbag Association,1,1,1,1,1,2
1158465815,1,1,1,Góra Footbag Klub,Góra Footbag Klub,1,1,1,1,1,4
1159970273,1,1,1,Grazer Footbag Club,Grazer Footbag Club,1,1,1,1,1,1
1160334377,1,1,1,PowerPlay,PowerPlay,1,1,1,1,1,1
1161873598,1,1,1,Boston Shred Crew,Boston Shred Crew,1,1,1,1,1,1
1167509121,1,1,1,WRC Wroclaw Footbag Club,WRC Wroclaw Footbag Club,1,1,1,1,1,2
1170847235,1,1,1,Turkey Footbag Club,Turkey Footbag Club,1,1,1,1,1,1
1171927920,1,1,1,Footbag Medellin,Footbag Medellin,1,1,1,1,1,1
1173308481,1,1,1,Nordlicht Footbag Club e.V.,Nordlicht Footbag Club e.V.,1,1,1,1,1,3
1177774281,1,1,1,Goshen Footbag Club,Goshen Footbag Club,1,1,1,1,1,1
1178224178,1,1,1,Grand Rapids Hacky Sackers,Grand Rapids Hacky Sackers,1,1,1,1,1,1
1182859864,1,1,1,Red Trousers Footbag Club,Red Trousers Footbag Club,1,1,1,1,1,1
1183473386,1,1,1,UCV Footbag Club,UCV Footbag Club,1,1,1,1,1,3
1183644054,1,1,1,Asheville Footbag Club,Asheville Footbag Club,1,1,1,1,1,1
1188205770,1,1,1,against Gravity,against Gravity,1,1,1,1,1,1
1189190017,1,1,1,Central Valley Kicks,Central Valley Kicks,1,1,1,1,1,1
1189464324,1,1,1,AUTsiders,AUTsiders,1,1,1,1,1,4
1190109627,1,1,1,Melbourne University Footbag Club,Melbourne University Footbag Club,1,1,1,1,1,1
1190112890,1,1,1,Footbag Empire,Footbag Empire,1,1,1,1,1,12
1190299395,1,1,1,Bay Area Kickers,Bay Area Kickers,1,1,1,1,1,1
1191142197,1,1,1,Häck-the-Bock,Häck-the-Bock,1,1,1,1,1,1
1207087428,1,1,1,Stara Zagora Footbag Club,Stara Zagora Footbag Club,1,1,1,1,1,1
1215634681,1,1,1,Urban Komba,Urban Komba,1,1,1,1,1,3
1217469058,1,1,1,Ukranian Footbag Club,Ukranian Footbag Club,1,1,1,1,1,1
1218538884,1,1,1,Carnabal Footbag,Carnabal Footbag,1,1,1,1,1,1
1221306106,1,1,1,South Bloomfield Shred,South Bloomfield Shred,1,1,1,1,1,1
1225708054,1,1,1,Lagos Footbag Club,Lagos Footbag Club,1,1,1,1,1,1
1226175298,1,1,1,Las Cruces Footbag Club,Las Cruces Footbag Club,1,1,1,1,1,1
1230848919,1,1,1,Aki Québec,Aki Québec,1,1,1,1,1,3
1235601924,1,1,1,WSF Warsaw Footbag Association,WSF Warsaw Footbag Association,1,1,1,1,1,2
1235935564,1,1,1,Aki Freestyle Montréal,Aki Freestyle Montréal,1,1,1,1,1,1
1236990799,1,1,1,San Diego Fury,San Diego Fury,1,1,1,1,1,1
1237477211,1,1,1,Koxy Footbag Team Cieszyn,Koxy Footbag Team Cieszyn,1,1,1,1,1,1
1238083918,1,1,1,Tu  Wat,Tu  Wat,1,1,1,1,1,1
1240323964,1,1,1,X-PRO,X-PRO,1,1,1,1,1,3
1243385700,1,1,1,Pittsburgh Footbag Club,Pittsburgh Footbag Club,1,1,1,1,1,3
1246472708,1,1,1,DLO,DLO,1,1,1,1,1,1
1246559727,1,1,1,SW Missouri Footbag Club,SW Missouri Footbag Club,1,1,1,1,1,1
1248836922,1,1,1,Noth Carolina Footbag Association,Noth Carolina Footbag Association,1,1,1,1,1,1
1248906214,1,1,1,Madrid Footbag Club,Madrid Footbag Club,1,1,1,1,1,1
1249194111,1,1,1,México Footbag Club,México Footbag Club,1,1,1,1,1,1
1251723037,1,1,1,LaZy K: Lake Zorinsky Kickin' Club,LaZy K: Lake Zorinsky Kickin' Club,1,1,1,1,1,1
1252440015,1,1,1,Toledo Area Footbag,Toledo Area Footbag,1,1,1,1,1,1
1256393558,1,1,1,Liberty Park,Liberty Park,1,1,1,1,1,1
1256856154,1,1,1,Footbag Ostrava,Footbag Ostrava,1,1,1,1,1,1
1258057063,1,1,1,Hamburg Footkings e.V.,Hamburg Footkings e.V.,1,1,1,1,1,1
1261141376,1,1,1,Freiburg Footbag Fanatics,Freiburg Footbag Fanatics,1,1,1,1,1,1
1263935391,1,1,1,Arica Footbag Club,Arica Footbag Club,1,1,1,1,1,1
1266181324,1,1,1,punk house hakie club,punk house hakie club,1,1,1,1,1,1
1268878910,1,1,1,High Desert Shredderz,High Desert Shredderz,1,1,1,1,1,2
1269639320,1,1,1,Venture Academy Footbag Club,Venture Academy Footbag Club,1,1,1,1,1,1
1270614466,1,1,1,Calgary Footbag Club,Calgary Footbag Club,1,1,1,1,1,1
1270756352,1,1,1,Footbag Barranquilla,Footbag Barranquilla,1,1,1,1,1,1
1271999858,1,1,1,Independence Point Footbag,Independence Point Footbag,1,1,1,1,1,1
1274160674,1,1,1,PAAAFA (Pennsylvania Amish Area Footbag Association),PAAAFA (Pennsylvania Amish Area Footbag Association),1,1,1,1,1,1
1277070417,1,1,1,St. Louis (STL) Freestyle,St. Louis (STL) Freestyle,1,1,1,1,1,1
1280278049,1,1,1,High Altitude Hacky Hangtime & Punning Society,High Altitude Hacky Hangtime & Punning Society,1,1,1,1,1,1
1289943006,1,1,1,Footbag Dresden e.V.,Footbag Dresden e.V.,1,1,1,1,1,1
1296237919,1,1,1,  Club Footbag Medellín,Club Footbag Medellín,1,1,1,1,1,1
1303729993,1,1,1,Footbag Freestyle O³awa,Footbag Freestyle O³awa,1,1,1,1,1,1
1305757145,1,1,1,Camdenton Footbag Club,Camdenton Footbag Club,1,1,1,1,1,1
1306380870,1,1,1,"Kick, Kick, Pass","Kick, Kick, Pass",1,1,1,1,1,1
1317780844,1,1,1,Los Alamos Footbag Club,Los Alamos Footbag Club,1,1,1,1,1,1
1318036520,1,1,1,Incheon Footbag Club,Incheon Footbag Club,1,1,1,1,1,1
1319310161,1,1,1,The Beaver Family Kickers,The Beaver Family Kickers,1,1,1,1,1,1
1319552551,1,1,1,FootGangers,FootGangers,1,1,1,1,1,1
1320083231,1,1,1,Penn State Footbag Club,Penn State Footbag Club,1,1,1,1,1,1
1326651396,1,1,1,Maturin Footbag Club,Maturin Footbag Club,1,1,1,1,1,1
1328291225,1,1,1,Hradec Králové Footbag Club,Hradec Králové Footbag Club,1,1,1,1,1,1
1328392220,1,1,1,Net Bandits,Net Bandits,1,1,1,1,1,1
1331575695,1,1,1,Cape Town Footbag Club,Cape Town Footbag Club,1,1,1,1,1,1
1333657060,1,1,1,Caracas Footbag Club,Caracas Footbag Club,1,1,1,1,1,1
1334292514,1,1,1,Tallahassee Footbag Club,Tallahassee Footbag Club,1,1,1,1,1,1
1335264745,1,1,1,Valencia Footbag Club,Valencia Footbag Club,1,1,1,1,1,1
1338147430,1,1,1,San Antonio De Los Altos Footbag Club,San Antonio De Los Altos Footbag Club,1,1,1,1,1,1
1339680237,1,1,1,Clearwater Kickers,Clearwater Kickers,1,1,1,1,1,1
1340408418,1,1,1,We Kick,We Kick,1,1,1,1,1,1
1340482661,1,1,1,Vizcaya Footbag Club,Vizcaya Footbag Club,1,1,1,1,1,1
1346079090,1,1,1,CJHS Tigers Footbag Club,CJHS Tigers Footbag Club,1,1,1,1,1,1
1351146382,1,1,1,Silver State Footbag Club,Silver State Footbag Club,1,1,1,1,1,1
1351784329,1,1,1,\m/ichigan footbag,\m/ichigan footbag,1,1,1,1,1,1
1352705524,1,1,1,New Shuttlecock Generation,New Shuttlecock Generation,1,1,1,1,1,1
1364195588,1,1,1,S.A.C - Sac Attack Crew,S.A.C - Sac Attack Crew,1,1,1,1,1,1
1365350268,1,1,1,Oxford Footbag Club (a.k.a. HackySackSoc),Oxford Footbag Club (a.k.a. HackySackSoc),1,1,1,1,1,1
1367809200,1,1,1,IUJO Footbag Club,IUJO Footbag Club,1,1,1,1,1,1
1368907297,1,1,1,grand raipids footbag,grand raipids footbag,1,1,1,1,1,1
1375623891,1,1,1,Emerald Isle Footbag Club,Emerald Isle Footbag Club,1,1,1,1,1,1
1379698765,1,1,1,Penn State Footbag Club,Penn State Footbag Club,1,1,1,1,1,1
1379706860,1,1,1,Turku Footbag,Turku Footbag,1,1,1,1,1,1
1388942485,1,1,1,Ada Footbag Club,Ada Footbag Club,1,1,1,1,1,1
1394218643,1,1,1,livingston county Footbag united,livingston county Footbag united,1,1,1,1,1,1
1394814578,1,1,1,Bath Footbag Club,Bath Footbag Club,1,1,1,1,1,1
1395304791,1,1,1,Challenge Accepted,Challenge Accepted,1,1,1,1,1,1
1396543447,1,1,1,Lincoln Footbag Club,Lincoln Footbag Club,1,1,1,1,1,1
1397590241,1,1,1,Waseca Footbag Club,Waseca Footbag Club,1,1,1,1,1,1
1398344031,1,1,1,Aurora Footbag Club,Aurora Footbag Club,1,1,1,1,1,1
1399995712,1,1,1,astroDaniels hack station,astroDaniels hack station,1,1,1,1,1,1
1400332268,1,1,1,Stevens Point Footbag Club,Stevens Point Footbag Club,1,1,1,1,1,1
1400611966,1,1,1,east siders,east siders,1,1,1,1,1,1
1401643174,1,1,1,High Desert Dirtbags,High Desert Dirtbags,1,1,1,1,1,1
1404401059,1,1,1,NightXShadow  Footbag Club,NightXShadow  Footbag Club,1,1,1,1,1,1
1405026188,1,1,1,Freakin' Original,Freakin' Original,1,1,1,1,1,1
1405837036,1,1,1,Windsor Freestyle Foot Clan,Windsor Freestyle Foot Clan,1,1,1,1,1,1
1406214484,1,1,1,Lubaczów Footbag Club,Lubaczów Footbag Club,1,1,1,1,1,1
1406752300,1,1,1,Central Valley Footbag,Central Valley Footbag,1,1,1,1,1,3
1407782423,1,1,1,TSB - The Shred Brothers,TSB - The Shred Brothers,1,1,1,1,1,1
1412718808,1,1,1,Kingsland Footbag Club,Kingsland Footbag Club,1,1,1,1,1,1
1414182915,1,1,1,Loveland Footbag Club,Loveland Footbag Club,1,1,1,1,1,1
1415044864,1,1,1,Fort Worth Footbag Club,Fort Worth Footbag Club,1,1,1,1,1,1
1419897939,1,1,1,Holladay Footbag Club,Holladay Footbag Club,1,1,1,1,1,1
1422386831,1,1,1,Memphis Footworks,Memphis Footworks,1,1,1,1,1,1
1428597887,1,1,1,VT Fire-Dragons,VT Fire-Dragons,1,1,1,1,1,1
1431223513,1,1,1,Desmoines circle,Desmoines circle,1,1,1,1,1,1
1434023648,1,1,1,"""Bunch of Tossers!"" Juggling & Footbag","""Bunch of Tossers!"" Juggling & Footbag",1,1,1,1,1,1
1437004521,1,1,1,Lexington Park Footbag Club,Lexington Park Footbag Club,1,1,1,1,1,1
1437023486,1,1,1,Calgary Style,Calgary Style,1,1,1,1,1,2
1437950879,1,1,1,Brunswick Hacky Sack Crew!,Brunswick Hacky Sack Crew!,1,1,1,1,1,1
1438092592,1,1,1,Kutaisi Footbag Club,Kutaisi Footbag Club,1,1,1,1,1,1
1438117106,1,1,1,Lexington Footbag Club,Lexington Footbag Club,1,1,1,1,1,1
1439952760,1,1,1,Boise Foot Clan,Boise Foot Clan,1,1,1,1,1,1
1442792269,1,1,1,Monacan Footbag Club,Monacan Footbag Club,1,1,1,1,1,1
1445267950,1,1,1,Chesaning Union High School Footbag Club,Chesaning Union High School Footbag Club,1,1,1,1,1,1
1445371198,1,1,1,Burkburnett Footbag Club,Burkburnett Footbag Club,1,1,1,1,1,1
1447130829,1,1,1,Long Island Footbag Club,Long Island Footbag Club,1,1,1,1,1,1
1453410220,1,1,1,Ottawa Footbag Club,Ottawa Footbag Club,1,1,1,1,1,1
1454910925,1,1,1,NorthMS Kickers,NorthMS Kickers,1,1,1,1,1,1
1456429285,1,1,1,Wacky Hacky Faculty,Wacky Hacky Faculty,1,1,1,1,1,1
1460993776,1,1,1,Stansbury Park Footbag Club,Stansbury Park Footbag Club,1,1,1,1,1,1
1462448372,1,1,1,Jaworzno Footbag Club,Jaworzno Footbag Club,1,1,1,1,1,1
1466041249,1,1,1,Springfield Footbag Club,Springfield Footbag Club,1,1,1,1,1,1
1472441785,1,1,1,Midwest is the Best - Harlan Chapter,Midwest is the Best - Harlan Chapter,1,1,1,1,1,1
1472671462,1,1,1,Vancouver Footbag Freestyle,Vancouver Footbag Freestyle,1,1,1,1,1,1
1472942170,1,1,1,Hacky Sack club,Hacky Sack club,1,1,1,1,1,1
1473687943,1,1,1,Vienna Footbag Squad,Vienna Footbag Squad,1,1,1,1,1,1
1474816807,1,1,1,Eugene Kickers Footbag Club,Eugene Kickers Footbag Club,1,1,1,1,1,1
1475026810,1,1,1,Hingham High Hacky Sack,Hingham High Hacky Sack,1,1,1,1,1,1
1475466428,1,1,1,Mililani Footbag Club,Mililani Footbag Club,1,1,1,1,1,1
1486385137,1,1,1,Greece Footbag Community ,Greece Footbag Community,1,1,1,1,1,1
1487788845,1,1,1,Ave Maria Footbag Club,Ave Maria Footbag Club,1,1,1,1,1,1
1488489195,1,1,1,Les Pieds à Gilles,Les Pieds à Gilles,1,1,1,1,1,1
1494783866,1,1,1,new mexico footbag club,new mexico footbag club,1,1,1,1,1,1
1497659385,1,1,1,Sole Control,Sole Control,1,1,1,1,1,1
1500439365,1,1,1,Wellington Hack Crew,Wellington Hack Crew,1,1,1,1,1,1
1501311951,1,1,1,Erie Footbag Club,Erie Footbag Club,1,1,1,1,1,1
1503364311,1,1,1,Butler Footbag Club,Butler Footbag Club,1,1,1,1,1,1
1505825400,1,1,1,University High School Footbag Club,University High School Footbag Club,1,1,1,1,1,1
1506368714,1,1,1,Eagan Footbag Club,Eagan Footbag Club,1,1,1,1,1,1
1507163567,1,1,1,Sactown Footbag Club,Sactown Footbag Club,1,1,1,1,1,1
1515593904,1,1,1,cp sack whackers,cp sack whackers,1,1,1,1,1,1
1520047040,1,1,1,bow-no-bones,bow-no-bones,1,1,1,1,1,1
1520847784,1,1,1,SK FOOTBAG TÁBOR,SK FOOTBAG TÁBOR,1,1,1,1,1,1
1523801660,1,1,1,Footbag Venezuela Club ,Footbag Venezuela Club,1,1,1,1,1,1
1532801310,1,1,1,Footbag the ROC,Footbag the ROC,1,1,1,1,1,1
1541525995,1,1,1,Buenos Aires Footbag Club,Buenos Aires Footbag Club,1,1,1,1,1,1
1541726631,1,1,1,Tucson Wild Footbag Cats,Tucson Wild Footbag Cats,1,1,1,1,1,1
1545320064,1,1,1,Warszawa Footbag Club,Warszawa Footbag Club,1,1,1,1,1,1
1545338652,1,1,1,Bilbao Footbag Club,Bilbao Footbag Club,1,1,0,1,1,1
1551261205,1,1,1,Wexford Footbag Club,Wexford Footbag Club,1,1,1,1,1,1
1551485881,1,1,1,Outkast Hack Krew,Outkast Hack Krew,1,1,1,1,1,1
1559141995,1,1,1,MR Sports Club,MR Sports Club,1,1,1,1,1,1
1559232967,1,1,1,The hack circle,The hack circle,1,1,1,1,1,1
1563305799,1,1,1,Newport Coast Footbag Club,Newport Coast Footbag Club,1,1,1,1,1,1
1565439454,1,1,1,YijianSunshine Footbag Club,YijianSunshine Footbag Club,1,1,1,1,1,1
1582697939,1,1,1,Ziloballe,Ziloballe,1,1,1,1,1,1
1588977636,1,1,1,Greeneville Freestyle Footbag,Greeneville Freestyle Footbag,1,1,1,1,1,1
1590896637,1,1,1,The Ministry of The Gospel of Hacky Sack,The Ministry of The Gospel of Hacky Sack,1,1,1,1,1,1
1591383834,1,1,1,Medellin Footbag Club,Medellin Footbag Club,1,1,1,1,1,1
1591550914,1,1,1,Footbag Mérida Club,Footbag Mérida Club,1,1,1,1,1,1
1594017195,1,1,1,Quantum Leap,Quantum Leap,1,1,1,1,1,1
1600007360,1,1,1,Footbag-Russia,Footbag-Russia,1,1,1,1,1,1
1624226901,1,1,1,Roseburg Ralliers,Roseburg Ralliers,1,1,1,1,1,1
1630823010,1,1,1,Nevada County Footbag Club,Nevada County Footbag Club,1,1,1,1,1,1
1631873277,1,1,1,Marathon  Footbag Club,Marathon  Footbag Club,1,1,1,1,1,1
1651468984,1,1,1,Orlando Footbag Club,Orlando Footbag Club,1,1,1,1,1,1
1651603122,1,1,1,Hampton Roads Footbag Club,Hampton Roads Footbag Club,1,1,1,1,1,1
1654244857,1,1,1,Footbag Player Association of India,Footbag Player Association of India,1,1,1,1,1,2
1665418016,1,1,1,Hack USU,Hack USU,1,1,1,1,1,1
1682533744,1,1,1,Indy Hacky Sack Circle,Indy Hacky Sack Circle,1,1,1,1,1,1
1692269456,1,1,1,Footbag Jakomäki,Footbag Jakomäki,1,1,1,1,1,1
1698840698,1,1,1,Bellas Artes Footbag Club,Bellas Artes Footbag Club,1,1,1,1,1,2
1698980450,1,1,1,sole push,sole push,1,1,1,1,1,1
1704119956,1,1,1,Havelock Footbag Club,Havelock Footbag Club,1,1,1,1,1,1
1711660466,1,1,1,San Antonio Footbag Club,San Antonio Footbag Club,1,1,1,1,1,6
1720696096,1,1,1,Bristol county mass Footbag Club,Bristol county mass Footbag Club,1,1,1,1,1,1
1721169686,1,1,1,Cortes Island Footbag Club,Cortes Island Footbag Club,1,1,1,1,1,2
1725434563,1,1,1,Rebel Freestyle ,Rebel Freestyle,1,1,1,1,1,1
1726511220,1,1,1,Georgia Tech Hacky Sack,Georgia Tech Hacky Sack,1,1,1,1,1,1
1728989660,1,1,1,Net Break Crew,Net Break Crew,1,1,1,1,1,1
1730648891,1,1,1,Footbag Fever Club,Footbag Fever Club,1,1,1,1,1,1
1731640049,1,1,1,Duluth Footbag Club,Duluth Footbag Club,1,1,1,1,1,1
1733280222,1,1,1,The Creek Footbag Club,The Creek Footbag Club,1,1,1,1,1,1
1733753690,1,1,1,Footbag Net Caracas,Footbag Net Caracas,1,1,1,1,1,1
1733841713,1,1,1,FLOP - FOOTBAG LOVERS OF PORTLAND,FLOP - FOOTBAG LOVERS OF PORTLAND,1,1,1,1,1,1
1739719807,1,1,1,Hildesheim Footbag Club,Hildesheim Footbag Club,1,1,1,1,1,1
1745344218,1,1,1,New Haven Elimination Footbag,New Haven Elimination Footbag,1,1,1,1,1,1
1745991285,1,1,1,Durango Footbag Club,Durango Footbag Club,1,1,1,1,1,1
1751979051,1,1,1,Caracas Footbag Club,Caracas Footbag Club,1,1,1,1,1,1
1754009835,1,1,1,Lyttleton Shredsta's!,Lyttleton Shredsta's!,1,1,1,1,1,1
1758693068,1,1,1,Yellow Springs Hackysack,Yellow Springs Hackysack,1,1,1,1,1,1
1759532140,1,1,1,Raven Footbag in Grass Valley,Raven Footbag in Grass Valley,1,1,1,1,1,1
1760183151,1,1,1,NOVA Hacks,NOVA Hacks,1,1,1,1,1,1
1763411634,1,1,1,Missoula Footbag Alliance_,Missoula Footbag Alliance_,1,1,1,1,1,1
1768623634,1,1,1,North Bay Flyers,North Bay Flyers,1,1,1,1,1,1
1773110747,1,1,1,Relayball Footbag Club,St. Lawrence Footbag Club,0,1,1,1,1,1
932271763,1,1,1,Hackrifice,Hackrifice,1,1,1,1,1,3
932895424,1,1,1,BC Soramäki Indians,BC Soramäki Indians,1,1,1,1,1,1
937589938,1,1,1,FC Footstar Berlin e.V.,FC Footstar Berlin e.V.,1,1,1,1,1,2
941371717,1,1,1,Sole Rebels Zürich,Sole Rebels Zürich,1,1,1,1,1,2
944090321,1,1,1,1. Rien N'est Hacky - RNH Footbag,1. Rien N'est Hacky - RNH Footbag,1,1,1,1,1,3
945062220,1,1,1,OOPS! Freestyle,OOPS! Freestyle,1,1,1,1,1,2
945727621,1,1,1,Tallinn Footbag Club,Tallinn Footbag Club,1,1,1,1,1,1
948778762,1,1,1,Idaho State University Footbag Club,Idaho State University Footbag Club,1,1,1,1,1,2
954433125,1,1,1, SG Frankfurt Footbag e.V.,SG Frankfurt Footbag e.V.,1,1,1,1,1,3
954608153,1,1,1,Santa Cruz Footbag Club,Santa Cruz Footbag Club,1,1,1,1,1,2
959505527,1,1,1,Chicago Inner Circle,Chicago Inner Circle,1,1,1,1,1,3
964980858,1,1,1,Houston Skyliners Footbag Club,Houston Skyliners Footbag Club,1,1,1,1,1,3
979109326,1,1,1,Christchurch Footbag Club,Christchurch Footbag Club,1,1,1,1,1,1
983242470,1,1,1,(210) COBRA crew,(210) COBRA crew,1,1,1,1,1,3
987996594,1,1,1,Canadian Footbag Alliance,Canadian Footbag Alliance,1,1,1,1,1,1
988620638,1,1,1,PSF Polish Footbag Association,PSF Polish Footbag Association,1,1,1,1,1,3
991075770,1,1,1,Raleigh Freestyle Footbag Club,Raleigh Freestyle Footbag Club,1,1,1,1,1,1
992188139,1,1,1,Ministry of Silly Walks,Ministry of Silly Walks,1,1,1,1,1,1
995103575,1,1,1,Footbag-Vienna,Footbag-Vienna,1,1,1,1,1,2
995399076,1,1,1,UNITY FOOTBAG CLUB,UNITY FOOTBAG CLUB,1,1,1,1,1,2
997044279,1,1,1,The Rochester Footbag Association,The Rochester Footbag Association,1,1,1,1,1,2
997985351,1,1,1,Icarus Footbag,Icarus Footbag,1,1,1,1,1,3
999026236,1,1,1,Footcraft,Footcraft,1,1,1,1,1,2
999606033,1,1,1,FootFighter,FootFighter,1,1,1,1,1,1
airazona,1,1,1,AIR-A-ZONA FOOTBAG NET CLUB,AIR-A-ZONA FOOTBAG NET CLUB,1,1,1,1,1,2
all-stars,1,1,1,D.C. All-Stars,D.C. All-Stars,1,1,1,1,1,2
aqaf,1,1,1,Association Québécoise de Footbag,Association Québécoise de Footbag,1,1,1,1,1,1
auckland,1,1,1,The Auckland Freestyle Footbag Club (AFFC),The Auckland Freestyle Footbag Club (AFFC),1,1,1,1,1,1
austin,1,1,1,Austin Style Footbag Club - Texas Footbag League,Austin Style Footbag Club - Texas Footbag League,1,1,1,1,1,2
bielefeld-de,1,1,1,Alive And Kickin',Alive And Kickin',1,1,1,1,1,1
caracas,1,1,1,Fucheros Unidos del Ateneo,Fucheros Unidos del Ateneo,1,1,1,1,1,2
carlisle-pa,1,1,1,TEAM NET WRECKER,TEAM NET WRECKER,1,1,1,1,1,2
chico-circle,1,1,1,Sole Power,Sole Power,1,1,1,1,1,2
czech-republic,1,1,1,Czech Footbag Association,Czech Footbag Association,1,1,1,1,1,3
dallas-tx,1,1,1,Dallas Footbag Club,Dallas Footbag Club,1,1,1,1,1,2
