"name","slug","sources","category","ecosystems","signal_trace"
"Fairy Ducking DLO","fairy-ducking-dlo","stanford","A","ducking|fairy|dlo-double-down","modifiers=ducking|fairy;stack_depth=2"
"Fairy Gyro DLO (Wentletrap)","fairy-gyro-dlo-wentletrap","stanford","B","fairy|gyro-spyro|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Fairy Spinning Double Down (Fairy Tail)","fairy-spinning-double-down-fairy-tail","stanford","B","fairy|spinning|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Fairy ss DLO (Glaucoma)","fairy-ss-dlo-glaucoma","stanford","B","fairy|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Furious DLO (Nebula)","furious-dlo-nebula","stanford","D","dlo-double-down|blurry-furious","doctrine_tokens=furious"
"Gyro DLO (Whale Tail)","gyro-dlo-whale-tail","stanford","B","gyro-spyro|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Gyro Double Down (Bullwhip)","gyro-double-down-bullwhip","stanford","B","gyro-spyro|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Gyro Shooting Double Down (Gyro Shooting Star)","gyro-shooting-double-down-gyro-shooting-star","stanford","D","gyro-spyro|dlo-double-down|shooting","doctrine_tokens=shooting"
"Gyro Symposium DLO (Supernova)","gyro-symposium-dlo-supernova","stanford","B","symposium|gyro-spyro|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Miraging Legover (Double Legover) (DLO)","miraging-legover-double-legover-dlo","stanford","A","dlo-double-down","modifiers=miraging;stack_depth=2"
"Neutron DLO (Cataclysm)","neutron-dlo-cataclysm","stanford","B","dlo-double-down","match=folk-name-with-parenthetical-reading"
"Nuclear DLO (Terminator)","nuclear-dlo-terminator","stanford","D","dlo-double-down|blurry-furious","doctrine_tokens=nuclear"
"Nuclear Symposium DLO (Oh Wheely)","nuclear-symposium-dlo-oh-wheely","stanford","D","symposium|dlo-double-down|blurry-furious","doctrine_tokens=nuclear"
"Paradox DLO","paradox-dlo","stanford","A","dlo-double-down|paradox","modifiers=paradox;stack_depth=1"
"Pixie DLO (Smog)","pixie-dlo-smog","stanford","B","pixie|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Pixie Ducking DLO (Goliath)","pixie-ducking-dlo-goliath","stanford","B","ducking|pixie|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Pixie Gyro DLO (Gilan)","pixie-gyro-dlo-gilan","stanford","B","pixie|gyro-spyro|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Pixie ss DLO","pixie-ss-dlo","stanford","A","pixie|dlo-double-down","modifiers=pixie;stack_depth=2"
"Pogo DLO","pogo-dlo","stanford","D","dlo-double-down|pogo","doctrine_tokens=pogo"
"Quantum DLO (Toe Fog)","quantum-dlo-toe-fog","stanford","B","quantum|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Sailing DLO","sailing-dlo","stanford","A","dlo-double-down","stack_depth=0"
"Sailing ss DLO (Fracture)","sailing-ss-dlo-fracture","stanford","B","dlo-double-down","match=folk-name-with-parenthetical-reading"
"Shooting DLO","shooting-dlo","stanford","D","dlo-double-down|shooting","doctrine_tokens=shooting"
"Slapping DLO","slapping-dlo","stanford","A","dlo-double-down","modifiers=slapping;stack_depth=1"
"Spinning DLO","spinning-dlo","stanford","A","spinning|dlo-double-down","modifiers=spinning;stack_depth=1"
"Spinning Double Down (Scorpion\u2019s Tail)","spinning-double-down-scorpion-u2019s-tail","stanford","B","spinning|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Spinning Double Down Swirl (Scorpion\u2019s Tail Swirl)","spinning-double-down-swirl-scorpion-u2019s-tail-swirl","stanford","B","spinning|whirl-swirl|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Stepping Diving DLO (Arachnophobia)","stepping-diving-dlo-arachnophobia","stanford","B","stepping|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Stepping DLO (Haze)","stepping-dlo-haze","stanford","B","stepping|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Surging Double Down (Venom)","surging-double-down-venom","stanford","B","dlo-double-down","match=folk-name-with-parenthetical-reading"
"Symposium DLO (Nova)","symposium-dlo-nova","stanford","B","symposium|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Tapping DLO","tapping-dlo","stanford","A","dlo-double-down","modifiers=tapping;stack_depth=1"
"Toe Spinning Double Down (Scorpion’s Toe Nail)","toe-spinning-double-down-scorpions-toe-nail","stanford","B","spinning|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Warped DLO","warped-dlo","stanford","A","dlo-double-down","stack_depth=0"
