"name","slug","sources","category","ecosystems","signal_trace"
"Atomic Ducking Whirl","atomic-ducking-whirl","footbagmoves","A","ducking|atomic|whirl-swirl","modifiers=atomic|ducking;stack_depth=2"
"Atomic Symposium Whirl","atomic-symposium-whirl","footbagmoves","A","symposium|atomic|whirl-swirl","modifiers=atomic|symposium;stack_depth=2"
"Atomic Whirl","atomic-whirl","footbagmoves","A","atomic|whirl-swirl","modifiers=atomic;stack_depth=1"
"Barraging Barfly Swirl","barraging-barfly-swirl","footbagmoves","A","whirl-swirl","modifiers=barraging;stack_depth=1"
"Blazing Paradox Whirl","blazing-paradox-whirl","footbagmoves","A","whirl-swirl|paradox","modifiers=paradox;stack_depth=1"
"Blurry Symposium Whirling XBD Rake","blurry-symposium-whirling-xbd-rake","footbagmoves","D","symposium|whirl-swirl|blurry-furious|dragon-rake","doctrine_tokens=blurry"
"Butterfly Swirl (same side)","butterfly-swirl-same-side","footbagmoves","A","whirl-swirl","paren_kind=directional-qualifier;stack_depth=0"
"Butterflying Symposium Reverse Swirling Toe","butterflying-symposium-reverse-swirling-toe","footbagmoves","A","symposium|whirl-swirl","modifiers=symposium;stack_depth=2"
"Diving Whirl","diving-whirl","footbagmoves","A","whirl-swirl","stack_depth=0"
"Double Reverse Swirl","double-reverse-swirl","footbagmoves","A","whirl-swirl","stack_depth=2"
"Double Swirl","double-swirl","footbagmoves","A","whirl-swirl","stack_depth=1"
"Double Swirl Dragon","double-swirl-dragon","footbagmoves","A","whirl-swirl|dragon-rake","stack_depth=1"
"Double Whirl","double-whirl","footbagmoves","A","whirl-swirl","stack_depth=1"
"Drifter Swirl","drifter-swirl","footbagmoves","A","whirl-swirl","stack_depth=0"
"Ducking Paradox Symposium Whirl","ducking-paradox-symposium-whirl","footbagmoves","C","ducking|symposium|whirl-swirl|paradox","stack_depth=3;modifiers=ducking|paradox|symposium"
"Ducking Paradox Whirl","ducking-paradox-whirl","footbagmoves","A","ducking|whirl-swirl|paradox","modifiers=ducking|paradox;stack_depth=2"
"Fairy Whirl (same side)","fairy-whirl-same-side","footbagmoves","A","fairy|whirl-swirl","paren_kind=directional-qualifier;modifiers=fairy;stack_depth=1"
"Far Whirling Bent Symposium Swirling Osis","far-whirling-bent-symposium-swirling-osis","footbagmoves","C","symposium|whirl-swirl","stack_depth=3;modifiers=symposium|whirling;directionals=far"
"Furious Whirl","furious-whirl","footbagmoves","D","whirl-swirl|blurry-furious","doctrine_tokens=furious"
"Gyro Butterfly Swirl","gyro-butterfly-swirl","footbagmoves","A","gyro-spyro|whirl-swirl","modifiers=gyro;stack_depth=1"
"Hopover Swirl Dragon","hopover-swirl-dragon","footbagmoves","A","whirl-swirl|eclipse-hop-over|dragon-rake","stack_depth=0"
"Nuclear ss Whirl","nuclear-ss-whirl","footbagmoves","D","whirl-swirl|blurry-furious","doctrine_tokens=nuclear"
"Phasing ss Swirl","phasing-ss-swirl","footbagmoves","A","whirl-swirl","stack_depth=1"
"Pixie Quantum Double Over Down Swirl","pixie-quantum-double-over-down-swirl","footbagmoves","C","pixie|quantum|whirl-swirl|dlo-double-down","stack_depth=3;modifiers=pixie|quantum;directionals=double"
"Pixie Spinning Paradox Symposium Whirl","pixie-spinning-paradox-symposium-whirl","footbagmoves","C","pixie|symposium|spinning|whirl-swirl|paradox","stack_depth=4;modifiers=paradox|pixie|spinning|symposium"
"Pixie Spinning Paradox Whirl","pixie-spinning-paradox-whirl","footbagmoves","C","pixie|spinning|whirl-swirl|paradox","stack_depth=3;modifiers=paradox|pixie|spinning"
"Pixie Symposium Whirling Swirl","pixie-symposium-whirling-swirl","footbagmoves","C","pixie|symposium|whirl-swirl","stack_depth=3;modifiers=pixie|symposium|whirling"
"Pixie Whirl (same side)","pixie-whirl-same-side","footbagmoves","A","pixie|whirl-swirl","paren_kind=directional-qualifier;modifiers=pixie;stack_depth=1"
"Quantum Ducking Whirl","quantum-ducking-whirl","footbagmoves","A","ducking|quantum|whirl-swirl","modifiers=ducking|quantum;stack_depth=2"
"Reverse Swirl Dragon","reverse-swirl-dragon","footbagmoves","A","whirl-swirl|dragon-rake","stack_depth=1"
"Reverse Swirling Pickup","reverse-swirling-pickup","footbagmoves","A","whirl-swirl","stack_depth=1"
"Reverse Whirl (same side)","reverse-whirl-same-side","footbagmoves","A","whirl-swirl","paren_kind=directional-qualifier;stack_depth=1"
"Sailing Whirl","sailing-whirl","footbagmoves","A","whirl-swirl","stack_depth=0"
"Spinning Ducking Paradox Symposium Whirl","spinning-ducking-paradox-symposium-whirl","footbagmoves","C","ducking|symposium|spinning|whirl-swirl|paradox","stack_depth=4;modifiers=ducking|paradox|spinning|symposium"
"Spinning Ducking Paradox Whirl","spinning-ducking-paradox-whirl","footbagmoves","C","ducking|spinning|whirl-swirl|paradox","stack_depth=3;modifiers=ducking|paradox|spinning"
"Spinning Paradox Symposium Whirl","spinning-paradox-symposium-whirl","footbagmoves","C","symposium|spinning|whirl-swirl|paradox","stack_depth=3;modifiers=paradox|spinning|symposium"
"Spinning Paradox Symposium Whirling Swirl","spinning-paradox-symposium-whirling-swirl","footbagmoves","C","symposium|spinning|whirl-swirl|paradox","stack_depth=4;modifiers=paradox|spinning|symposium|whirling"
"Spyro Diving Symposium Whirl","spyro-diving-symposium-whirl","footbagmoves","A","symposium|gyro-spyro|whirl-swirl","modifiers=spyro|symposium;stack_depth=2"
"Stepping Butterfly Swirl","stepping-butterfly-swirl","footbagmoves","A","stepping|whirl-swirl","modifiers=stepping;stack_depth=1"
"Stepping Ducking Far Butterfly Swirl","stepping-ducking-far-butterfly-swirl","footbagmoves","C","ducking|stepping|whirl-swirl","stack_depth=3;modifiers=ducking|stepping;directionals=far"
"Stepping Far Butterfly Swirl","stepping-far-butterfly-swirl","footbagmoves|passback","A","stepping|whirl-swirl","modifiers=stepping;stack_depth=2"
"Surging Ducking Paradox Symposium Whirling Rake","surging-ducking-paradox-symposium-whirling-rake","footbagmoves","C","ducking|symposium|whirl-swirl|dragon-rake|paradox","stack_depth=5;modifiers=ducking|paradox|surging|symposium|whirling"
"Surging Paradox Whirl","surging-paradox-whirl","footbagmoves","A","whirl-swirl|paradox","modifiers=paradox|surging;stack_depth=2"
"Surging Symposium Reverse Whirl","surging-symposium-reverse-whirl","footbagmoves","C","symposium|whirl-swirl","stack_depth=3;modifiers=surging|symposium;directionals=reverse"
"Swirl Dragon","swirl-dragon","footbagmoves","A","whirl-swirl|dragon-rake","stack_depth=0"
"Swirling Reverse Swirl","swirling-reverse-swirl","footbagmoves","A","whirl-swirl","stack_depth=1"
"Symp Whirl (same side)","symp-whirl-same-side","footbagmoves","A","whirl-swirl","paren_kind=directional-qualifier;stack_depth=0"
"Symple Reverse Swirl (same side)","symple-reverse-swirl-same-side","footbagmoves","A","whirl-swirl","paren_kind=directional-qualifier;stack_depth=1"
"Symple Swirl (same side)","symple-swirl-same-side","footbagmoves","A","whirl-swirl","paren_kind=directional-qualifier;stack_depth=0"
"Symposium Reverse Whirling Swirl","symposium-reverse-whirling-swirl","footbagmoves","C","symposium|whirl-swirl","stack_depth=3;modifiers=symposium|whirling;directionals=reverse"
"Symposium Whirling Flapper","symposium-whirling-flapper","footbagmoves","A","symposium|whirl-swirl","modifiers=symposium|whirling;stack_depth=2"
"Whirl (same side)","whirl-same-side","footbagmoves","A","whirl-swirl","paren_kind=directional-qualifier;stack_depth=0"
"Whirling Gyro Mirage","whirling-gyro-mirage","footbagmoves","A","gyro-spyro|whirl-swirl","modifiers=gyro|whirling;stack_depth=2"
"Whirling Osis","whirling-osis","footbagmoves|passback","A","whirl-swirl","modifiers=whirling;stack_depth=1"
"Whirling Reverse Whirl","whirling-reverse-whirl","footbagmoves","A","whirl-swirl","modifiers=whirling;stack_depth=2"
"(clipper reverse whirl spinning)","clipper-reverse-whirl-spinning","fborg","E","spinning|whirl-swirl","match=parenthetical-only-row"
"Blistering (Whirling Gyro)","blistering-whirling-gyro","fborg","B","gyro-spyro|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Blurry Symposium Whirl (Stepping Paradox Symposium Whirl)","blurry-symposium-whirl-stepping-paradox-symposium-whirl","fborg","D","stepping|symposium|whirl-swirl|blurry-furious|paradox","doctrine_tokens=blurry"
"Blurry Whirl (Stepping Paradox Whirl)","blurry-whirl-stepping-paradox-whirl","fborg","D","stepping|whirl-swirl|blurry-furious|paradox","doctrine_tokens=blurry"
"Blurry Whirling Swirl (Stepping Paradox Whirling Swirl)","blurry-whirling-swirl-stepping-paradox-whirling-swirl","fborg","D","stepping|whirl-swirl|blurry-furious|paradox","doctrine_tokens=blurry"
"Broken (clipper reverse whirl)","broken-clipper-reverse-whirl","fborg","B","whirl-swirl","match=folk-name-with-parenthetical-reading"
"Paratoxic (Paradox Miraging Symposium Whirl)","paratoxic-paradox-miraging-symposium-whirl","fborg","B","symposium|whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Pogo (Symposium Whirling)","pogo-symposium-whirling","fborg","D","symposium|whirl-swirl|pogo","doctrine_tokens=pogo"
"Pogo Paradox Whirling Swirl (Pogo Op Whirling Swirl)","pogo-paradox-whirling-swirl-pogo-op-whirling-swirl","fborg","D","whirl-swirl|pogo|paradox","doctrine_tokens=pogo"
"PS Whirl (Paradox Symposium Whirl)","ps-whirl-paradox-symposium-whirl","fborg","B","symposium|whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Ripstein (Double Swirl)","ripstein-double-swirl","fborg","B","whirl-swirl","match=folk-name-with-parenthetical-reading"
"Scattered (Reverse Whirling)","scattered-reverse-whirling","fborg","B","whirl-swirl","match=folk-name-with-parenthetical-reading"
"Shattered (Reverse Whirling)","shattered-reverse-whirling","fborg","B","whirl-swirl","match=folk-name-with-parenthetical-reading"
"Snapping (Dragon set Swirling)","snapping-dragon-set-swirling","fborg","B","whirl-swirl|dragon-rake","match=folk-name-with-parenthetical-reading"
"Spyro Gyro (Gyro Butterfly Swirl)","spyro-gyro-gyro-butterfly-swirl","fborg","B","gyro-spyro|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Surgery (Surging Symposium Reverse Whirl)","surgery-surging-symposium-reverse-whirl","fborg","B","symposium|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Surreal (Surging Paradox Whirl)","surreal-surging-paradox-whirl","fborg","B","whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Swirling","swirling","fborg","A","whirl-swirl","stack_depth=0"
"Symposium Tomahawk (Ducking Paradox Symposium Whirl)","symposium-tomahawk-ducking-paradox-symposium-whirl","fborg","B","ducking|symposium|whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Tomahawk (Ducking Paradox Whirl)","tomahawk-ducking-paradox-whirl","fborg","B","ducking|whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Twisted (Dragon set Swirling Paradox)","twisted-dragon-set-swirling-paradox","fborg","B","whirl-swirl|dragon-rake|paradox","match=folk-name-with-parenthetical-reading"
"Whirl/swirl","whirl-swirl","fborg","B","whirl-swirl","match=slash-alt-pair"
"Whirling","whirling","fborg","A","whirl-swirl","modifiers=whirling;stack_depth=1"
"Whirlwind (Spinning Paradox Symposium Whirl)","whirlwind-spinning-paradox-symposium-whirl","fborg","B","symposium|spinning|whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Alpine Spinning Whirl","alpine-spinning-whirl","passback","A","spinning|whirl-swirl","modifiers=spinning;stack_depth=2"
"Atomic far Symp. Whirl","atomic-far-symp-whirl","passback","A","symposium|atomic|whirl-swirl","modifiers=atomic;stack_depth=2"
"Atomic far Whirl","atomic-far-whirl","passback","A","atomic|whirl-swirl","modifiers=atomic;stack_depth=2"
"Barraging far Whirl","barraging-far-whirl","passback","A","whirl-swirl","modifiers=barraging;stack_depth=2"
"Calf Stall w/ leg in ""Whirl"" position","calf-stall-w-leg-in-whirl-position","passback","B","whirl-swirl","match=slash-alt-pair"
"Cardinal Swirl, Tripstein","cardinal-swirl-tripstein","passback","A","whirl-swirl","stack_depth=0"
"Clipper Diving near Whirl","clipper-diving-near-whirl","passback","A","whirl-swirl","stack_depth=1"
"Clipper Ducking far Symp. Whirl","clipper-ducking-far-symp-whirl","passback","A","ducking|symposium|whirl-swirl","modifiers=ducking;stack_depth=2"
"Clipper Ducking far Whirl","clipper-ducking-far-whirl","passback","A","ducking|whirl-swirl","modifiers=ducking;stack_depth=2"
"Clipper far Symp Whirl","clipper-far-symp-whirl","passback","A","whirl-swirl","stack_depth=1"
"double-dex Swirl","double-dex-swirl","passback","A","whirl-swirl","stack_depth=1"
"double-dex Whirl","double-dex-whirl","passback","A","whirl-swirl","stack_depth=1"
"Fairy near Swirling near Swirl","fairy-near-swirling-near-swirl","passback","A","fairy|whirl-swirl","modifiers=fairy;stack_depth=2"
"Frantic far Double Down Swirl","frantic-far-double-down-swirl","passback","A","whirl-swirl|dlo-double-down","stack_depth=2"
"Miraging far Symp. Whirl","miraging-far-symp-whirl","passback","A","symposium|whirl-swirl","modifiers=miraging;stack_depth=2"
"Pdx Symp Whirl","pdx-symp-whirl","passback","A","whirl-swirl","stack_depth=0"
"Phasing near Swirl","phasing-near-swirl","passback","A","whirl-swirl","stack_depth=1"
"Rev. Swirl","rev-swirl","passback","A","whirl-swirl","stack_depth=0"
"Rev. Whirl","rev-whirl","passback","A","whirl-swirl","stack_depth=0"
"Ripwalk Swirl","ripwalk-swirl","passback","A","whirl-swirl","stack_depth=0"
"Sidewalk Swirl","sidewalk-swirl","passback","A","whirl-swirl","stack_depth=0"
"Spinning Diving near Symp. Whirl","spinning-diving-near-symp-whirl","passback","A","symposium|spinning|whirl-swirl","modifiers=spinning;stack_depth=2"
"Spinning Ducking far Symp. Whirl","spinning-ducking-far-symp-whirl","passback","C","ducking|symposium|spinning|whirl-swirl","stack_depth=3;modifiers=ducking|spinning;directionals=far"
"Spinning Ducking far Whirl","spinning-ducking-far-whirl","passback","C","ducking|spinning|whirl-swirl","stack_depth=3;modifiers=ducking|spinning;directionals=far"
"Spinning far Symp. Whirl","spinning-far-symp-whirl","passback","A","symposium|spinning|whirl-swirl","modifiers=spinning;stack_depth=2"
"Spinning far Symp. Whirling Swirl","spinning-far-symp-whirling-swirl","passback","C","symposium|spinning|whirl-swirl","stack_depth=3;modifiers=spinning|whirling;directionals=far"
"Stepping far Swirl","stepping-far-swirl","passback","A","stepping|whirl-swirl","modifiers=stepping;stack_depth=2"
"Stepping far Symp. Whirl","stepping-far-symp-whirl","passback","A","stepping|symposium|whirl-swirl","modifiers=stepping;stack_depth=2"
"Stepping near Butterfly Swirl","stepping-near-butterfly-swirl","passback","A","stepping|whirl-swirl","modifiers=stepping;stack_depth=2"
"Surging far Whirl","surging-far-whirl","passback","A","whirl-swirl","modifiers=surging;stack_depth=2"
"Swirling Gyro Inside Stall","swirling-gyro-inside-stall","passback","A","gyro-spyro|whirl-swirl","modifiers=gyro;stack_depth=1"
"Swirling near Swirl","swirling-near-swirl","passback","A","whirl-swirl","stack_depth=1"
"Symp. Butterfly Swirl","symp-butterfly-swirl","passback","A","symposium|whirl-swirl","stack_depth=0"
"Symp. Swirling Gyro Inside","symp-swirling-gyro-inside","passback","A","symposium|gyro-spyro|whirl-swirl","modifiers=gyro;stack_depth=1"
"Symp. Whirling far Mirage","symp-whirling-far-mirage","passback","A","symposium|whirl-swirl","modifiers=whirling;stack_depth=2"
"Terrawhirl","terrawhirl","passback","A","whirl-swirl","stack_depth=0"
"Toe ss Symp Swirl","toe-ss-symp-swirl","passback","A","whirl-swirl","stack_depth=1"
"triple-dex Swirl","triple-dex-swirl","passback","A","whirl-swirl","stack_depth=1"
"Whirling far Mirage","whirling-far-mirage","passback","A","whirl-swirl","modifiers=whirling;stack_depth=2"
"Whirling far Whirl","whirling-far-whirl","passback","A","whirl-swirl","modifiers=whirling;stack_depth=2"
"Whirling near Whip","whirling-near-whip","passback","A","whirl-swirl","modifiers=whirling;stack_depth=2"
"Whirlwind Swirl","whirlwind-swirl","passback","A","whirl-swirl","stack_depth=0"
"Arctic Whirl","arctic-whirl","stanford","A","whirl-swirl","stack_depth=0"
"Atomic Butterfly Swirl (Leg Beater Swirl)","atomic-butterfly-swirl-leg-beater-swirl","stanford","B","atomic|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Atomic Ducking Whirl (Ego) (Tamboura)","atomic-ducking-whirl-ego-tamboura","stanford","A","ducking|atomic|whirl-swirl","modifiers=atomic|ducking;stack_depth=2"
"Atomic Gyro Symposium Whirl (Crossfire)","atomic-gyro-symposium-whirl-crossfire","stanford","B","symposium|gyro-spyro|atomic|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Atomic Reverse Swirl","atomic-reverse-swirl","stanford","A","atomic|whirl-swirl","modifiers=atomic;stack_depth=2"
"Atomic Swirl","atomic-swirl","stanford","A","atomic|whirl-swirl","modifiers=atomic;stack_depth=1"
"Atomic Symposium Whirl (Gary Coleman)","atomic-symposium-whirl-gary-coleman","stanford","B","symposium|atomic|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Atomic Whirl (Reactor)","atomic-whirl-reactor","stanford","B","atomic|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Barfly Reverse Swirl","barfly-reverse-swirl","stanford","A","whirl-swirl","stack_depth=1"
"Blazing Whirl (Whirl Walk)","blazing-whirl-whirl-walk","stanford","B","whirl-swirl","match=folk-name-with-parenthetical-reading"
"Blistering Whirl (Whirling Gyro Whirl)","blistering-whirl-whirling-gyro-whirl","stanford","B","gyro-spyro|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Blurry Barfly Swirl (Blurriest Swirl)","blurry-barfly-swirl-blurriest-swirl","stanford","D","whirl-swirl|blurry-furious","doctrine_tokens=blurriest|blurry"
"Blurry Butterfly Swirl (Riptide)","blurry-butterfly-swirl-riptide","stanford","D","whirl-swirl|blurry-furious","doctrine_tokens=blurry"
"Blurry Ducking Butterfly Swirl (Cyborg)","blurry-ducking-butterfly-swirl-cyborg","stanford","D","ducking|whirl-swirl|blurry-furious","doctrine_tokens=blurry"
"Blurry Ducking PS Whirl","blurry-ducking-ps-whirl","stanford","D","ducking|whirl-swirl|blurry-furious","doctrine_tokens=blurry"
"Blurry PS Whirling XBD Rake (Warlock) (Sasquatch)","blurry-ps-whirling-xbd-rake-warlock-sasquatch","stanford","D","whirl-swirl|blurry-furious|dragon-rake","doctrine_tokens=blurry"
"Blurry Reverse Whirl","blurry-reverse-whirl","stanford","D","whirl-swirl|blurry-furious","doctrine_tokens=blurry"
"Blurry Symposium Reverse Whirl","blurry-symposium-reverse-whirl","stanford","D","symposium|whirl-swirl|blurry-furious","doctrine_tokens=blurry"
"Blurry Symposium Whirl (Whirlygig)","blurry-symposium-whirl-whirlygig","stanford","D","symposium|whirl-swirl|blurry-furious","doctrine_tokens=blurry"
"Butterfly Reverse Swirl","butterfly-reverse-swirl","stanford","A","whirl-swirl","stack_depth=1"
"Da Da Curve Swirl","da-da-curve-swirl","stanford","A","whirl-swirl","stack_depth=0"
"Diving Reverse Swirl","diving-reverse-swirl","stanford","A","whirl-swirl","stack_depth=1"
"Diving Swirl","diving-swirl","stanford","A","whirl-swirl","stack_depth=0"
"Diving Symposium Whirl (Symposium Hatchet)","diving-symposium-whirl-symposium-hatchet","stanford","B","symposium|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Diving Whirl (Hatchet)","diving-whirl-hatchet","stanford","B","whirl-swirl","match=folk-name-with-parenthetical-reading"
"DOD Reverse Swirl","dod-reverse-swirl","stanford","A","whirl-swirl","stack_depth=1"
"DOD Swirl","dod-swirl","stanford","A","whirl-swirl","stack_depth=0"
"Double Reverse Swirl (Revstein)","double-reverse-swirl-revstein","stanford","B","whirl-swirl","match=folk-name-with-parenthetical-reading"
"Double Spinning Whirl","double-spinning-whirl","stanford","A","spinning|whirl-swirl","modifiers=spinning;stack_depth=2"
"Double Swirl (Ripstein)","double-swirl-ripstein","stanford","B","whirl-swirl","match=folk-name-with-parenthetical-reading"
"Double Swirling Dragon (Dragon Stein)","double-swirling-dragon-dragon-stein","stanford","B","whirl-swirl|dragon-rake","match=folk-name-with-parenthetical-reading"
"Double Whirl (Whirr)","double-whirl-whirr","stanford","B","whirl-swirl","match=folk-name-with-parenthetical-reading"
"Double Whirling Swirl (Whirring Swirl)","double-whirling-swirl-whirring-swirl","stanford","B","whirl-swirl","match=folk-name-with-parenthetical-reading"
"Ducking Butterfly Swirl","ducking-butterfly-swirl","stanford","A","ducking|whirl-swirl","modifiers=ducking;stack_depth=1"
"Ducking Far Symposium Reverse Whirl","ducking-far-symposium-reverse-whirl","stanford","C","ducking|symposium|whirl-swirl","stack_depth=4;modifiers=ducking|symposium;directionals=far|reverse"
"Ducking Paradox Whirl (Tomahawk)","ducking-paradox-whirl-tomahawk","stanford","B","ducking|whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Ducking PS Whirl (Mullet)","ducking-ps-whirl-mullet","stanford","B","ducking|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Fairy Butterfly Swirl","fairy-butterfly-swirl","stanford","A","fairy|whirl-swirl","modifiers=fairy;stack_depth=1"
"Fairy Ducking Whirl","fairy-ducking-whirl","stanford","A","ducking|fairy|whirl-swirl","modifiers=ducking|fairy;stack_depth=2"
"Fairy Gyro Whirl","fairy-gyro-whirl","stanford","A","fairy|gyro-spyro|whirl-swirl","modifiers=fairy|gyro;stack_depth=2"
"Fairy Reverse Swirl","fairy-reverse-swirl","stanford","A","fairy|whirl-swirl","modifiers=fairy;stack_depth=2"
"Fairy Reverse Whirl","fairy-reverse-whirl","stanford","A","fairy|whirl-swirl","modifiers=fairy;stack_depth=2"
"Fairy ss Reverse Swirl","fairy-ss-reverse-swirl","stanford","C","fairy|whirl-swirl","stack_depth=3;modifiers=fairy;directionals=reverse|ss"
"Fairy ss Reverse Whirl","fairy-ss-reverse-whirl","stanford","C","fairy|whirl-swirl","stack_depth=3;modifiers=fairy;directionals=reverse|ss"
"Fairy ss Swirl","fairy-ss-swirl","stanford","A","fairy|whirl-swirl","modifiers=fairy;stack_depth=2"
"Fairy ss Symposium Whirl","fairy-ss-symposium-whirl","stanford","C","fairy|symposium|whirl-swirl","stack_depth=3;modifiers=fairy|symposium;directionals=ss"
"Fairy ss Whirl","fairy-ss-whirl","stanford","A","fairy|whirl-swirl","modifiers=fairy;stack_depth=2"
"Fairy Swirl","fairy-swirl","stanford","A","fairy|whirl-swirl","modifiers=fairy;stack_depth=1"
"Fairy Symposium Whirl","fairy-symposium-whirl","stanford","A","fairy|symposium|whirl-swirl","modifiers=fairy|symposium;stack_depth=2"
"Fairy Whirl (Feral)","fairy-whirl-feral","stanford","B","fairy|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Far Reverse Swirl","far-reverse-swirl","stanford","A","whirl-swirl","stack_depth=2"
"Far Swirl","far-swirl","stanford","A","whirl-swirl","stack_depth=1"
"Far Symposium Reverse Whirl","far-symposium-reverse-whirl","stanford","C","symposium|whirl-swirl","stack_depth=3;modifiers=symposium;directionals=far|reverse"
"Flailing ss Symposium Reverse Whirl (Gromitron)","flailing-ss-symposium-reverse-whirl-gromitron","stanford","B","symposium|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Flailing ss Symposium Whirl","flailing-ss-symposium-whirl","stanford","A","symposium|whirl-swirl","modifiers=symposium;stack_depth=2"
