"name","slug","sources","category","ecosystems","signal_trace"
"Spinning Ducking Paradox Drifter","spinning-ducking-paradox-drifter","footbagmoves","C","ducking|spinning|paradox","stack_depth=3;modifiers=ducking|paradox|spinning"
"Spinning Ducking Paradox Symposium Mirage","spinning-ducking-paradox-symposium-mirage","footbagmoves","C","ducking|symposium|spinning|paradox","stack_depth=4;modifiers=ducking|paradox|spinning|symposium"
"Spinning Ducking Paradox Symposium Whirl","spinning-ducking-paradox-symposium-whirl","footbagmoves","C","ducking|symposium|spinning|whirl-swirl|paradox","stack_depth=4;modifiers=ducking|paradox|spinning|symposium"
"Spinning Ducking Paradox Whirl","spinning-ducking-paradox-whirl","footbagmoves","C","ducking|spinning|whirl-swirl|paradox","stack_depth=3;modifiers=ducking|paradox|spinning"
"Spinning Paradox Miraging Symposium Torque","spinning-paradox-miraging-symposium-torque","footbagmoves","C","symposium|spinning|blender-torque|paradox","stack_depth=4;modifiers=miraging|paradox|spinning|symposium"
"Spinning Paradox Symposium Whirl","spinning-paradox-symposium-whirl","footbagmoves","C","symposium|spinning|whirl-swirl|paradox","stack_depth=3;modifiers=paradox|spinning|symposium"
"Spinning Paradox Symposium Whirling Swirl","spinning-paradox-symposium-whirling-swirl","footbagmoves","C","symposium|spinning|whirl-swirl|paradox","stack_depth=4;modifiers=paradox|spinning|symposium|whirling"
"Spinning Paradox Torque","spinning-paradox-torque","footbagmoves","A","spinning|blender-torque|paradox","modifiers=paradox|spinning;stack_depth=2"
"Surging Ducking Paradox Symposium Whirling Rake","surging-ducking-paradox-symposium-whirling-rake","footbagmoves","C","ducking|symposium|whirl-swirl|dragon-rake|paradox","stack_depth=5;modifiers=ducking|paradox|surging|symposium|whirling"
"Surging Paradox Blender","surging-paradox-blender","footbagmoves","A","blender-torque|paradox","modifiers=paradox|surging;stack_depth=2"
"Surging Paradox Mirage","surging-paradox-mirage","footbagmoves","A","paradox","modifiers=paradox|surging;stack_depth=2"
"Surging Paradox Whirl","surging-paradox-whirl","footbagmoves","A","whirl-swirl|paradox","modifiers=paradox|surging;stack_depth=2"
"Avalanche (Stepping Ducking Paradox Illusion)","avalanche-stepping-ducking-paradox-illusion","fborg","B","ducking|stepping|paradox","match=folk-name-with-parenthetical-reading"
"Bedwetter (Stepping Paradox Eggbeater)","bedwetter-stepping-paradox-eggbeater","fborg","B","stepping|paradox","match=folk-name-with-parenthetical-reading"
"Blizzard (Stepping Paradox Illusion)","blizzard-stepping-paradox-illusion","fborg","B","stepping|paradox","match=folk-name-with-parenthetical-reading"
"Blur (Stepping Paradox Mirage)","blur-stepping-paradox-mirage","fborg","B","stepping|paradox","match=folk-name-with-parenthetical-reading"
"Blurrage (Stepping Paradox Barrage)","blurrage-stepping-paradox-barrage","fborg","D","stepping|paradox","doctrine_tokens=blurrage"
"Blurry (Stepping Paradox)","blurry-stepping-paradox","fborg","D","stepping|blurry-furious|paradox","doctrine_tokens=blurry"
"Blurry Drifter (Stepping Paradox Drifter)","blurry-drifter-stepping-paradox-drifter","fborg","D","stepping|blurry-furious|paradox","doctrine_tokens=blurry"
"Blurry Symposium Whirl (Stepping Paradox Symposium Whirl)","blurry-symposium-whirl-stepping-paradox-symposium-whirl","fborg","D","stepping|symposium|whirl-swirl|blurry-furious|paradox","doctrine_tokens=blurry"
"Blurry Torque (Stepping Paradox Torque)","blurry-torque-stepping-paradox-torque","fborg","D","stepping|blender-torque|blurry-furious|paradox","doctrine_tokens=blurry"
"Blurry Whirl (Stepping Paradox Whirl)","blurry-whirl-stepping-paradox-whirl","fborg","D","stepping|whirl-swirl|blurry-furious|paradox","doctrine_tokens=blurry"
"Blurry Whirling Swirl (Stepping Paradox Whirling Swirl)","blurry-whirling-swirl-stepping-paradox-whirling-swirl","fborg","D","stepping|whirl-swirl|blurry-furious|paradox","doctrine_tokens=blurry"
"Fog (Stepping Paradox Double Leg Over)","fog-stepping-paradox-double-leg-over","fborg","B","stepping|paradox","match=folk-name-with-parenthetical-reading"
"Furious (Barraging Paradox Miraging)","furious-barraging-paradox-miraging","fborg","D","blurry-furious|paradox","doctrine_tokens=furious"
"Fury (Barraging Paradox Mirage)","fury-barraging-paradox-mirage","fborg","B","paradox","match=folk-name-with-parenthetical-reading"
"Gauntlet (Stepping Ducking Paradox Torque)","gauntlet-stepping-ducking-paradox-torque","fborg","B","ducking|stepping|blender-torque|paradox","match=folk-name-with-parenthetical-reading"
"Lotus (Spinning Paradox Drifter)","lotus-spinning-paradox-drifter","fborg","B","spinning|paradox","match=folk-name-with-parenthetical-reading"
"Marius (Spinning Paradox Torque)","marius-spinning-paradox-torque","fborg","B","spinning|blender-torque|paradox","match=folk-name-with-parenthetical-reading"
"Paradox High Plains Drifter (Paradox Double Drifter)","paradox-high-plains-drifter-paradox-double-drifter","fborg","B","paradox","match=folk-name-with-parenthetical-reading"
"Paratoxic (Paradox Miraging Symposium Whirl)","paratoxic-paradox-miraging-symposium-whirl","fborg","B","symposium|whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Pogo Paradox Blender (Pogo Op Blender)","pogo-paradox-blender-pogo-op-blender","fborg","D","blender-torque|pogo|paradox","doctrine_tokens=pogo"
"Pogo Paradox Da Da Curve (Pogo Op Da Da Curve)","pogo-paradox-da-da-curve-pogo-op-da-da-curve","fborg","D","pogo|paradox","doctrine_tokens=pogo"
"Pogo Paradox Torque (Pogo Op Torque)","pogo-paradox-torque-pogo-op-torque","fborg","D","blender-torque|pogo|paradox","doctrine_tokens=pogo"
"Pogo Paradox Whirling Swirl (Pogo Op Whirling Swirl)","pogo-paradox-whirling-swirl-pogo-op-whirling-swirl","fborg","D","whirl-swirl|pogo|paradox","doctrine_tokens=pogo"
"PS Whirl (Paradox Symposium Whirl)","ps-whirl-paradox-symposium-whirl","fborg","B","symposium|whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Royale (Paradox Reverse Drifter)","royale-paradox-reverse-drifter","fborg","B","paradox","match=folk-name-with-parenthetical-reading"
"Shooting (Stepping Paradox Illusion)","shooting-stepping-paradox-illusion","fborg","D","stepping|shooting|paradox","doctrine_tokens=shooting"
"Spike Hammer (Stepping Ducking Paradox Mirage)","spike-hammer-stepping-ducking-paradox-mirage","fborg","B","ducking|stepping|paradox","match=folk-name-with-parenthetical-reading"
"Surge (Surging Paradox Mirage)","surge-surging-paradox-mirage","fborg","B","paradox","match=folk-name-with-parenthetical-reading"
"Surreal (Surging Paradox Whirl)","surreal-surging-paradox-whirl","fborg","B","whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Symposium Tomahawk (Ducking Paradox Symposium Whirl)","symposium-tomahawk-ducking-paradox-symposium-whirl","fborg","B","ducking|symposium|whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Tomahawk (Ducking Paradox Whirl)","tomahawk-ducking-paradox-whirl","fborg","B","ducking|whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Twisted (Dragon set Swirling Paradox)","twisted-dragon-set-swirling-paradox","fborg","B","whirl-swirl|dragon-rake|paradox","match=folk-name-with-parenthetical-reading"
"Voodoo (Paradox Symposium Blur)","voodoo-paradox-symposium-blur","fborg","B","symposium|paradox","match=folk-name-with-parenthetical-reading"
"Whirlwind (Spinning Paradox Symposium Whirl)","whirlwind-spinning-paradox-symposium-whirl","fborg","B","symposium|spinning|whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Ducking Paradox Blender (Mind Bender)","ducking-paradox-blender-mind-bender","stanford","B","ducking|blender-torque|paradox","match=folk-name-with-parenthetical-reading"
"Ducking Paradox Drifter (Vertigo)","ducking-paradox-drifter-vertigo","stanford","B","ducking|paradox","match=folk-name-with-parenthetical-reading"
"Ducking Paradox Flail","ducking-paradox-flail","stanford","A","ducking|paradox","modifiers=ducking|paradox;stack_depth=2"
"Ducking Paradox Mirage","ducking-paradox-mirage","stanford","A","ducking|paradox","modifiers=ducking|paradox;stack_depth=2"
"Ducking Paradox Whirl (Tomahawk)","ducking-paradox-whirl-tomahawk","stanford","B","ducking|whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Nuclear Osis (Nucleosis) (Aeon Flux) (Paradox Flux)","nuclear-osis-nucleosis-aeon-flux-paradox-flux","stanford","D","blurry-furious|paradox","doctrine_tokens=nuclear"
"Paradox Delusion","paradox-delusion","stanford","A","paradox","modifiers=paradox;stack_depth=1"
"Paradox DLO","paradox-dlo","stanford","A","dlo-double-down|paradox","modifiers=paradox;stack_depth=1"
"Paradox Dragster","paradox-dragster","stanford","A","paradox","modifiers=paradox;stack_depth=1"
"Paradox Drifter XBD Rake (Snowflake)","paradox-drifter-xbd-rake-snowflake","stanford","B","dragon-rake|paradox","match=folk-name-with-parenthetical-reading"
"Paradox Eggbeater","paradox-eggbeater","stanford","A","paradox","modifiers=paradox;stack_depth=1"
"Paradox Flail","paradox-flail","stanford","A","paradox","modifiers=paradox;stack_depth=1"
"Paradox Flurry","paradox-flurry","stanford","A","paradox","modifiers=paradox;stack_depth=1"
"Paradox Grifter (Royale)","paradox-grifter-royale","stanford","B","paradox","match=folk-name-with-parenthetical-reading"
"Paradox Miraging Symposium Eggbeater (Armageddon)","paradox-miraging-symposium-eggbeater-armageddon","stanford","B","symposium|paradox","match=folk-name-with-parenthetical-reading"
"Paradox Miraging Symposium Mirage (Voodoo)","paradox-miraging-symposium-mirage-voodoo","stanford","B","symposium|paradox","match=folk-name-with-parenthetical-reading"
"Paradox Swifter","paradox-swifter","stanford","A","paradox","modifiers=paradox;stack_depth=1"
"Paradox Symposium Eggbeater (PS Eggbeater)","paradox-symposium-eggbeater-ps-eggbeater","stanford","B","symposium|paradox","match=folk-name-with-parenthetical-reading"
"Paradox Symposium Mirage (PS Mirage)","paradox-symposium-mirage-ps-mirage","stanford","B","symposium|paradox","match=folk-name-with-parenthetical-reading"
"Paradox Symposium Torque (PS Torque)","paradox-symposium-torque-ps-torque","stanford","B","symposium|blender-torque|paradox","match=folk-name-with-parenthetical-reading"
"Paradox Symposium Whirl (PS Whirl)","paradox-symposium-whirl-ps-whirl","stanford","B","symposium|whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Quasi Butterfly (Paradox Ripwalk)","quasi-butterfly-paradox-ripwalk","stanford","B","paradox","match=folk-name-with-parenthetical-reading"
"Quasi Illusion (Paradox Blizzard)","quasi-illusion-paradox-blizzard","stanford","B","paradox","match=folk-name-with-parenthetical-reading"
"Quasi Mirage (Paradox Blur)","quasi-mirage-paradox-blur","stanford","B","paradox","match=folk-name-with-parenthetical-reading"
"Reverse Swirling Paradox Torque","reverse-swirling-paradox-torque","stanford","A","whirl-swirl|blender-torque|paradox","modifiers=paradox;stack_depth=2"
"Splicing Paradox Mirage","splicing-paradox-mirage","stanford","A","paradox","modifiers=paradox;stack_depth=1"
"Swirling Paradox Mirage","swirling-paradox-mirage","stanford","A","whirl-swirl|paradox","modifiers=paradox;stack_depth=1"
"Zulu Paradox Drifter","zulu-paradox-drifter","stanford","A","paradox","modifiers=paradox;stack_depth=1"
"Zulu Paradox Mirage","zulu-paradox-mirage","stanford","A","paradox","modifiers=paradox;stack_depth=1"
"Zulu Paradox Whirl","zulu-paradox-whirl","stanford","A","whirl-swirl|paradox","modifiers=paradox;stack_depth=1"
