"name","slug","sources","category","ecosystems","signal_trace"
"Stepping Whirling Swirl","stepping-whirling-swirl","fborg","A","stepping|whirl-swirl","modifiers=stepping|whirling;stack_depth=2"
"Dragon set Stepping op Firewalk","dragon-set-stepping-op-firewalk","footbagmoves","A","stepping|dragon-rake","modifiers=stepping;stack_depth=2"
"Stepping Barfly","stepping-barfly","footbagmoves","A","stepping","modifiers=stepping;stack_depth=1"
"Stepping Butterfly (same side)","stepping-butterfly-same-side","footbagmoves","A","stepping","paren_kind=directional-qualifier;modifiers=stepping;stack_depth=1"
"Stepping Butterfly Swirl","stepping-butterfly-swirl","footbagmoves","A","stepping|whirl-swirl","modifiers=stepping;stack_depth=1"
"Stepping Diving Butterfly","stepping-diving-butterfly","footbagmoves","A","stepping","modifiers=stepping;stack_depth=1"
"Stepping Diving Double Legover","stepping-diving-double-legover","footbagmoves","A","stepping","modifiers=stepping;stack_depth=2"
"Stepping Double Legover","stepping-double-legover","footbagmoves","A","stepping","modifiers=stepping;stack_depth=2"
"Stepping Double Over Down","stepping-double-over-down","footbagmoves","A","stepping|dlo-double-down","modifiers=stepping;stack_depth=2"
"Stepping Drifter (same side)","stepping-drifter-same-side","footbagmoves","A","stepping","paren_kind=directional-qualifier;modifiers=stepping;stack_depth=1"
"Stepping Ducking Far Butterfly","stepping-ducking-far-butterfly","footbagmoves","C","ducking|stepping","stack_depth=3;modifiers=ducking|stepping;directionals=far"
"Stepping Ducking Far Butterfly Swirl","stepping-ducking-far-butterfly-swirl","footbagmoves","C","ducking|stepping|whirl-swirl","stack_depth=3;modifiers=ducking|stepping;directionals=far"
"Stepping Ducking Far Double Over Down","stepping-ducking-far-double-over-down","footbagmoves","C","ducking|stepping|dlo-double-down","stack_depth=4;modifiers=ducking|stepping;directionals=double|far"
"Stepping Ducking Far Motion","stepping-ducking-far-motion","footbagmoves","C","ducking|stepping","stack_depth=3;modifiers=ducking|stepping;directionals=far"
"Stepping Ducking Pdx Illusion","stepping-ducking-pdx-illusion","footbagmoves","A","ducking|stepping","modifiers=ducking|stepping;stack_depth=2"
"Stepping Eggbeater (same side)","stepping-eggbeater-same-side","footbagmoves","A","stepping","paren_kind=directional-qualifier;modifiers=stepping;stack_depth=1"
"Stepping Far Butterfly","stepping-far-butterfly","footbagmoves|passback","A","stepping","modifiers=stepping;stack_depth=2"
"Stepping Far Butterfly Swirl","stepping-far-butterfly-swirl","footbagmoves|passback","A","stepping|whirl-swirl","modifiers=stepping;stack_depth=2"
"Stepping Far Dyno","stepping-far-dyno","footbagmoves|passback","A","stepping","modifiers=stepping;stack_depth=2"
"Stepping Far Motion","stepping-far-motion","footbagmoves|passback","A","stepping","modifiers=stepping;stack_depth=2"
"Stepping Osis (same side)","stepping-osis-same-side","footbagmoves","A","stepping","paren_kind=directional-qualifier;modifiers=stepping;stack_depth=1"
"Stepping Pickup (same side)","stepping-pickup-same-side","footbagmoves","A","stepping","paren_kind=directional-qualifier;modifiers=stepping;stack_depth=1"
"Stepping Superfly","stepping-superfly","footbagmoves","A","stepping","modifiers=stepping;stack_depth=1"
"Stepping Torque","stepping-torque","footbagmoves","A","stepping|blender-torque","modifiers=stepping;stack_depth=1"
"Zipper Stepping Op Butterfly Zipper","zipper-stepping-op-butterfly-zipper","footbagmoves","A","stepping","modifiers=stepping;stack_depth=2"
"Avalanche (Stepping Ducking Paradox Illusion)","avalanche-stepping-ducking-paradox-illusion","fborg","B","ducking|stepping|paradox","match=folk-name-with-parenthetical-reading"
"Barraging (High Stepping)","barraging-high-stepping","fborg","B","stepping","match=folk-name-with-parenthetical-reading"
"Bedwetter (Stepping Paradox Eggbeater)","bedwetter-stepping-paradox-eggbeater","fborg","B","stepping|paradox","match=folk-name-with-parenthetical-reading"
"Blizzard (Stepping Paradox Illusion)","blizzard-stepping-paradox-illusion","fborg","B","stepping|paradox","match=folk-name-with-parenthetical-reading"
"Blur (Stepping Paradox Mirage)","blur-stepping-paradox-mirage","fborg","B","stepping|paradox","match=folk-name-with-parenthetical-reading"
"Blurrage (Stepping Paradox Barrage)","blurrage-stepping-paradox-barrage","fborg","D","stepping|paradox","doctrine_tokens=blurrage"
"Blurrier (Stepping Down Double Down)","blurrier-stepping-down-double-down","fborg","D","stepping|dlo-double-down","doctrine_tokens=blurrier"
"Blurry (Stepping Paradox)","blurry-stepping-paradox","fborg","D","stepping|blurry-furious|paradox","doctrine_tokens=blurry"
"Blurry Drifter (Stepping Paradox Drifter)","blurry-drifter-stepping-paradox-drifter","fborg","D","stepping|blurry-furious|paradox","doctrine_tokens=blurry"
"Blurry Symposium Whirl (Stepping Paradox Symposium Whirl)","blurry-symposium-whirl-stepping-paradox-symposium-whirl","fborg","D","stepping|symposium|whirl-swirl|blurry-furious|paradox","doctrine_tokens=blurry"
"Blurry Torque (Stepping Paradox Torque)","blurry-torque-stepping-paradox-torque","fborg","D","stepping|blender-torque|blurry-furious|paradox","doctrine_tokens=blurry"
"Blurry Whirl (Stepping Paradox Whirl)","blurry-whirl-stepping-paradox-whirl","fborg","D","stepping|whirl-swirl|blurry-furious|paradox","doctrine_tokens=blurry"
"Blurry Whirling Swirl (Stepping Paradox Whirling Swirl)","blurry-whirling-swirl-stepping-paradox-whirling-swirl","fborg","D","stepping|whirl-swirl|blurry-furious|paradox","doctrine_tokens=blurry"
"Fog (Stepping Paradox Double Leg Over)","fog-stepping-paradox-double-leg-over","fborg","B","stepping|paradox","match=folk-name-with-parenthetical-reading"
"Gauntlet (Stepping Ducking Paradox Torque)","gauntlet-stepping-ducking-paradox-torque","fborg","B","ducking|stepping|blender-torque|paradox","match=folk-name-with-parenthetical-reading"
"Go-Go (stepping backspinning)","go-go-stepping-backspinning","fborg","B","stepping|spinning","match=folk-name-with-parenthetical-reading"
"Grave Digger (Stepping Torque)","grave-digger-stepping-torque","fborg","B","stepping|blender-torque","match=folk-name-with-parenthetical-reading"
"Haze (Stepping Double Legover)","haze-stepping-double-legover","fborg","B","stepping","match=folk-name-with-parenthetical-reading"
"Leaning (stepping inspinning)","leaning-stepping-inspinning","fborg","B","stepping|spinning|inspinning","match=folk-name-with-parenthetical-reading"
"Miraging Pincher (Stepping op Squeeze)","miraging-pincher-stepping-op-squeeze","fborg","B","stepping","match=folk-name-with-parenthetical-reading"
"Ripwalk (Stepping Opposite Side Butterfly)","ripwalk-stepping-opposite-side-butterfly","fborg","B","stepping","match=folk-name-with-parenthetical-reading"
"Shooting (Stepping Paradox Illusion)","shooting-stepping-paradox-illusion","fborg","D","stepping|shooting|paradox","doctrine_tokens=shooting"
"Sidewalk (Stepping Butterfly)","sidewalk-stepping-butterfly","fborg","B","stepping","match=folk-name-with-parenthetical-reading"
"Spike Hammer (Stepping Ducking Paradox Mirage)","spike-hammer-stepping-ducking-paradox-mirage","fborg","B","ducking|stepping|paradox","match=folk-name-with-parenthetical-reading"
"Tombstone (Stepping Drifter)","tombstone-stepping-drifter","fborg","B","stepping","match=folk-name-with-parenthetical-reading"
"Torch-r Rack torture rack (Stepping Superfly)","torch-r-rack-torture-rack-stepping-superfly","fborg","B","stepping","match=folk-name-with-parenthetical-reading"
"Torque (Stepping Opposite Osis)","torque-stepping-opposite-osis","fborg","B","stepping|blender-torque","match=folk-name-with-parenthetical-reading"
"Stepping Diving ss Butterfly","stepping-diving-ss-butterfly","passback","A","stepping","modifiers=stepping;stack_depth=2"
"Stepping Ducking far Double Down","stepping-ducking-far-double-down","passback","C","ducking|stepping|dlo-double-down","stack_depth=4;modifiers=ducking|stepping;directionals=double|far"
"Stepping Ducking far Drifter","stepping-ducking-far-drifter","passback","C","ducking|stepping","stack_depth=3;modifiers=ducking|stepping;directionals=far"
"Stepping Ducking far Grifter","stepping-ducking-far-grifter","passback","C","ducking|stepping","stack_depth=3;modifiers=ducking|stepping;directionals=far"
"Stepping Ducking far Swivel","stepping-ducking-far-swivel","passback","C","ducking|stepping","stack_depth=3;modifiers=ducking|stepping;directionals=far"
"Stepping Ducking far Symp. Eggbeater","stepping-ducking-far-symp-eggbeater","passback","C","ducking|stepping|symposium","stack_depth=3;modifiers=ducking|stepping;directionals=far"
"Stepping Ducking Torque","stepping-ducking-torque","passback","A","ducking|stepping|blender-torque","modifiers=ducking|stepping;stack_depth=2"
"Stepping far Barrage","stepping-far-barrage","passback","A","stepping","modifiers=stepping;stack_depth=2"
"Stepping far Blender","stepping-far-blender","passback","A","stepping|blender-torque","modifiers=stepping;stack_depth=2"
"Stepping far DLO","stepping-far-dlo","passback","A","stepping|dlo-double-down","modifiers=stepping;stack_depth=2"
"Stepping far Double Down","stepping-far-double-down","passback","C","stepping|dlo-double-down","stack_depth=3;modifiers=stepping;directionals=double|far"
"Stepping far Eggbeater","stepping-far-eggbeater","passback","A","stepping","modifiers=stepping;stack_depth=2"
"Stepping far Illusion","stepping-far-illusion","passback","A","stepping","modifiers=stepping;stack_depth=2"
"Stepping far Mirage","stepping-far-mirage","passback","A","stepping","modifiers=stepping;stack_depth=2"
"Stepping far Swirl","stepping-far-swirl","passback","A","stepping|whirl-swirl","modifiers=stepping;stack_depth=2"
"Stepping far Symp. Double Down","stepping-far-symp-double-down","passback","C","stepping|symposium|dlo-double-down","stack_depth=3;modifiers=stepping;directionals=double|far"
"Stepping far Symp. Whirl","stepping-far-symp-whirl","passback","A","stepping|symposium|whirl-swirl","modifiers=stepping;stack_depth=2"
"Stepping near Butterfly","stepping-near-butterfly","passback","A","stepping","modifiers=stepping;stack_depth=2"
"Stepping near Butterfly Swirl","stepping-near-butterfly-swirl","passback","A","stepping|whirl-swirl","modifiers=stepping;stack_depth=2"
"Stepping near Double Down","stepping-near-double-down","passback","C","stepping|dlo-double-down","stack_depth=3;modifiers=stepping;directionals=double|near"
"Stepping near Drifter","stepping-near-drifter","passback","A","stepping","modifiers=stepping;stack_depth=2"
"Stepping near Legover","stepping-near-legover","passback","A","stepping","modifiers=stepping;stack_depth=2"
"Stepping near Torque","stepping-near-torque","passback","A","stepping|blender-torque","modifiers=stepping;stack_depth=2"
"High Stepping Butterfly (Sunil Walk)","high-stepping-butterfly-sunil-walk","stanford","B","stepping","match=folk-name-with-parenthetical-reading"
"High Stepping DDD (Arch Nemesis) (Furious George)","high-stepping-ddd-arch-nemesis-furious-george","stanford","D","stepping|blurry-furious","doctrine_tokens=furious"
"Stepping Baroque","stepping-baroque","stanford","A","stepping","modifiers=stepping;stack_depth=1"
"Stepping Butterfly (Sidewalk)","stepping-butterfly-sidewalk","stanford","B","stepping","match=folk-name-with-parenthetical-reading"
"Stepping Butterfly Reverse Swirl","stepping-butterfly-reverse-swirl","stanford","A","stepping|whirl-swirl","modifiers=stepping;stack_depth=2"
"Stepping Butterfly Swirl (Ripcurl)","stepping-butterfly-swirl-ripcurl","stanford","B","stepping|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Stepping DDD (Blurrier)","stepping-ddd-blurrier","stanford","D","stepping","doctrine_tokens=blurrier"
"Stepping Diving Butterfly (Jackknife)","stepping-diving-butterfly-jackknife","stanford","B","stepping","match=folk-name-with-parenthetical-reading"
"Stepping Diving DLO (Arachnophobia)","stepping-diving-dlo-arachnophobia","stanford","B","stepping|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Stepping Diving Mirage","stepping-diving-mirage","stanford","A","stepping","modifiers=stepping;stack_depth=1"
"Stepping DLO (Haze)","stepping-dlo-haze","stanford","B","stepping|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Stepping Drifter (Tombstone)","stepping-drifter-tombstone","stanford","B","stepping","match=folk-name-with-parenthetical-reading"
"Stepping Dyno","stepping-dyno","stanford","A","stepping","modifiers=stepping;stack_depth=1"
"Stepping Eggbeater (Wet Dream) (Flaming Tard)","stepping-eggbeater-wet-dream-flaming-tard","stanford","A","stepping","modifiers=stepping;stack_depth=1"
"Stepping Flail","stepping-flail","stanford","A","stepping","modifiers=stepping;stack_depth=1"
"Stepping Grifter","stepping-grifter","stanford","A","stepping","modifiers=stepping;stack_depth=1"
"Stepping Guay","stepping-guay","stanford","A","stepping","modifiers=stepping;stack_depth=1"
"Stepping Legover (Schmoe)","stepping-legover-schmoe","stanford","B","stepping","match=folk-name-with-parenthetical-reading"
"Stepping Massacre","stepping-massacre","stanford","A","stepping","modifiers=stepping;stack_depth=1"
"Stepping Reverse Guay","stepping-reverse-guay","stanford","A","stepping","modifiers=stepping;stack_depth=2"
"Stepping Reverse Swirl","stepping-reverse-swirl","stanford","A","stepping|whirl-swirl","modifiers=stepping;stack_depth=2"
"Stepping Swirl","stepping-swirl","stanford","A","stepping|whirl-swirl","modifiers=stepping;stack_depth=1"
"Stepping Symposium Mirage","stepping-symposium-mirage","stanford","A","stepping|symposium","modifiers=stepping|symposium;stack_depth=2"
"Stepping Torque (Gravedigger)","stepping-torque-gravedigger","stanford","B","stepping|blender-torque","match=folk-name-with-parenthetical-reading"
"Stepping Weaving Butterfly","stepping-weaving-butterfly","stanford","D","stepping|weaving","doctrine_tokens=weaving"
"Stepping Weaving Mirage","stepping-weaving-mirage","stanford","D","stepping|weaving","doctrine_tokens=weaving"
