"name","slug","sources","category","ecosystems","signal_trace"
"Whirling Gyro Mirage","whirling-gyro-mirage","footbagmoves","A","gyro-spyro|whirl-swirl","modifiers=gyro|whirling;stack_depth=2"
"Big Apple (Gyro Symposium Torque)","big-apple-gyro-symposium-torque","fborg","B","symposium|gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Blistering (Whirling Gyro)","blistering-whirling-gyro","fborg","B","gyro-spyro|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Bullwhip (Spyro Double Down)","bullwhip-spyro-double-down","fborg","B","gyro-spyro|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Flurricane (Gyro Flurry)","flurricane-gyro-flurry","fborg","B","gyro-spyro","match=folk-name-with-parenthetical-reading"
"Mobius (Gyro Torque)","mobius-gyro-torque","fborg","B","gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Pandora (Spyro Pickup)","pandora-spyro-pickup","fborg","B","gyro-spyro","match=folk-name-with-parenthetical-reading"
"Paralax (Spyro Legover)","paralax-spyro-legover","fborg","B","gyro-spyro","match=folk-name-with-parenthetical-reading"
"Spyro Gyro (Gyro Butterfly Swirl)","spyro-gyro-gyro-butterfly-swirl","fborg","B","gyro-spyro|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Vortex (Gyro Drifter)","vortex-gyro-drifter","fborg","B","gyro-spyro","match=folk-name-with-parenthetical-reading"
"Atomic Gyro Torque","atomic-gyro-torque","passback","A","gyro-spyro|atomic|blender-torque","modifiers=atomic|gyro;stack_depth=2"
"Butterfly Gyro Toe","butterfly-gyro-toe","passback","A","gyro-spyro","modifiers=gyro;stack_depth=1"
"Fairy Gyro Janiwalker","fairy-gyro-janiwalker","passback","A","fairy|gyro-spyro","modifiers=fairy|gyro;stack_depth=2"
"Fairy Gyro Torque","fairy-gyro-torque","passback","A","fairy|gyro-spyro|blender-torque","modifiers=fairy|gyro;stack_depth=2"
"Gyro, Spinning, Spinning Gyro, Double Spinning","gyro-spinning-spinning-gyro-double-spinning","passback","C","spinning|gyro-spyro","stack_depth=3;modifiers=gyro|spinning;directionals=double"
"Swirling Gyro Inside Stall","swirling-gyro-inside-stall","passback","A","gyro-spyro|whirl-swirl","modifiers=gyro;stack_depth=1"
"Symp. Swirling Gyro Inside","symp-swirling-gyro-inside","passback","A","symposium|gyro-spyro|whirl-swirl","modifiers=gyro;stack_depth=1"
"Atomic Gyro Symposium Whirl (Crossfire)","atomic-gyro-symposium-whirl-crossfire","stanford","B","symposium|gyro-spyro|atomic|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Blistering Whirl (Whirling Gyro Whirl)","blistering-whirl-whirling-gyro-whirl","stanford","B","gyro-spyro|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Butterfly Gyro Toe (Wauxpin)","butterfly-gyro-toe-wauxpin","stanford","B","gyro-spyro","match=folk-name-with-parenthetical-reading"
"Fairy Gyro Barrage (Fromage)","fairy-gyro-barrage-fromage","stanford","B","fairy|gyro-spyro","match=folk-name-with-parenthetical-reading"
"Fairy Gyro Butterfly","fairy-gyro-butterfly","stanford","A","fairy|gyro-spyro","modifiers=fairy|gyro;stack_depth=2"
"Fairy Gyro DLO (Wentletrap)","fairy-gyro-dlo-wentletrap","stanford","B","fairy|gyro-spyro|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Fairy Gyro Drifter","fairy-gyro-drifter","stanford","A","fairy|gyro-spyro","modifiers=fairy|gyro;stack_depth=2"
"Fairy Gyro Mirage (Torus)","fairy-gyro-mirage-torus","stanford","B","fairy|gyro-spyro","match=folk-name-with-parenthetical-reading"
"Fairy Gyro Symposium Mirage (Backside Torus)","fairy-gyro-symposium-mirage-backside-torus","stanford","B","fairy|symposium|gyro-spyro","match=folk-name-with-parenthetical-reading"
"Fairy Gyro Symposium Torque (Genuphobia)","fairy-gyro-symposium-torque-genuphobia","stanford","B","fairy|symposium|gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Fairy Gyro Torque (Phobia)","fairy-gyro-torque-phobia","stanford","B","fairy|gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Fairy Gyro Whirl","fairy-gyro-whirl","stanford","A","fairy|gyro-spyro|whirl-swirl","modifiers=fairy|gyro;stack_depth=2"
"Gyro Baroque","gyro-baroque","stanford","A","gyro-spyro","modifiers=gyro;stack_depth=1"
"Gyro Barrage","gyro-barrage","stanford","A","gyro-spyro","modifiers=gyro;stack_depth=1"
"Gyro Butterfly Swirl (Spyro Gyro)","gyro-butterfly-swirl-spyro-gyro","stanford","B","gyro-spyro|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Gyro Da Da Curve (Amadeus)","gyro-da-da-curve-amadeus","stanford","B","gyro-spyro","match=folk-name-with-parenthetical-reading"
"Gyro Diving Butterfly","gyro-diving-butterfly","stanford","A","gyro-spyro","modifiers=gyro;stack_depth=1"
"Gyro Diving Clipper","gyro-diving-clipper","stanford","A","gyro-spyro","modifiers=gyro;stack_depth=1"
"Gyro Diving Symposium Torque (Red Giant)","gyro-diving-symposium-torque-red-giant","stanford","B","symposium|gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Gyro Diving Symposium Whirl (Colossus)","gyro-diving-symposium-whirl-colossus","stanford","B","symposium|gyro-spyro|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Gyro DLO (Whale Tail)","gyro-dlo-whale-tail","stanford","B","gyro-spyro|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Gyro Double Down (Bullwhip)","gyro-double-down-bullwhip","stanford","B","gyro-spyro|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Gyro Double Pickup","gyro-double-pickup","stanford","A","gyro-spyro","modifiers=gyro;stack_depth=2"
"Gyro Drifter (Vortex)","gyro-drifter-vortex","stanford","B","gyro-spyro","match=folk-name-with-parenthetical-reading"
"Gyro Eclipse","gyro-eclipse","stanford","A","gyro-spyro|eclipse-hop-over","modifiers=gyro;stack_depth=1"
"Gyro Eggbeater (Mantis)","gyro-eggbeater-mantis","stanford","B","gyro-spyro","match=folk-name-with-parenthetical-reading"
"Gyro Flail","gyro-flail","stanford","A","gyro-spyro","modifiers=gyro;stack_depth=1"
"Gyro Flurry (Flurricane)","gyro-flurry-flurricane","stanford","B","gyro-spyro","match=folk-name-with-parenthetical-reading"
"Gyro Guay","gyro-guay","stanford","A","gyro-spyro","modifiers=gyro;stack_depth=1"
"Gyro Legover (Parallax)","gyro-legover-parallax","stanford","B","gyro-spyro","match=folk-name-with-parenthetical-reading"
"Gyro Pickup (Pandora)","gyro-pickup-pandora","stanford","B","gyro-spyro","match=folk-name-with-parenthetical-reading"
"Gyro Reverse Guay","gyro-reverse-guay","stanford","A","gyro-spyro","modifiers=gyro;stack_depth=2"
"Gyro Shaft (Symposium Bullwhip)","gyro-shaft-symposium-bullwhip","stanford","B","symposium|gyro-spyro","match=folk-name-with-parenthetical-reading"
"Gyro Shooting Double Down (Gyro Shooting Star)","gyro-shooting-double-down-gyro-shooting-star","stanford","D","gyro-spyro|dlo-double-down|shooting","doctrine_tokens=shooting"
"Gyro Swivel","gyro-swivel","stanford","A","gyro-spyro","modifiers=gyro;stack_depth=1"
"Gyro Symposium DLO (Supernova)","gyro-symposium-dlo-supernova","stanford","B","symposium|gyro-spyro|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Gyro Symposium Mirage (Little Apple)","gyro-symposium-mirage-little-apple","stanford","B","symposium|gyro-spyro","match=folk-name-with-parenthetical-reading"
"Gyro Symposium Torque (Big Apple)","gyro-symposium-torque-big-apple","stanford","B","symposium|gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Gyro Symposium Torque Screw (Moirius)","gyro-symposium-torque-screw-moirius","stanford","B","symposium|gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Gyro Symposium Whirl","gyro-symposium-whirl","stanford","A","symposium|gyro-spyro|whirl-swirl","modifiers=gyro|symposium;stack_depth=2"
"Gyro Torque (Mobius)","gyro-torque-mobius","stanford","B","gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Gyro Torque Screw (Moby Dick)","gyro-torque-screw-moby-dick","stanford","B","gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Gyro Weaving Butterfly","gyro-weaving-butterfly","stanford","D","gyro-spyro|weaving","doctrine_tokens=weaving"
"Inward Gyro Butterfly","inward-gyro-butterfly","stanford","A","gyro-spyro","modifiers=gyro;stack_depth=1"
"Inward Gyro Flail","inward-gyro-flail","stanford","A","gyro-spyro","modifiers=gyro;stack_depth=1"
"Inward Gyro Guay","inward-gyro-guay","stanford","A","gyro-spyro","modifiers=gyro;stack_depth=1"
"Inward Gyro Illusion","inward-gyro-illusion","stanford","A","gyro-spyro","modifiers=gyro;stack_depth=1"
"Inward Gyro Mirage","inward-gyro-mirage","stanford","A","gyro-spyro","modifiers=gyro;stack_depth=1"
"Inward Gyro Reverse Guay","inward-gyro-reverse-guay","stanford","A","gyro-spyro","modifiers=gyro;stack_depth=2"
"Inward Gyro Symposium Mirage","inward-gyro-symposium-mirage","stanford","A","symposium|gyro-spyro","modifiers=gyro|symposium;stack_depth=2"
"Inward Gyro Torque (Inward Mobius)","inward-gyro-torque-inward-mobius","stanford","B","gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Miraging Gyro Toe (Jughandle)","miraging-gyro-toe-jughandle","stanford","B","gyro-spyro","match=folk-name-with-parenthetical-reading"
"Neutron Drifter (Irish Spring) (Tapping Gyro Drifter)","neutron-drifter-irish-spring-tapping-gyro-drifter","stanford","A","gyro-spyro","modifiers=gyro|tapping;stack_depth=2"
"Pixie Gyro DLO (Gilan)","pixie-gyro-dlo-gilan","stanford","B","pixie|gyro-spyro|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Pixie Gyro Torque (Pixie Mobius)","pixie-gyro-torque-pixie-mobius","stanford","B","pixie|gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Pixie Inward Gyro Mirage","pixie-inward-gyro-mirage","stanford","A","pixie|gyro-spyro","modifiers=gyro|pixie;stack_depth=2"
"Quantum Gyro Mirage (Quagmire)","quantum-gyro-mirage-quagmire","stanford","B","gyro-spyro|quantum","match=folk-name-with-parenthetical-reading"
"Shooting Gyro Mirage (Cyclone)","shooting-gyro-mirage-cyclone","stanford","D","gyro-spyro|shooting","doctrine_tokens=shooting"
"Toe Gyro Torque (Tobyus)","toe-gyro-torque-tobyus","stanford","B","gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Whirling Gyro Mirage (Blister)","whirling-gyro-mirage-blister","stanford","B","gyro-spyro|whirl-swirl","match=folk-name-with-parenthetical-reading"
