"name","slug","sources","category","ecosystems","signal_trace"
"Gauntlet (Stepping Ducking Paradox Torque)","gauntlet-stepping-ducking-paradox-torque","fborg","B","ducking|stepping|blender-torque|paradox","match=folk-name-with-parenthetical-reading"
"Grave Digger (Stepping Torque)","grave-digger-stepping-torque","fborg","B","stepping|blender-torque","match=folk-name-with-parenthetical-reading"
"Marius (Spinning Paradox Torque)","marius-spinning-paradox-torque","fborg","B","spinning|blender-torque|paradox","match=folk-name-with-parenthetical-reading"
"Mobius (Gyro Torque)","mobius-gyro-torque","fborg","B","gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Pogo Paradox Blender (Pogo Op Blender)","pogo-paradox-blender-pogo-op-blender","fborg","D","blender-torque|pogo|paradox","doctrine_tokens=pogo"
"Pogo Paradox Torque (Pogo Op Torque)","pogo-paradox-torque-pogo-op-torque","fborg","D","blender-torque|pogo|paradox","doctrine_tokens=pogo"
"Torque (Stepping Opposite Osis)","torque-stepping-opposite-osis","fborg","B","stepping|blender-torque","match=folk-name-with-parenthetical-reading"
"Atomic Ducking far Torque","atomic-ducking-far-torque","passback","C","ducking|atomic|blender-torque","stack_depth=3;modifiers=atomic|ducking;directionals=far"
"Atomic far Blender","atomic-far-blender","passback","A","atomic|blender-torque","modifiers=atomic;stack_depth=2"
"Atomic Gyro Torque","atomic-gyro-torque","passback","A","gyro-spyro|atomic|blender-torque","modifiers=atomic|gyro;stack_depth=2"
"Clipper Ducking far Blender","clipper-ducking-far-blender","passback","A","ducking|blender-torque","modifiers=ducking;stack_depth=2"
"double-dex Torque","double-dex-torque","passback","A","blender-torque","stack_depth=1"
"Fairy Gyro Torque","fairy-gyro-torque","passback","A","fairy|gyro-spyro|blender-torque","modifiers=fairy|gyro;stack_depth=2"
"Quantum far Torque","quantum-far-torque","passback","A","quantum|blender-torque","modifiers=quantum;stack_depth=2"
"Spinning Ducking far Blender","spinning-ducking-far-blender","passback","C","ducking|spinning|blender-torque","stack_depth=3;modifiers=ducking|spinning;directionals=far"
"Spinning Ducking far Symp.Torque","spinning-ducking-far-symp-torque","passback","C","ducking|symposium|spinning|blender-torque","stack_depth=3;modifiers=ducking|spinning;directionals=far"
"Spinning far Blender","spinning-far-blender","passback","A","spinning|blender-torque","modifiers=spinning;stack_depth=2"
"Spinning far Miraging Symp. Torque","spinning-far-miraging-symp-torque","passback","C","symposium|spinning|blender-torque","stack_depth=3;modifiers=miraging|spinning;directionals=far"
"Spinning far Symp. Torque","spinning-far-symp-torque","passback","A","symposium|spinning|blender-torque","modifiers=spinning;stack_depth=2"
"Spinning near Symp. Torque","spinning-near-symp-torque","passback","A","symposium|spinning|blender-torque","modifiers=spinning;stack_depth=2"
"Stepping Ducking Torque","stepping-ducking-torque","passback","A","ducking|stepping|blender-torque","modifiers=ducking|stepping;stack_depth=2"
"Stepping far Blender","stepping-far-blender","passback","A","stepping|blender-torque","modifiers=stepping;stack_depth=2"
"Stepping near Torque","stepping-near-torque","passback","A","stepping|blender-torque","modifiers=stepping;stack_depth=2"
"Surging Ducking far Blender","surging-ducking-far-blender","passback","C","ducking|blender-torque","stack_depth=3;modifiers=ducking|surging;directionals=far"
"Toe Spinning near Torque","toe-spinning-near-torque","passback","A","spinning|blender-torque","modifiers=spinning;stack_depth=2"
"Torque Dyno","torque-dyno","passback","A","blender-torque","stack_depth=0"
"Atomic Blender","atomic-blender","stanford","A","atomic|blender-torque","modifiers=atomic;stack_depth=1"
"Atomic Ducking Blender (Super Ego)","atomic-ducking-blender-super-ego","stanford","B","ducking|atomic|blender-torque","match=folk-name-with-parenthetical-reading"
"Atomic Ducking Torque (Icarus)","atomic-ducking-torque-icarus","stanford","B","ducking|atomic|blender-torque","match=folk-name-with-parenthetical-reading"
"Atomic Torque (Silo)","atomic-torque-silo","stanford","B","atomic|blender-torque","match=folk-name-with-parenthetical-reading"
"Blazing Torque","blazing-torque","stanford","A","blender-torque","stack_depth=0"
"Blurry Blender (Food Processor)","blurry-blender-food-processor","stanford","D","blender-torque|blurry-furious","doctrine_tokens=blurry"
"Blurry Ducking Blender","blurry-ducking-blender","stanford","D","ducking|blender-torque|blurry-furious","doctrine_tokens=blurry"
"Blurry Ducking Torque (Gauntlet)","blurry-ducking-torque-gauntlet","stanford","D","ducking|blender-torque|blurry-furious","doctrine_tokens=blurry"
"Blurry Osis (Crispy Torque)","blurry-osis-crispy-torque","stanford","D","blender-torque|blurry-furious","doctrine_tokens=blurry"
"Blurry Zulu Blender (Odula)","blurry-zulu-blender-odula","stanford","D","blender-torque|blurry-furious","doctrine_tokens=blurry"
"Ducking Paradox Blender (Mind Bender)","ducking-paradox-blender-mind-bender","stanford","B","ducking|blender-torque|paradox","match=folk-name-with-parenthetical-reading"
"Fairy Blender (Fender)","fairy-blender-fender","stanford","B","fairy|blender-torque","match=folk-name-with-parenthetical-reading"
"Fairy Ducking Blender (Fender Bender)","fairy-ducking-blender-fender-bender","stanford","B","ducking|fairy|blender-torque","match=folk-name-with-parenthetical-reading"
"Fairy Ducking Torque (Forque Lift)","fairy-ducking-torque-forque-lift","stanford","B","ducking|fairy|blender-torque","match=folk-name-with-parenthetical-reading"
"Fairy Gyro Symposium Torque (Genuphobia)","fairy-gyro-symposium-torque-genuphobia","stanford","B","fairy|symposium|gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Fairy Gyro Torque (Phobia)","fairy-gyro-torque-phobia","stanford","B","fairy|gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Fairy Spinning Blender","fairy-spinning-blender","stanford","A","fairy|spinning|blender-torque","modifiers=fairy|spinning;stack_depth=2"
"Fairy ss Blender","fairy-ss-blender","stanford","A","fairy|blender-torque","modifiers=fairy;stack_depth=2"
"Fairy ss Torque (Muerto)","fairy-ss-torque-muerto","stanford","B","fairy|blender-torque","match=folk-name-with-parenthetical-reading"
"Fairy Torque (Forque) (Ferocious)","fairy-torque-forque-ferocious","stanford","A","fairy|blender-torque","modifiers=fairy;stack_depth=1"
"Gyro Diving Symposium Torque (Red Giant)","gyro-diving-symposium-torque-red-giant","stanford","B","symposium|gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Gyro Symposium Torque (Big Apple)","gyro-symposium-torque-big-apple","stanford","B","symposium|gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Gyro Symposium Torque Screw (Moirius)","gyro-symposium-torque-screw-moirius","stanford","B","symposium|gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Gyro Torque (Mobius)","gyro-torque-mobius","stanford","B","gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Gyro Torque Screw (Moby Dick)","gyro-torque-screw-moby-dick","stanford","B","gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Inward Gyro Torque (Inward Mobius)","inward-gyro-torque-inward-mobius","stanford","B","gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Leaning Torque (Timberwulff)","leaning-torque-timberwulff","stanford","B","blender-torque","match=folk-name-with-parenthetical-reading"
"Miraging Dyno (Torque Screw)","miraging-dyno-torque-screw","stanford","B","blender-torque","match=folk-name-with-parenthetical-reading"
"Miraging Osis (Torque)","miraging-osis-torque","stanford","B","blender-torque","match=folk-name-with-parenthetical-reading"
"Neutron Torque (Irish Cream)","neutron-torque-irish-cream","stanford","B","blender-torque","match=folk-name-with-parenthetical-reading"
"Nuclear Torque","nuclear-torque","stanford","D","blender-torque|blurry-furious","doctrine_tokens=nuclear"
"Paradox Symposium Torque (PS Torque)","paradox-symposium-torque-ps-torque","stanford","B","symposium|blender-torque|paradox","match=folk-name-with-parenthetical-reading"
"Phasing Blender","phasing-blender","stanford","A","blender-torque","stack_depth=0"
"Pixie Blender","pixie-blender","stanford","A","pixie|blender-torque","modifiers=pixie;stack_depth=1"
"Pixie Gyro Torque (Pixie Mobius)","pixie-gyro-torque-pixie-mobius","stanford","B","pixie|gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Pixie Spinning Blender (Overlord)","pixie-spinning-blender-overlord","stanford","B","pixie|spinning|blender-torque","match=folk-name-with-parenthetical-reading"
"Pixie ss Blender","pixie-ss-blender","stanford","A","pixie|blender-torque","modifiers=pixie;stack_depth=2"
"Pixie ss Torque","pixie-ss-torque","stanford","A","pixie|blender-torque","modifiers=pixie;stack_depth=2"
"Pixie Torque (Porque)","pixie-torque-porque","stanford","B","pixie|blender-torque","match=folk-name-with-parenthetical-reading"
"Pogo Blender","pogo-blender","stanford","D","blender-torque|pogo","doctrine_tokens=pogo"
"Pogo Torque","pogo-torque","stanford","D","blender-torque|pogo","doctrine_tokens=pogo"
"Quantum Blender (Tofu)","quantum-blender-tofu","stanford","B","quantum|blender-torque","match=folk-name-with-parenthetical-reading"
"Quantum Torque (Quark)","quantum-torque-quark","stanford","B","quantum|blender-torque","match=folk-name-with-parenthetical-reading"
"Reverse Swirling Blender","reverse-swirling-blender","stanford","A","whirl-swirl|blender-torque","stack_depth=1"
"Reverse Swirling Paradox Torque","reverse-swirling-paradox-torque","stanford","A","whirl-swirl|blender-torque|paradox","modifiers=paradox;stack_depth=2"
"Sonic Torque","sonic-torque","stanford","A","blender-torque","stack_depth=0"
"Spinning Blender","spinning-blender","stanford","A","spinning|blender-torque","modifiers=spinning;stack_depth=1"
"Spinning Ducking Blender (Gangsta Party)","spinning-ducking-blender-gangsta-party","stanford","B","ducking|spinning|blender-torque","match=folk-name-with-parenthetical-reading"
"Spinning Miraging Symposium Torque (Big Apple Sauce)","spinning-miraging-symposium-torque-big-apple-sauce","stanford","B","symposium|spinning|blender-torque","match=folk-name-with-parenthetical-reading"
"Spinning Symposium Torque (Super Mario)","spinning-symposium-torque-super-mario","stanford","B","symposium|spinning|blender-torque","match=folk-name-with-parenthetical-reading"
"Spinning Torque (Marius)","spinning-torque-marius","stanford","B","spinning|blender-torque","match=folk-name-with-parenthetical-reading"
"Splicing ss Blender (Liquifier)","splicing-ss-blender-liquifier","stanford","B","blender-torque","match=folk-name-with-parenthetical-reading"
"Stepping Torque (Gravedigger)","stepping-torque-gravedigger","stanford","B","stepping|blender-torque","match=folk-name-with-parenthetical-reading"
"Surfing Blender (Big Papa Smurf)","surfing-blender-big-papa-smurf","stanford","B","blender-torque","match=folk-name-with-parenthetical-reading"
"Surging Blender (Margaritaville)","surging-blender-margaritaville","stanford","B","blender-torque","match=folk-name-with-parenthetical-reading"
"Surging Ducking Blender (Cheese Processor)","surging-ducking-blender-cheese-processor","stanford","B","ducking|blender-torque","match=folk-name-with-parenthetical-reading"
"Surging Ducking Torque","surging-ducking-torque","stanford","A","ducking|blender-torque","modifiers=ducking|surging;stack_depth=2"
"Surging Symposium Torque (Chilly Philly Sauce)","surging-symposium-torque-chilly-philly-sauce","stanford","B","symposium|blender-torque","match=folk-name-with-parenthetical-reading"
"Tapping Torque (Spinal Tap)","tapping-torque-spinal-tap","stanford","B","blender-torque","match=folk-name-with-parenthetical-reading"
"Toe Gyro Torque (Tobyus)","toe-gyro-torque-tobyus","stanford","B","gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Twisted Torque","twisted-torque","stanford","A","blender-torque","stack_depth=0"
"Whirling Osis (Blender)","whirling-osis-blender","stanford","B","whirl-swirl|blender-torque","match=folk-name-with-parenthetical-reading"
"Wrecking Torque (Spinning Mobius)","wrecking-torque-spinning-mobius","stanford","B","spinning|blender-torque","match=folk-name-with-parenthetical-reading"
