"name","slug","sources","category","ecosystems","signal_trace"
"Spinning Symposium Down Double Down","spinning-symposium-down-double-down","fborg","C","symposium|spinning|dlo-double-down","stack_depth=3;modifiers=spinning|symposium;directionals=double"
"Toe Spinning Toe","toe-spinning-toe","passback","A","spinning","modifiers=spinning;stack_depth=1"
"Fairy Spinning Double Over Down","fairy-spinning-double-over-down","footbagmoves","C","fairy|spinning|dlo-double-down","stack_depth=3;modifiers=fairy|spinning;directionals=double"
"Inspinning Legover","inspinning-legover","footbagmoves","A","spinning|inspinning","modifiers=inspinning;stack_depth=1"
"Pixie Ducking Spinning Toe","pixie-ducking-spinning-toe","footbagmoves","C","ducking|pixie|spinning","stack_depth=3;modifiers=ducking|pixie|spinning"
"Pixie Spinning Double Over Down","pixie-spinning-double-over-down","footbagmoves","C","pixie|spinning|dlo-double-down","stack_depth=3;modifiers=pixie|spinning;directionals=double"
"Pixie Spinning Paradox Blender","pixie-spinning-paradox-blender","footbagmoves","C","pixie|spinning|blender-torque|paradox","stack_depth=3;modifiers=paradox|pixie|spinning"
"Pixie Spinning Paradox Symposium Whirl","pixie-spinning-paradox-symposium-whirl","footbagmoves","C","pixie|symposium|spinning|whirl-swirl|paradox","stack_depth=4;modifiers=paradox|pixie|spinning|symposium"
"Pixie Spinning Paradox Whirl","pixie-spinning-paradox-whirl","footbagmoves","C","pixie|spinning|whirl-swirl|paradox","stack_depth=3;modifiers=paradox|pixie|spinning"
"Spinning Barfly","spinning-barfly","footbagmoves","A","spinning","modifiers=spinning;stack_depth=1"
"Spinning Ducking Paradox Blender","spinning-ducking-paradox-blender","footbagmoves","C","ducking|spinning|blender-torque|paradox","stack_depth=3;modifiers=ducking|paradox|spinning"
"Spinning Ducking Paradox Drifter","spinning-ducking-paradox-drifter","footbagmoves","C","ducking|spinning|paradox","stack_depth=3;modifiers=ducking|paradox|spinning"
"Spinning Ducking Paradox Symposium Mirage","spinning-ducking-paradox-symposium-mirage","footbagmoves","C","ducking|symposium|spinning|paradox","stack_depth=4;modifiers=ducking|paradox|spinning|symposium"
"Spinning Ducking Paradox Symposium Whirl","spinning-ducking-paradox-symposium-whirl","footbagmoves","C","ducking|symposium|spinning|whirl-swirl|paradox","stack_depth=4;modifiers=ducking|paradox|spinning|symposium"
"Spinning Ducking Paradox Whirl","spinning-ducking-paradox-whirl","footbagmoves","C","ducking|spinning|whirl-swirl|paradox","stack_depth=3;modifiers=ducking|paradox|spinning"
"Spinning Ducking Symposium Double Over Down","spinning-ducking-symposium-double-over-down","footbagmoves","C","ducking|symposium|spinning|dlo-double-down","stack_depth=4;modifiers=ducking|spinning|symposium;directionals=double"
"Spinning Legover","spinning-legover","footbagmoves|passback","A","spinning","modifiers=spinning;stack_depth=1"
"Spinning Motion","spinning-motion","footbagmoves","A","spinning","modifiers=spinning;stack_depth=1"
"Spinning Paradox Miraging Symposium Torque","spinning-paradox-miraging-symposium-torque","footbagmoves","C","symposium|spinning|blender-torque|paradox","stack_depth=4;modifiers=miraging|paradox|spinning|symposium"
"Spinning Paradox Symposium Whirl","spinning-paradox-symposium-whirl","footbagmoves","C","symposium|spinning|whirl-swirl|paradox","stack_depth=3;modifiers=paradox|spinning|symposium"
"Spinning Paradox Symposium Whirling Swirl","spinning-paradox-symposium-whirling-swirl","footbagmoves","C","symposium|spinning|whirl-swirl|paradox","stack_depth=4;modifiers=paradox|spinning|symposium|whirling"
"Spinning Paradox Torque","spinning-paradox-torque","footbagmoves","A","spinning|blender-torque|paradox","modifiers=paradox|spinning;stack_depth=2"
"Spinning Pdx Drifter","spinning-pdx-drifter","footbagmoves","A","spinning","modifiers=spinning;stack_depth=1"
"Spinning Symposium Double Over Down","spinning-symposium-double-over-down","footbagmoves","C","symposium|spinning|dlo-double-down","stack_depth=3;modifiers=spinning|symposium;directionals=double"
"Toe set Spinning Double Over Down","toe-set-spinning-double-over-down","footbagmoves","A","spinning|dlo-double-down","modifiers=spinning;stack_depth=2"
"Twinspinning ss Mirage","twinspinning-ss-mirage","footbagmoves","A","spinning|inspinning","stack_depth=1"
"(clipper reverse whirl spinning)","clipper-reverse-whirl-spinning","fborg","E","spinning|whirl-swirl","match=parenthetical-only-row"
"Fairy Merkon (Fairy Spinning Legover)","fairy-merkon-fairy-spinning-legover","fborg","B","fairy|spinning","match=folk-name-with-parenthetical-reading"
"Fairy Spinning","fairy-spinning","fborg","A","fairy|spinning","modifiers=fairy|spinning;stack_depth=2"
"Go-Go (stepping backspinning)","go-go-stepping-backspinning","fborg","B","stepping|spinning","match=folk-name-with-parenthetical-reading"
"Inspinning","inspinning","fborg","A","spinning|inspinning","modifiers=inspinning;stack_depth=1"
"Leaning (stepping inspinning)","leaning-stepping-inspinning","fborg","B","stepping|spinning|inspinning","match=folk-name-with-parenthetical-reading"
"Lotus (Spinning Paradox Drifter)","lotus-spinning-paradox-drifter","fborg","B","spinning|paradox","match=folk-name-with-parenthetical-reading"
"Marius (Spinning Paradox Torque)","marius-spinning-paradox-torque","fborg","B","spinning|blender-torque|paradox","match=folk-name-with-parenthetical-reading"
"Merkon (Spinning Legover)","merkon-spinning-legover","fborg","B","spinning","match=folk-name-with-parenthetical-reading"
"Peeking (double spinning)","peeking-double-spinning","fborg","B","spinning","match=folk-name-with-parenthetical-reading"
"Pixie Inspinning","pixie-inspinning","fborg","A","pixie|spinning|inspinning","modifiers=inspinning|pixie;stack_depth=2"
"Scorpion's Tail (Spinning Down Double-Down)","scorpions-tail-spinning-down-double-down","fborg","B","spinning|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Sonic (double spinning)","sonic-double-spinning","fborg","B","spinning","match=folk-name-with-parenthetical-reading"
"Surging (spinning miraging)","surging-spinning-miraging","fborg","B","spinning","match=folk-name-with-parenthetical-reading"
"Twinspinning (nuclear inspinning)","twinspinning-nuclear-inspinning","fborg","D","spinning|inspinning|blurry-furious","doctrine_tokens=nuclear"
"Whirlwind (Spinning Paradox Symposium Whirl)","whirlwind-spinning-paradox-symposium-whirl","fborg","B","symposium|spinning|whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Alpine Spinning Whirl","alpine-spinning-whirl","passback","A","spinning|whirl-swirl","modifiers=spinning;stack_depth=2"
"Fairy Spinning near Barraging far Buterfly","fairy-spinning-near-barraging-far-buterfly","passback","C","fairy|spinning","stack_depth=5;modifiers=barraging|fairy|spinning;directionals=far|near"
"Gyro, Spinning, Spinning Gyro, Double Spinning","gyro-spinning-spinning-gyro-double-spinning","passback","C","spinning|gyro-spyro","stack_depth=3;modifiers=gyro|spinning;directionals=double"
"Spinning Diving near Symp. Whirl","spinning-diving-near-symp-whirl","passback","A","symposium|spinning|whirl-swirl","modifiers=spinning;stack_depth=2"
"Spinning Ducking far Blender","spinning-ducking-far-blender","passback","C","ducking|spinning|blender-torque","stack_depth=3;modifiers=ducking|spinning;directionals=far"
"Spinning Ducking far Drifter","spinning-ducking-far-drifter","passback","C","ducking|spinning","stack_depth=3;modifiers=ducking|spinning;directionals=far"
"Spinning Ducking far Symp. Whirl","spinning-ducking-far-symp-whirl","passback","C","ducking|symposium|spinning|whirl-swirl","stack_depth=3;modifiers=ducking|spinning;directionals=far"
"Spinning Ducking far Symp.Torque","spinning-ducking-far-symp-torque","passback","C","ducking|symposium|spinning|blender-torque","stack_depth=3;modifiers=ducking|spinning;directionals=far"
"Spinning Ducking far Whirl","spinning-ducking-far-whirl","passback","C","ducking|spinning|whirl-swirl","stack_depth=3;modifiers=ducking|spinning;directionals=far"
"Spinning Ducking Superfly","spinning-ducking-superfly","passback","A","ducking|spinning","modifiers=ducking|spinning;stack_depth=2"
"Spinning far Blender","spinning-far-blender","passback","A","spinning|blender-torque","modifiers=spinning;stack_depth=2"
"Spinning far Double Down","spinning-far-double-down","passback","C","spinning|dlo-double-down","stack_depth=3;modifiers=spinning;directionals=double|far"
"Spinning far Drifter","spinning-far-drifter","passback","A","spinning","modifiers=spinning;stack_depth=2"
"Spinning far Miraging Symp. Miraging Refraction","spinning-far-miraging-symp-miraging-refraction","passback","C","symposium|spinning","stack_depth=3;modifiers=miraging|spinning;directionals=far"
"Spinning far Miraging Symp. Torque","spinning-far-miraging-symp-torque","passback","C","symposium|spinning|blender-torque","stack_depth=3;modifiers=miraging|spinning;directionals=far"
"Spinning far Motion","spinning-far-motion","passback","A","spinning","modifiers=spinning;stack_depth=2"
"Spinning far Symp. Torque","spinning-far-symp-torque","passback","A","symposium|spinning|blender-torque","modifiers=spinning;stack_depth=2"
"Spinning far Symp. Whirl","spinning-far-symp-whirl","passback","A","symposium|spinning|whirl-swirl","modifiers=spinning;stack_depth=2"
"Spinning far Symp. Whirling Swirl","spinning-far-symp-whirling-swirl","passback","C","symposium|spinning|whirl-swirl","stack_depth=3;modifiers=spinning|whirling;directionals=far"
"Spinning near Double Down","spinning-near-double-down","passback","C","spinning|dlo-double-down","stack_depth=3;modifiers=spinning;directionals=double|near"
"Spinning near Drifter","spinning-near-drifter","passback","A","spinning","modifiers=spinning;stack_depth=2"
"Spinning near Eggbeater","spinning-near-eggbeater","passback","A","spinning","modifiers=spinning;stack_depth=2"
"Spinning near Symp. Flux","spinning-near-symp-flux","passback","A","symposium|spinning","modifiers=spinning;stack_depth=2"
"Spinning near Symp. Torque","spinning-near-symp-torque","passback","A","symposium|spinning|blender-torque","modifiers=spinning;stack_depth=2"
"Spinning Superfly","spinning-superfly","passback","A","spinning","modifiers=spinning;stack_depth=1"
"Spinning Tomahawk","spinning-tomahawk","passback","A","spinning","modifiers=spinning;stack_depth=1"
"Toe Spinning near Torque","toe-spinning-near-torque","passback","A","spinning|blender-torque","modifiers=spinning;stack_depth=2"
"Atomic Inspinning Butterfly","atomic-inspinning-butterfly","stanford","A","spinning|inspinning|atomic","modifiers=atomic|inspinning;stack_depth=2"
"Double Spinning Double Down (Spinning Scorpion\u2019s Tail)","double-spinning-double-down-spinning-scorpion-u2019s-tail","stanford","B","spinning|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Double Spinning Whirl","double-spinning-whirl","stanford","A","spinning|whirl-swirl","modifiers=spinning;stack_depth=2"
"Fairy Spinning Blender","fairy-spinning-blender","stanford","A","fairy|spinning|blender-torque","modifiers=fairy|spinning;stack_depth=2"
"Fairy Spinning Butterfly","fairy-spinning-butterfly","stanford","A","fairy|spinning","modifiers=fairy|spinning;stack_depth=2"
"Fairy Spinning Double Down (Fairy Tail)","fairy-spinning-double-down-fairy-tail","stanford","B","fairy|spinning|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Fairy Spinning Ducking Osis","fairy-spinning-ducking-osis","stanford","C","ducking|fairy|spinning","stack_depth=3;modifiers=ducking|fairy|spinning"
"Fairy Spinning Legover (Fairy Merkon)","fairy-spinning-legover-fairy-merkon","stanford","B","fairy|spinning","match=folk-name-with-parenthetical-reading"
"Fairy Spinning Osis","fairy-spinning-osis","stanford","A","fairy|spinning","modifiers=fairy|spinning;stack_depth=2"
"Inspinning Flail","inspinning-flail","stanford","A","spinning|inspinning","modifiers=inspinning;stack_depth=1"
"Inspinning Guay","inspinning-guay","stanford","A","spinning|inspinning","modifiers=inspinning;stack_depth=1"
"Inspinning Illusion","inspinning-illusion","stanford","A","spinning|inspinning","modifiers=inspinning;stack_depth=1"
"Inspinning Legover (Icon)","inspinning-legover-icon","stanford","B","spinning|inspinning","match=folk-name-with-parenthetical-reading"
"Inspinning Mirage","inspinning-mirage","stanford","A","spinning|inspinning","modifiers=inspinning;stack_depth=1"
"Inspinning Reverse Guay","inspinning-reverse-guay","stanford","A","spinning|inspinning","modifiers=inspinning;stack_depth=2"
"Inspinning Symposium Mirage","inspinning-symposium-mirage","stanford","A","symposium|spinning|inspinning","modifiers=inspinning|symposium;stack_depth=2"
"Inspinning Toe Stall","inspinning-toe-stall","stanford","A","spinning|inspinning","modifiers=inspinning;stack_depth=1"
"Pixie Ducking Spinning Toe (Wahnsinn)","pixie-ducking-spinning-toe-wahnsinn","stanford","B","ducking|pixie|spinning","match=folk-name-with-parenthetical-reading"
"Pixie Spinning Blender (Overlord)","pixie-spinning-blender-overlord","stanford","B","pixie|spinning|blender-torque","match=folk-name-with-parenthetical-reading"
"Pixie Spinning PS Whirl (Blue Widow)","pixie-spinning-ps-whirl-blue-widow","stanford","B","pixie|spinning|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Pixie Spinning Whirl (Slapstick)","pixie-spinning-whirl-slapstick","stanford","B","pixie|spinning|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Spinning Blender","spinning-blender","stanford","A","spinning|blender-torque","modifiers=spinning;stack_depth=1"
"Spinning DLO","spinning-dlo","stanford","A","spinning|dlo-double-down","modifiers=spinning;stack_depth=1"
"Spinning Double Down (Scorpion\u2019s Tail)","spinning-double-down-scorpion-u2019s-tail","stanford","B","spinning|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Spinning Double Down Swirl (Scorpion\u2019s Tail Swirl)","spinning-double-down-swirl-scorpion-u2019s-tail-swirl","stanford","B","spinning|whirl-swirl|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Spinning Drifter (Lotus) (Void)","spinning-drifter-lotus-void","stanford","A","spinning","modifiers=spinning;stack_depth=1"
"Spinning Ducking Blender (Gangsta Party)","spinning-ducking-blender-gangsta-party","stanford","B","ducking|spinning|blender-torque","match=folk-name-with-parenthetical-reading"
"Spinning Ducking Drifter (Morpheus)","spinning-ducking-drifter-morpheus","stanford","B","ducking|spinning","match=folk-name-with-parenthetical-reading"
"Spinning Ducking Mirage","spinning-ducking-mirage","stanford","A","ducking|spinning","modifiers=ducking|spinning;stack_depth=2"
"Spinning Ducking Pickup","spinning-ducking-pickup","stanford","A","ducking|spinning","modifiers=ducking|spinning;stack_depth=2"
"Spinning Ducking PS Mirage (Anoxia)","spinning-ducking-ps-mirage-anoxia","stanford","B","ducking|spinning","match=folk-name-with-parenthetical-reading"
"Spinning Ducking PS Whirl (Montage)","spinning-ducking-ps-whirl-montage","stanford","B","ducking|spinning|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Spinning Ducking PS Whirling XBD Rake (Montage Rake)","spinning-ducking-ps-whirling-xbd-rake-montage-rake","stanford","B","ducking|spinning|whirl-swirl|dragon-rake","match=folk-name-with-parenthetical-reading"
"Spinning Ducking Reverse Whirling Swivel (Black Hole ?)","spinning-ducking-reverse-whirling-swivel-black-hole","stanford","B","ducking|spinning|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Spinning Ducking Super Fly (Super Dee Duper Fly)","spinning-ducking-super-fly-super-dee-duper-fly","stanford","B","ducking|spinning","match=folk-name-with-parenthetical-reading"
"Spinning Ducking Voodoo (Wonderland)","spinning-ducking-voodoo-wonderland","stanford","B","ducking|spinning","match=folk-name-with-parenthetical-reading"
"Spinning Ducking Whirl (Maelstrom)","spinning-ducking-whirl-maelstrom","stanford","B","ducking|spinning|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Spinning Flapper","spinning-flapper","stanford","A","spinning","modifiers=spinning;stack_depth=1"
"Spinning Guay","spinning-guay","stanford","A","spinning","modifiers=spinning;stack_depth=1"
"Spinning Illusion","spinning-illusion","stanford","A","spinning","modifiers=spinning;stack_depth=1"
"Spinning Legover (Merkon)","spinning-legover-merkon","stanford","B","spinning","match=folk-name-with-parenthetical-reading"
"Spinning Mirage","spinning-mirage","stanford","A","spinning","modifiers=spinning;stack_depth=1"
"Spinning Miraging Symposium Miraging Refraction (Anonymous)","spinning-miraging-symposium-miraging-refraction-anonymous","stanford","B","symposium|spinning","match=folk-name-with-parenthetical-reading"
"Spinning Miraging Symposium Torque (Big Apple Sauce)","spinning-miraging-symposium-torque-big-apple-sauce","stanford","B","symposium|spinning|blender-torque","match=folk-name-with-parenthetical-reading"
"Spinning Motion (Motion Sickness)","spinning-motion-motion-sickness","stanford","B","spinning","match=folk-name-with-parenthetical-reading"
"Spinning PS Whirling Swirl (Swirlwind)","spinning-ps-whirling-swirl-swirlwind","stanford","B","spinning|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Spinning Reverse Guay","spinning-reverse-guay","stanford","A","spinning","modifiers=spinning;stack_depth=2"
"Spinning Reverse Swirl","spinning-reverse-swirl","stanford","A","spinning|whirl-swirl","modifiers=spinning;stack_depth=2"
"Spinning Reverse Whirl","spinning-reverse-whirl","stanford","A","spinning|whirl-swirl","modifiers=spinning;stack_depth=2"
"Spinning Super Fly (Super Duper Fly)","spinning-super-fly-super-duper-fly","stanford","B","spinning","match=folk-name-with-parenthetical-reading"
"Spinning Swirl","spinning-swirl","stanford","A","spinning|whirl-swirl","modifiers=spinning;stack_depth=1"
"Spinning Swivel","spinning-swivel","stanford","A","spinning","modifiers=spinning;stack_depth=1"
"Spinning Symposium Mirage","spinning-symposium-mirage","stanford","A","symposium|spinning","modifiers=spinning|symposium;stack_depth=2"
"Spinning Symposium Torque (Super Mario)","spinning-symposium-torque-super-mario","stanford","B","symposium|spinning|blender-torque","match=folk-name-with-parenthetical-reading"
"Spinning Symposium Whirl (Whirlwind)","spinning-symposium-whirl-whirlwind","stanford","B","symposium|spinning|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Spinning Toe Stall","spinning-toe-stall","stanford","A","spinning","modifiers=spinning;stack_depth=1"
"Spinning Torque (Marius)","spinning-torque-marius","stanford","B","spinning|blender-torque","match=folk-name-with-parenthetical-reading"
"Spinning Whirling Swirl","spinning-whirling-swirl","stanford","A","spinning|whirl-swirl","modifiers=spinning|whirling;stack_depth=2"
"Spinning XBD Rake","spinning-xbd-rake","stanford","A","spinning|dragon-rake","modifiers=spinning;stack_depth=1"
"Spinning Zulu Butterfly","spinning-zulu-butterfly","stanford","A","spinning","modifiers=spinning;stack_depth=1"
"Toe Spinning Double Down (Scorpion’s Toe Nail)","toe-spinning-double-down-scorpions-toe-nail","stanford","B","spinning|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Twinspinning Illusion","twinspinning-illusion","stanford","A","spinning|inspinning","stack_depth=0"
"Twinspinning Legover","twinspinning-legover","stanford","A","spinning|inspinning","stack_depth=0"
"Twinspinning Mirage (Tornado)","twinspinning-mirage-tornado","stanford","B","spinning|inspinning","match=folk-name-with-parenthetical-reading"
"Twinspinning Pickup","twinspinning-pickup","stanford","A","spinning|inspinning","stack_depth=0"
"Wrecking Torque (Spinning Mobius)","wrecking-torque-spinning-mobius","stanford","B","spinning|blender-torque","match=folk-name-with-parenthetical-reading"
