"name","slug","sources","category","ecosystems","signal_trace"
"Bubba Paradox Symposium Eggbeater","bubba-paradox-symposium-eggbeater","footbagmoves","A","symposium|paradox","modifiers=paradox|symposium;stack_depth=2"
"Butterflying Symposium Reverse Swirling Toe","butterflying-symposium-reverse-swirling-toe","footbagmoves","A","symposium|whirl-swirl","modifiers=symposium;stack_depth=2"
"Clipper set ss Symposium Double Over Down","clipper-set-ss-symposium-double-over-down","footbagmoves","C","symposium|dlo-double-down","stack_depth=3;modifiers=symposium;directionals=double|ss"
"Ducking Paradox Symposium Whirl","ducking-paradox-symposium-whirl","footbagmoves","C","ducking|symposium|whirl-swirl|paradox","stack_depth=3;modifiers=ducking|paradox|symposium"
"Fairy Spyro Symposium Torque","fairy-spyro-symposium-torque","footbagmoves","C","fairy|symposium|gyro-spyro|blender-torque","stack_depth=3;modifiers=fairy|spyro|symposium"
"Fairy Symposium Eggbeater","fairy-symposium-eggbeater","footbagmoves","A","fairy|symposium","modifiers=fairy|symposium;stack_depth=2"
"Fairy Symposium Mirage (same side)","fairy-symposium-mirage-same-side","footbagmoves","A","fairy|symposium","paren_kind=directional-qualifier;modifiers=fairy|symposium;stack_depth=2"
"Far Whirling Bent Symposium Swirling Osis","far-whirling-bent-symposium-swirling-osis","footbagmoves","C","symposium|whirl-swirl","stack_depth=3;modifiers=symposium|whirling;directionals=far"
"Flailing ss Symposium Double Legover","flailing-ss-symposium-double-legover","footbagmoves","C","symposium","stack_depth=3;modifiers=symposium;directionals=double|ss"
"Flailing ss Symposium Double Over Down","flailing-ss-symposium-double-over-down","footbagmoves","C","symposium|dlo-double-down","stack_depth=3;modifiers=symposium;directionals=double|ss"
"Flailing ss Symposium Eggbeater","flailing-ss-symposium-eggbeater","footbagmoves","A","symposium","modifiers=symposium;stack_depth=2"
"Flailing ss Symposium Mirage","flailing-ss-symposium-mirage","footbagmoves","A","symposium","modifiers=symposium;stack_depth=2"
"Flailing Symposium Mirage","flailing-symposium-mirage","footbagmoves","A","symposium","modifiers=symposium;stack_depth=1"
"Furious Symposium Mirage","furious-symposium-mirage","footbagmoves","D","symposium|blurry-furious","doctrine_tokens=furious"
"Gyro Ducking Symposium Torque","gyro-ducking-symposium-torque","footbagmoves","C","ducking|symposium|gyro-spyro|blender-torque","stack_depth=3;modifiers=ducking|gyro|symposium"
"Gyro Symposium Torque","gyro-symposium-torque","footbagmoves","A","symposium|gyro-spyro|blender-torque","modifiers=gyro|symposium;stack_depth=2"
"Miraging Symposium Double Over Down","miraging-symposium-double-over-down","footbagmoves","C","symposium|dlo-double-down","stack_depth=3;modifiers=miraging|symposium;directionals=double"
"Miraging Symposium Mirage","miraging-symposium-mirage","footbagmoves","A","symposium","modifiers=miraging|symposium;stack_depth=2"
"Paradox Symposium Eggbeater","paradox-symposium-eggbeater","footbagmoves","A","symposium|paradox","modifiers=paradox|symposium;stack_depth=2"
"Pixie Ducking Symposium Mirage","pixie-ducking-symposium-mirage","footbagmoves","C","ducking|pixie|symposium","stack_depth=3;modifiers=ducking|pixie|symposium"
"Pixie Miraging Symposium Miraging Legover","pixie-miraging-symposium-miraging-legover","footbagmoves","C","pixie|symposium","stack_depth=3;modifiers=miraging|pixie|symposium"
"Pixie Spinning Paradox Symposium Whirl","pixie-spinning-paradox-symposium-whirl","footbagmoves","C","pixie|symposium|spinning|whirl-swirl|paradox","stack_depth=4;modifiers=paradox|pixie|spinning|symposium"
"Pixie Symposium Eggbeater","pixie-symposium-eggbeater","footbagmoves","A","pixie|symposium","modifiers=pixie|symposium;stack_depth=2"
"Pixie Symposium Illusion (same side)","pixie-symposium-illusion-same-side","footbagmoves","A","pixie|symposium","paren_kind=directional-qualifier;modifiers=pixie|symposium;stack_depth=2"
"Pixie Symposium Mirage (same side)","pixie-symposium-mirage-same-side","footbagmoves","A","pixie|symposium","paren_kind=directional-qualifier;modifiers=pixie|symposium;stack_depth=2"
"Pixie Symposium Whirling Swirl","pixie-symposium-whirling-swirl","footbagmoves","C","pixie|symposium|whirl-swirl","stack_depth=3;modifiers=pixie|symposium|whirling"
"Quantum Symposium Mirage","quantum-symposium-mirage","footbagmoves","A","symposium|quantum","modifiers=quantum|symposium;stack_depth=2"
"Railing Symposium Mirage","railing-symposium-mirage","footbagmoves","A","symposium|rail-rooted","modifiers=symposium;stack_depth=1"
"Spinning Ducking Paradox Symposium Mirage","spinning-ducking-paradox-symposium-mirage","footbagmoves","C","ducking|symposium|spinning|paradox","stack_depth=4;modifiers=ducking|paradox|spinning|symposium"
"Spinning Ducking Paradox Symposium Whirl","spinning-ducking-paradox-symposium-whirl","footbagmoves","C","ducking|symposium|spinning|whirl-swirl|paradox","stack_depth=4;modifiers=ducking|paradox|spinning|symposium"
"Spinning Ducking Symposium Double Over Down","spinning-ducking-symposium-double-over-down","footbagmoves","C","ducking|symposium|spinning|dlo-double-down","stack_depth=4;modifiers=ducking|spinning|symposium;directionals=double"
"Spinning Paradox Miraging Symposium Torque","spinning-paradox-miraging-symposium-torque","footbagmoves","C","symposium|spinning|blender-torque|paradox","stack_depth=4;modifiers=miraging|paradox|spinning|symposium"
"Spinning Paradox Symposium Whirl","spinning-paradox-symposium-whirl","footbagmoves","C","symposium|spinning|whirl-swirl|paradox","stack_depth=3;modifiers=paradox|spinning|symposium"
"Spinning Paradox Symposium Whirling Swirl","spinning-paradox-symposium-whirling-swirl","footbagmoves","C","symposium|spinning|whirl-swirl|paradox","stack_depth=4;modifiers=paradox|spinning|symposium|whirling"
"Spinning Symposium Double Over Down","spinning-symposium-double-over-down","footbagmoves","C","symposium|spinning|dlo-double-down","stack_depth=3;modifiers=spinning|symposium;directionals=double"
"Spyro Diving Symposium Whirl","spyro-diving-symposium-whirl","footbagmoves","A","symposium|gyro-spyro|whirl-swirl","modifiers=spyro|symposium;stack_depth=2"
"Spyro Symposium Mirage","spyro-symposium-mirage","footbagmoves","A","symposium|gyro-spyro","modifiers=spyro|symposium;stack_depth=2"
"Spyro Symposium Torquescrew","spyro-symposium-torquescrew","footbagmoves","A","symposium|gyro-spyro|blender-torque","modifiers=spyro|symposium;stack_depth=2"
"Surging Ducking Paradox Symposium Whirling Rake","surging-ducking-paradox-symposium-whirling-rake","footbagmoves","C","ducking|symposium|whirl-swirl|dragon-rake|paradox","stack_depth=5;modifiers=ducking|paradox|surging|symposium|whirling"
"Surging Symposium Reverse Whirl","surging-symposium-reverse-whirl","footbagmoves","C","symposium|whirl-swirl","stack_depth=3;modifiers=surging|symposium;directionals=reverse"
"Symposium Barfly","symposium-barfly","footbagmoves","A","symposium","modifiers=symposium;stack_depth=1"
"Symposium Double Legover","symposium-double-legover","footbagmoves","A","symposium","modifiers=symposium;stack_depth=2"
"Symposium Double Over Down","symposium-double-over-down","footbagmoves","A","symposium|dlo-double-down","modifiers=symposium;stack_depth=2"
"Symposium Illusion","symposium-illusion","footbagmoves","A","symposium","modifiers=symposium;stack_depth=1"
"Symposium Paradon","symposium-paradon","footbagmoves","A","symposium","modifiers=symposium;stack_depth=1"
"Symposium Reverse Whirling Swirl","symposium-reverse-whirling-swirl","footbagmoves","C","symposium|whirl-swirl","stack_depth=3;modifiers=symposium|whirling;directionals=reverse"
"Symposium Twirl","symposium-twirl","footbagmoves","A","symposium","modifiers=symposium;stack_depth=1"
"Symposium Whirling Flapper","symposium-whirling-flapper","footbagmoves","A","symposium|whirl-swirl","modifiers=symposium|whirling;stack_depth=2"
"Antisymposium","antisymposium","fborg","D","symposium","doctrine_tokens=antisymposium"
"Backside Symposium Smear (Pixie Symposium Mirage)","backside-symposium-smear-pixie-symposium-mirage","fborg","B","pixie|symposium","match=folk-name-with-parenthetical-reading"
"Backside Symposium Toe Blizzard (Quantum Symposium Illusion)","backside-symposium-toe-blizzard-quantum-symposium-illusion","fborg","B","symposium|quantum","match=folk-name-with-parenthetical-reading"
"Backside Symposium Toe Blur (Quantum Symposium Mirage)","backside-symposium-toe-blur-quantum-symposium-mirage","fborg","B","symposium|quantum","match=folk-name-with-parenthetical-reading"
"Big Apple (Gyro Symposium Torque)","big-apple-gyro-symposium-torque","fborg","B","symposium|gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Blurry Symposium Whirl (Stepping Paradox Symposium Whirl)","blurry-symposium-whirl-stepping-paradox-symposium-whirl","fborg","D","stepping|symposium|whirl-swirl|blurry-furious|paradox","doctrine_tokens=blurry"
"Flail (Symposium Illusion)","flail-symposium-illusion","fborg","B","symposium","match=folk-name-with-parenthetical-reading"
"Flailing (Symposium Reverse Miraging)","flailing-symposium-reverse-miraging","fborg","B","symposium","match=folk-name-with-parenthetical-reading"
"Paratoxic (Paradox Miraging Symposium Whirl)","paratoxic-paradox-miraging-symposium-whirl","fborg","B","symposium|whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Pogo (Symposium Whirling)","pogo-symposium-whirling","fborg","D","symposium|whirl-swirl|pogo","doctrine_tokens=pogo"
"PS Whirl (Paradox Symposium Whirl)","ps-whirl-paradox-symposium-whirl","fborg","B","symposium|whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Superfly (Symposium Barfly)","superfly-symposium-barfly","fborg","B","symposium","match=folk-name-with-parenthetical-reading"
"Surgery (Surging Symposium Reverse Whirl)","surgery-surging-symposium-reverse-whirl","fborg","B","symposium|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Symposium Tomahawk (Ducking Paradox Symposium Whirl)","symposium-tomahawk-ducking-paradox-symposium-whirl","fborg","B","ducking|symposium|whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Voodoo (Paradox Symposium Blur)","voodoo-paradox-symposium-blur","fborg","B","symposium|paradox","match=folk-name-with-parenthetical-reading"
"Whirlwind (Spinning Paradox Symposium Whirl)","whirlwind-spinning-paradox-symposium-whirl","fborg","B","symposium|spinning|whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Witchdoctor (Atomic Symposium Mirage)","witchdoctor-atomic-symposium-mirage","fborg","B","symposium|atomic","match=folk-name-with-parenthetical-reading"
"Atomic far Symp. Double Down","atomic-far-symp-double-down","passback","C","symposium|atomic|dlo-double-down","stack_depth=3;modifiers=atomic;directionals=double|far"
"Atomic far Symp. Whirl","atomic-far-symp-whirl","passback","A","symposium|atomic|whirl-swirl","modifiers=atomic;stack_depth=2"
"Baragging far Symp. Mirage","baragging-far-symp-mirage","passback","A","symposium","stack_depth=1"
"Butterfly Symp. Blink","butterfly-symp-blink","passback","A","symposium","stack_depth=0"
"Butterfly Symp. Twisting near Toe","butterfly-symp-twisting-near-toe","passback","A","symposium","stack_depth=1"
"Clipper Ducking far Symp. Whirl","clipper-ducking-far-symp-whirl","passback","A","ducking|symposium|whirl-swirl","modifiers=ducking;stack_depth=2"
"Clipper far (downtime) Miraging Symp. Mirage","clipper-far-downtime-miraging-symp-mirage","passback","A","symposium","modifiers=miraging;stack_depth=2"
"Clipper far Symp. Double Down","clipper-far-symp-double-down","passback","A","symposium|dlo-double-down","stack_depth=2"
"Clipper near Symp. Double Down","clipper-near-symp-double-down","passback","A","symposium|dlo-double-down","stack_depth=2"
"Flailing far Symp. Mirage","flailing-far-symp-mirage","passback","A","symposium","stack_depth=1"
"Full Symp. Atomsmasher","full-symp-atomsmasher","passback","A","symposium|atomic","stack_depth=0"
"Illusioning far Symp. Butterfly","illusioning-far-symp-butterfly","passback","D","symposium","doctrine_tokens=illusioning"
"Illusioning Symp. Eggbeater","illusioning-symp-eggbeater","passback","D","symposium","doctrine_tokens=illusioning"
"Illusioning Symp. Illusioning Legover","illusioning-symp-illusioning-legover","passback","D","symposium","doctrine_tokens=illusioning"
"Miraging far Symp. Butterfly","miraging-far-symp-butterfly","passback","A","symposium","modifiers=miraging;stack_depth=2"
"Miraging far Symp. Double Down","miraging-far-symp-double-down","passback","C","symposium|dlo-double-down","stack_depth=3;modifiers=miraging;directionals=double|far"
"Miraging far Symp. Whirl","miraging-far-symp-whirl","passback","A","symposium|whirl-swirl","modifiers=miraging;stack_depth=2"
"Miraging Symp. Eggbeater","miraging-symp-eggbeater","passback","A","symposium","modifiers=miraging;stack_depth=1"
"Miraging Symp. Illusion","miraging-symp-illusion","passback","A","symposium","modifiers=miraging;stack_depth=1"
"Miraging Symp.Mirage","miraging-symp-mirage","passback","A","symposium","modifiers=miraging;stack_depth=1"
"Pixie far Symp. Eggbeater","pixie-far-symp-eggbeater","passback","A","pixie|symposium","modifiers=pixie;stack_depth=2"
"Spinning Diving near Symp. Whirl","spinning-diving-near-symp-whirl","passback","A","symposium|spinning|whirl-swirl","modifiers=spinning;stack_depth=2"
"Spinning Ducking far Symp. Whirl","spinning-ducking-far-symp-whirl","passback","C","ducking|symposium|spinning|whirl-swirl","stack_depth=3;modifiers=ducking|spinning;directionals=far"
"Spinning Ducking far Symp.Torque","spinning-ducking-far-symp-torque","passback","C","ducking|symposium|spinning|blender-torque","stack_depth=3;modifiers=ducking|spinning;directionals=far"
"Spinning far Miraging Symp. Miraging Refraction","spinning-far-miraging-symp-miraging-refraction","passback","C","symposium|spinning","stack_depth=3;modifiers=miraging|spinning;directionals=far"
"Spinning far Miraging Symp. Torque","spinning-far-miraging-symp-torque","passback","C","symposium|spinning|blender-torque","stack_depth=3;modifiers=miraging|spinning;directionals=far"
"Spinning far Symp. Torque","spinning-far-symp-torque","passback","A","symposium|spinning|blender-torque","modifiers=spinning;stack_depth=2"
"Spinning far Symp. Whirl","spinning-far-symp-whirl","passback","A","symposium|spinning|whirl-swirl","modifiers=spinning;stack_depth=2"
"Spinning far Symp. Whirling Swirl","spinning-far-symp-whirling-swirl","passback","C","symposium|spinning|whirl-swirl","stack_depth=3;modifiers=spinning|whirling;directionals=far"
"Spinning near Symp. Flux","spinning-near-symp-flux","passback","A","symposium|spinning","modifiers=spinning;stack_depth=2"
"Spinning near Symp. Torque","spinning-near-symp-torque","passback","A","symposium|spinning|blender-torque","modifiers=spinning;stack_depth=2"
"Stepping Ducking far Symp. Eggbeater","stepping-ducking-far-symp-eggbeater","passback","C","ducking|stepping|symposium","stack_depth=3;modifiers=ducking|stepping;directionals=far"
"Stepping far Symp. Double Down","stepping-far-symp-double-down","passback","C","stepping|symposium|dlo-double-down","stack_depth=3;modifiers=stepping;directionals=double|far"
"Stepping far Symp. Whirl","stepping-far-symp-whirl","passback","A","stepping|symposium|whirl-swirl","modifiers=stepping;stack_depth=2"
"Symp. Atomic far Butterfly","symp-atomic-far-butterfly","passback","A","symposium|atomic","modifiers=atomic;stack_depth=2"
"Symp. Butterfly Swirl","symp-butterfly-swirl","passback","A","symposium|whirl-swirl","stack_depth=0"
"Symp. DDD","symp-ddd","passback","A","symposium","stack_depth=0"
"Symp. DLO","symp-dlo","passback","A","symposium|dlo-double-down","stack_depth=0"
"Symp. Eggbeating Mirage","symp-eggbeating-mirage","passback","A","symposium","stack_depth=0"
"Symp. Illusion","symp-illusion","passback","A","symposium","stack_depth=0"
"Symp. Illusioning Illusioning Mirage","symp-illusioning-illusioning-mirage","passback","D","symposium","doctrine_tokens=illusioning"
"Symp. Marius","symp-marius","passback","A","symposium","stack_depth=0"
"Symp. Miraging far Mirage","symp-miraging-far-mirage","passback","A","symposium","modifiers=miraging;stack_depth=2"
"Symp. Mobius","symp-mobius","passback","A","symposium","stack_depth=0"
"Symp. Swirling Gyro Inside","symp-swirling-gyro-inside","passback","A","symposium|gyro-spyro|whirl-swirl","modifiers=gyro;stack_depth=1"
"Symp. Tomahwak","symp-tomahwak","passback","A","symposium","stack_depth=0"
"Symp. Twirl","symp-twirl","passback","A","symposium","stack_depth=0"
"Symp. Whirling far Mirage","symp-whirling-far-mirage","passback","A","symposium|whirl-swirl","modifiers=whirling;stack_depth=2"
"Toe far Symp. Double Down","toe-far-symp-double-down","passback","A","symposium|dlo-double-down","stack_depth=2"
"Toe near Symp. Double Down","toe-near-symp-double-down","passback","A","symposium|dlo-double-down","stack_depth=2"
"Atomic Gyro Symposium Whirl (Crossfire)","atomic-gyro-symposium-whirl-crossfire","stanford","B","symposium|gyro-spyro|atomic|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Atomic Symposium Mirage (Witch Doctor)","atomic-symposium-mirage-witch-doctor","stanford","B","symposium|atomic","match=folk-name-with-parenthetical-reading"
"Atomic Symposium Whirl (Gary Coleman)","atomic-symposium-whirl-gary-coleman","stanford","B","symposium|atomic|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Blazing Symposium Mirage","blazing-symposium-mirage","stanford","A","symposium","modifiers=symposium;stack_depth=1"
"Blurry Symposium DLO","blurry-symposium-dlo","stanford","D","symposium|dlo-double-down|blurry-furious","doctrine_tokens=blurry"
"Blurry Symposium Eggbeater","blurry-symposium-eggbeater","stanford","D","symposium|blurry-furious","doctrine_tokens=blurry"
"Blurry Symposium Mirage (Backside Blur)","blurry-symposium-mirage-backside-blur","stanford","D","symposium|blurry-furious","doctrine_tokens=blurry"
"Blurry Symposium Reverse Whirl","blurry-symposium-reverse-whirl","stanford","D","symposium|whirl-swirl|blurry-furious","doctrine_tokens=blurry"
"Blurry Symposium Whirl (Whirlygig)","blurry-symposium-whirl-whirlygig","stanford","D","symposium|whirl-swirl|blurry-furious","doctrine_tokens=blurry"
"Diving Symposium Mirage","diving-symposium-mirage","stanford","A","symposium","modifiers=symposium;stack_depth=1"
"Diving Symposium Whirl (Symposium Hatchet)","diving-symposium-whirl-symposium-hatchet","stanford","B","symposium|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Ducking Far Symposium Reverse Whirl","ducking-far-symposium-reverse-whirl","stanford","C","ducking|symposium|whirl-swirl","stack_depth=4;modifiers=ducking|symposium;directionals=far|reverse"
"Ducking Symposium Mirage","ducking-symposium-mirage","stanford","A","ducking|symposium","modifiers=ducking|symposium;stack_depth=2"
"Fairy Gyro Symposium Mirage (Backside Torus)","fairy-gyro-symposium-mirage-backside-torus","stanford","B","fairy|symposium|gyro-spyro","match=folk-name-with-parenthetical-reading"
"Fairy Gyro Symposium Torque (Genuphobia)","fairy-gyro-symposium-torque-genuphobia","stanford","B","fairy|symposium|gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Fairy ss Symposium Mirage","fairy-ss-symposium-mirage","stanford","C","fairy|symposium","stack_depth=3;modifiers=fairy|symposium;directionals=ss"
"Fairy ss Symposium Whirl","fairy-ss-symposium-whirl","stanford","C","fairy|symposium|whirl-swirl","stack_depth=3;modifiers=fairy|symposium;directionals=ss"
"Fairy Symposium Mirage (Backside Fear) (Backside Fairy Smasher)","fairy-symposium-mirage-backside-fear-backside-fairy-smasher","stanford","C","fairy|symposium","stack_depth=3;modifiers=fairy|symposium;directionals=backside"
"Fairy Symposium Whirl","fairy-symposium-whirl","stanford","A","fairy|symposium|whirl-swirl","modifiers=fairy|symposium;stack_depth=2"
"Far Symposium Reverse Whirl","far-symposium-reverse-whirl","stanford","C","symposium|whirl-swirl","stack_depth=3;modifiers=symposium;directionals=far|reverse"
"Flailing ss Symposium Mirage (Stampede)","flailing-ss-symposium-mirage-stampede","stanford","B","symposium","match=folk-name-with-parenthetical-reading"
"Flailing ss Symposium Reverse Whirl (Gromitron)","flailing-ss-symposium-reverse-whirl-gromitron","stanford","B","symposium|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Flailing ss Symposium Whirl","flailing-ss-symposium-whirl","stanford","A","symposium|whirl-swirl","modifiers=symposium;stack_depth=2"
"Flailing Symposium Mirage (Atom Bomb)","flailing-symposium-mirage-atom-bomb","stanford","B","symposium|atomic","match=folk-name-with-parenthetical-reading"
"Furious Symposium Eggbeater (Walrus)","furious-symposium-eggbeater-walrus","stanford","D","symposium|blurry-furious","doctrine_tokens=furious"
"Furious Symposium Mirage (Rage)","furious-symposium-mirage-rage","stanford","D","symposium|blurry-furious","doctrine_tokens=furious"
"Gyro Diving Symposium Torque (Red Giant)","gyro-diving-symposium-torque-red-giant","stanford","B","symposium|gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Gyro Diving Symposium Whirl (Colossus)","gyro-diving-symposium-whirl-colossus","stanford","B","symposium|gyro-spyro|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Gyro Shaft (Symposium Bullwhip)","gyro-shaft-symposium-bullwhip","stanford","B","symposium|gyro-spyro","match=folk-name-with-parenthetical-reading"
"Gyro Symposium DLO (Supernova)","gyro-symposium-dlo-supernova","stanford","B","symposium|gyro-spyro|dlo-double-down","match=folk-name-with-parenthetical-reading"
"Gyro Symposium Mirage (Little Apple)","gyro-symposium-mirage-little-apple","stanford","B","symposium|gyro-spyro","match=folk-name-with-parenthetical-reading"
"Gyro Symposium Torque (Big Apple)","gyro-symposium-torque-big-apple","stanford","B","symposium|gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Gyro Symposium Torque Screw (Moirius)","gyro-symposium-torque-screw-moirius","stanford","B","symposium|gyro-spyro|blender-torque","match=folk-name-with-parenthetical-reading"
"Gyro Symposium Whirl","gyro-symposium-whirl","stanford","A","symposium|gyro-spyro|whirl-swirl","modifiers=gyro|symposium;stack_depth=2"
"Illusioning Symposium Mirage (Slaughter)","illusioning-symposium-mirage-slaughter","stanford","D","symposium","doctrine_tokens=illusioning"
"Inspinning Symposium Mirage","inspinning-symposium-mirage","stanford","A","symposium|spinning|inspinning","modifiers=inspinning|symposium;stack_depth=2"
"Inward Gyro Symposium Mirage","inward-gyro-symposium-mirage","stanford","A","symposium|gyro-spyro","modifiers=gyro|symposium;stack_depth=2"
"Miraging Symposium Butterfly (Da Da Curve)","miraging-symposium-butterfly-da-da-curve","stanford","B","symposium","match=folk-name-with-parenthetical-reading"
"Miraging Symposium Mirage (Merlin)","miraging-symposium-mirage-merlin","stanford","B","symposium","match=folk-name-with-parenthetical-reading"
"Nuclear Symposium DLO (Oh Wheely)","nuclear-symposium-dlo-oh-wheely","stanford","D","symposium|dlo-double-down|blurry-furious","doctrine_tokens=nuclear"
"Paradox Miraging Symposium Eggbeater (Armageddon)","paradox-miraging-symposium-eggbeater-armageddon","stanford","B","symposium|paradox","match=folk-name-with-parenthetical-reading"
"Paradox Miraging Symposium Mirage (Voodoo)","paradox-miraging-symposium-mirage-voodoo","stanford","B","symposium|paradox","match=folk-name-with-parenthetical-reading"
"Paradox Symposium Eggbeater (PS Eggbeater)","paradox-symposium-eggbeater-ps-eggbeater","stanford","B","symposium|paradox","match=folk-name-with-parenthetical-reading"
"Paradox Symposium Mirage (PS Mirage)","paradox-symposium-mirage-ps-mirage","stanford","B","symposium|paradox","match=folk-name-with-parenthetical-reading"
"Paradox Symposium Torque (PS Torque)","paradox-symposium-torque-ps-torque","stanford","B","symposium|blender-torque|paradox","match=folk-name-with-parenthetical-reading"
"Paradox Symposium Whirl (PS Whirl)","paradox-symposium-whirl-ps-whirl","stanford","B","symposium|whirl-swirl|paradox","match=folk-name-with-parenthetical-reading"
"Pixie Diving Symposium Mirage","pixie-diving-symposium-mirage","stanford","A","pixie|symposium","modifiers=pixie|symposium;stack_depth=2"
"Pixie Ducking Symposium Mirage (Royal Assassin)","pixie-ducking-symposium-mirage-royal-assassin","stanford","B","ducking|pixie|symposium","match=folk-name-with-parenthetical-reading"
"Pixie Miraging Symposium Eggbeater (Pixie Armageddon)","pixie-miraging-symposium-eggbeater-pixie-armageddon","stanford","B","pixie|symposium","match=folk-name-with-parenthetical-reading"
"Pixie ss Symposium Eggbeater","pixie-ss-symposium-eggbeater","stanford","C","pixie|symposium","stack_depth=3;modifiers=pixie|symposium;directionals=ss"
"Pixie ss Symposium Mirage","pixie-ss-symposium-mirage","stanford","C","pixie|symposium","stack_depth=3;modifiers=pixie|symposium;directionals=ss"
"Pixie ss Symposium Reverse Whirl","pixie-ss-symposium-reverse-whirl","stanford","C","pixie|symposium|whirl-swirl","stack_depth=4;modifiers=pixie|symposium;directionals=reverse|ss"
"Pixie ss Symposium Reverse Whirling XBD Rake","pixie-ss-symposium-reverse-whirling-xbd-rake","stanford","C","pixie|symposium|whirl-swirl|dragon-rake","stack_depth=5;modifiers=pixie|symposium|whirling;directionals=reverse|ss"
"Pixie Symposium Eggbeater (Pandemonium)","pixie-symposium-eggbeater-pandemonium","stanford","B","pixie|symposium","match=folk-name-with-parenthetical-reading"
"Pixie Symposium Mirage (Backside Smear)","pixie-symposium-mirage-backside-smear","stanford","B","pixie|symposium","match=folk-name-with-parenthetical-reading"
"Pixie Symposium Reverse Whirl","pixie-symposium-reverse-whirl","stanford","C","pixie|symposium|whirl-swirl","stack_depth=3;modifiers=pixie|symposium;directionals=reverse"
"Pixie Symposium Whirl","pixie-symposium-whirl","stanford","A","pixie|symposium|whirl-swirl","modifiers=pixie|symposium;stack_depth=2"
"Pixie Symposium Whirling Swirl (Croissant)","pixie-symposium-whirling-swirl-croissant","stanford","B","pixie|symposium|whirl-swirl","match=folk-name-with-parenthetical-reading"
"Pixie Weaving Symposium Mirage","pixie-weaving-symposium-mirage","stanford","D","pixie|symposium|weaving","doctrine_tokens=weaving"
"Pixie Zulu Symposium Mirage","pixie-zulu-symposium-mirage","stanford","A","pixie|symposium","modifiers=pixie|symposium;stack_depth=2"
"Pogo ss Symposium Mirage","pogo-ss-symposium-mirage","stanford","D","symposium|pogo","doctrine_tokens=pogo"
