source,move_name,technical_name,token_count,modifier_count,positional_count,quantifier_count,terminal_token,terminal_class,has_temporal_flag,has_q4_blocked_token,has_operational_leak,source_adds,derived_adds
footbagmoves,Conniption City,Quantum Symposium Mirage,3,2,0,0,Mirage,base_or_unknown,no,no,no,5,5
footbagmoves,Cristal,Quantum Ducking Whirl,3,2,0,0,Whirl,base_or_unknown,no,no,no,6,6
footbagmoves,Cristal,Quantum Ducking Whirl,3,2,0,0,Whirl,base_or_unknown,no,no,no,6,6
footbagmoves,Croissant,Pixie Symposium Whirling Swirl,4,3,0,0,Swirl,base_or_unknown,no,no,no,6,6
footbagmoves,Croxton,Jolimont ss Mirage,3,2,1,0,Mirage,base_or_unknown,no,yes,no,5,5
footbagmoves,Cyborg,Stepping Ducking Far Butterfly Swirl,5,3,1,0,Swirl,base_or_unknown,no,no,no,6,6
footbagmoves,Cyclone,Shooting Gyro Mirage,3,1,0,0,Mirage,base_or_unknown,no,yes,no,5,5
footbagmoves,Dada Curve,Miraging Symple Butterfly,3,2,0,0,Butterfly,base_or_unknown,no,no,no,4,4
footbagmoves,Dark Avenue,Fairy Diving Butterfly,3,1,0,0,Butterfly,base_or_unknown,no,yes,no,5,5
footbagmoves,Darkwalk,Pixie Diving Butterfly,3,1,0,0,Butterfly,base_or_unknown,no,no,no,5,5
footbagmoves,Dellusion,Double Illusion,2,0,0,1,Illusion,base_or_unknown,no,no,no,4,4
footbagmoves,Desien,Sailing Butterfly,2,1,0,0,Butterfly,base_or_unknown,no,no,no,5,5
footbagmoves,Dimwalk,Pixie Butterfly,2,1,0,0,Butterfly,base_or_unknown,no,no,no,4,4
footbagmoves,Dolomite,Symposium Paradon,2,1,0,0,Paradon,base_or_unknown,no,no,no,5,5
footbagmoves,Dominatrix,Sailing Mirage,2,1,0,0,Mirage,base_or_unknown,no,no,no,5,5
footbagmoves,Dorshanatrix,Railing Symposium Mirage,3,2,0,0,Mirage,base_or_unknown,no,yes,no,7,7
footbagmoves,Dorshatrix,Railing Mirage,2,1,0,0,Mirage,base_or_unknown,no,yes,no,6,6
footbagmoves,Double Helix,Symposium Reverse Whirling Swirl,4,3,0,0,Swirl,base_or_unknown,no,no,no,5,5
footbagmoves,Down Diver,Diving Down Double Down,4,0,0,1,Down,base_or_unknown,no,no,no,5,5
footbagmoves,Down Double Down,Clipper set ss Double Over Down,6,2,2,1,Down,base_or_unknown,no,no,no,4,4
footbagmoves,Downward Spiral,Phasing ss Dyno,3,2,1,0,Dyno,base_or_unknown,no,no,no,6,6
footbagmoves,Dragonstein,Double Swirl Dragon,3,1,0,1,Dragon,q4_blocked,no,yes,no,4,4
footbagmoves,Dragster,Miraging Dragon,2,2,0,0,Dragon,q4_blocked,no,yes,no,3,3
footbagmoves,Drifter,Miraging Clipper,2,1,0,0,Clipper,surface,no,no,no,3,3
footbagmoves,Drifter (same-side),Miraging Clipper,2,1,0,0,Clipper,surface,no,no,no,3,3
footbagmoves,Dwirl,Double Twirl,2,0,0,1,Twirl,base_or_unknown,no,no,no,6,6
footbagmoves,Dyno (far),Reverse Blender,2,1,0,0,Blender,base_or_unknown,no,no,no,4,4
footbagmoves,Dyno (same side),Reverse Blender,2,1,0,0,Blender,base_or_unknown,no,no,no,4,4
footbagmoves,E-Walk,Frantic Butterfly,2,1,0,0,Butterfly,base_or_unknown,no,no,no,5,5
footbagmoves,Eggbeater,Illusioning Legover,2,0,0,0,Legover,base_or_unknown,no,no,no,3,3
footbagmoves,Eggplant,Atomic Legover,2,1,0,0,Legover,base_or_unknown,no,no,no,3,3
footbagmoves,Ego,Atomic Ducking Whirl,3,2,0,0,Whirl,base_or_unknown,no,no,no,6,6
footbagmoves,Enterrage,Terraging Legover,2,1,0,0,Legover,base_or_unknown,no,yes,no,4,4
footbagmoves,Fairy Beater,Fairy Butterfly,2,1,0,0,Butterfly,base_or_unknown,no,yes,no,4,4
footbagmoves,Fairy Symposium Mirage,Fairy Flail,2,1,0,0,Flail,base_or_unknown,no,yes,no,4,
footbagmoves,Fairy Tale,Fairy Spinning Double Over Down,5,2,0,1,Down,base_or_unknown,no,yes,no,6,6
footbagmoves,Fear,Fairy Mirage,2,1,0,0,Mirage,base_or_unknown,no,yes,no,3,3
footbagmoves,Fender,Fairy Blender,2,1,0,0,Blender,base_or_unknown,no,yes,no,5,5
footbagmoves,Fender Bender,Fairy Ducking Blender,3,2,0,0,Blender,base_or_unknown,no,yes,no,6,6
footbagmoves,Feral,Fairy Whirl,2,1,0,0,Whirl,base_or_unknown,no,yes,no,4,4
footbagmoves,Ferocious,Fairy Osis,2,1,0,0,Osis,base_or_unknown,no,yes,no,4,4
footbagmoves,Firefly,Butterfly Dragon,2,1,0,0,Dragon,q4_blocked,no,yes,no,3,3
footbagmoves,Firewalk,Flaring Butterfly,2,0,0,0,Butterfly,base_or_unknown,no,no,no,5,5
footbagmoves,Fission,Furious Illusion,2,1,0,0,Illusion,base_or_unknown,no,yes,no,6,6
footbagmoves,Flail,Symposium Illusion,2,1,0,0,Illusion,base_or_unknown,no,no,no,3,3
footbagmoves,Flaming Homer,Fairy ss Eggbeater,3,2,1,0,Eggbeater,base_or_unknown,no,yes,no,4,4
footbagmoves,Flaming Tard,Stepping Eggbeater,2,1,0,0,Eggbeater,base_or_unknown,no,no,no,4,4
footbagmoves,Flipwalk,Dragon set Stepping op Firewalk,5,4,2,0,Firewalk,base_or_unknown,no,yes,no,4,4
footbagmoves,Floatation,Floating Butterfly,2,0,0,0,Butterfly,base_or_unknown,no,no,no,7,7
footbagmoves,Flog,Fairy Double Legover,3,1,0,1,Legover,base_or_unknown,no,yes,no,4,4
footbagmoves,Flurricane,Gyro Flurry,2,1,0,0,Flurry,base_or_unknown,no,yes,no,5,4
footbagmoves,Flurry,Barraging Legover,2,1,0,0,Legover,base_or_unknown,no,yes,no,4,4
footbagmoves,Flurry (toe set),Barraging Legover,2,1,0,0,Legover,base_or_unknown,no,yes,no,4,4
footbagmoves,Flux,Reverse Torque,2,1,0,0,Torque,base_or_unknown,no,no,no,4,4
footbagmoves,Flying Fish,Railing Ducking Mirage,3,2,0,0,Mirage,base_or_unknown,no,yes,no,7,7
footbagmoves,Fog,Blurry Double Legover,3,1,0,1,Legover,base_or_unknown,no,no,no,5,5
footbagmoves,Food Processor,Blurry Blender,2,1,0,0,Blender,base_or_unknown,no,no,no,6,6
footbagmoves,Forque,Fairy Torque,2,1,0,0,Torque,base_or_unknown,no,yes,no,5,5
footbagmoves,Forquelift,Fairy Ducking Torque,3,2,0,0,Torque,base_or_unknown,no,yes,no,6,6
footbagmoves,Fracture,Sailing ss Double Legover,4,2,1,1,Legover,base_or_unknown,no,no,no,5,5
footbagmoves,Frankenstein,Phasing ss Swirl,3,2,1,0,Swirl,base_or_unknown,no,no,no,5,5
footbagmoves,Freak,Fairy Crossbody Rake,3,1,0,0,Rake,base_or_unknown,no,yes,no,4,4
footbagmoves,Frenzy,Frantic Mirage,2,1,0,0,Mirage,base_or_unknown,no,no,no,5,5
footbagmoves,Fudge,Fairy Illusion,2,1,0,0,Illusion,base_or_unknown,no,yes,no,3,3
footbagmoves,Fume,Fairy Drifter,2,1,0,0,Drifter,base_or_unknown,no,yes,no,4,4
footbagmoves,Furnace,Hopover Swirl Dragon,3,1,0,0,Dragon,q4_blocked,no,yes,no,4,3
footbagmoves,Fury,Furious Mirage,2,1,0,0,Mirage,base_or_unknown,no,yes,no,6,6
footbagmoves,Fusion,Atomic Double Over Down,4,1,0,1,Down,base_or_unknown,no,no,no,5,6
footbagmoves,G.Y.B.A.S.,Stepping Far Dyno,3,2,1,0,Dyno,base_or_unknown,no,no,no,5,5
footbagmoves,Gangsta Party,Spinning Ducking Paradox Blender,4,3,0,0,Blender,base_or_unknown,no,no,no,7,7
footbagmoves,Gary Coleman,Atomic Symposium Whirl,3,2,0,0,Whirl,base_or_unknown,no,no,no,6,6
footbagmoves,Gauntlet,Blurry Ducking Torque,3,2,0,0,Torque,base_or_unknown,no,no,no,7,7
footbagmoves,Genesis,Furious Whirl,2,1,0,0,Whirl,base_or_unknown,no,yes,no,7,7
footbagmoves,Genuphobia,Fairy Spyro Symposium Torque,4,3,0,0,Torque,base_or_unknown,no,yes,no,7,7
footbagmoves,Gilan,Pixie Gyro Double Legover,4,2,0,1,Legover,base_or_unknown,no,yes,no,5,5
footbagmoves,Glaucoma,Fairy ss Double Legover,4,2,1,1,Legover,base_or_unknown,no,yes,no,4,4
footbagmoves,Godzilla,Nuclear ss Dyno,3,2,1,0,Dyno,base_or_unknown,no,no,no,5,5
footbagmoves,Golden Shower,Blurry Ducking Eggbeater,3,2,0,0,Eggbeater,base_or_unknown,no,no,no,6,6
footbagmoves,Goliath,Pixie Ducking Double Legover,4,2,0,1,Legover,base_or_unknown,no,no,no,5,5
footbagmoves,Grave Digger,Stepping Torque,2,1,0,0,Torque,base_or_unknown,no,no,no,5,5
footbagmoves,Grifter,Reverse Drifter,2,1,0,0,Drifter,base_or_unknown,no,no,no,3,3
footbagmoves,Grifter (same side),Reverse Drifter,2,1,0,0,Drifter,base_or_unknown,no,no,no,3,3
footbagmoves,Guillotine,Fairy Ducking Mirage,3,2,0,0,Mirage,base_or_unknown,no,yes,no,4,4
footbagmoves,Hatchet,Diving Whirl,2,0,0,0,Whirl,base_or_unknown,no,no,no,4,4
footbagmoves,Haze,Stepping Double Legover,3,1,0,1,Legover,base_or_unknown,no,no,no,4,4
footbagmoves,Heart,Pixie Quantum Double Over Down Swirl,6,2,0,1,Swirl,base_or_unknown,no,no,no,6,
footbagmoves,High Plains Drifter,Double Drifter,2,0,0,1,Drifter,base_or_unknown,no,no,no,4,4
footbagmoves,Hurl,Nuclear ss Whirl,3,2,1,0,Whirl,base_or_unknown,no,no,no,4,4
footbagmoves,Icarus,Atomic Ducking Torque,3,2,0,0,Torque,base_or_unknown,no,no,no,7,7
footbagmoves,Icon,Inspinning Legover,2,1,0,0,Legover,base_or_unknown,no,no,no,3,3
footbagmoves,Ill Frenzy,Frootie Illusion,2,0,0,0,Illusion,base_or_unknown,no,no,no,6,6
footbagmoves,Irish Cream,Neutron Torque,2,1,0,0,Torque,base_or_unknown,no,yes,no,6,6
footbagmoves,Irish Spring,Neutron Drifter,2,1,0,0,Drifter,base_or_unknown,no,yes,no,5,5
footbagmoves,Jacknife,Stepping Diving Butterfly,3,1,0,0,Butterfly,base_or_unknown,no,no,no,5,5
footbagmoves,Janiwalker,Barraging Butterfly,2,1,0,0,Butterfly,base_or_unknown,no,yes,no,5,5
footbagmoves,Joan,Sailing Gyro Pickup,3,2,0,0,Pickup,base_or_unknown,no,yes,no,5,5
footbagmoves,Johny Quest,Neutron Mirage,2,1,0,0,Mirage,base_or_unknown,no,yes,no,4,4
footbagmoves,Johny Vodka,Pyro Torque,2,0,0,0,Torque,base_or_unknown,no,no,no,6,6
footbagmoves,Juggernaut,Fairy Symposium Eggbeater,3,2,0,0,Eggbeater,base_or_unknown,no,yes,no,5,4
footbagmoves,Juno Reactor,Sailing Whirl,2,1,0,0,Whirl,base_or_unknown,no,no,no,6,6
footbagmoves,Kill Frenzy,Frootie Mirage,2,0,0,0,Mirage,base_or_unknown,no,no,no,6,6
footbagmoves,Kiss Of The Scorpion,Pixie Spinning Double Over Down,5,2,0,1,Down,base_or_unknown,no,no,no,6,6
footbagmoves,Kiwi,Tapping Double Over Down,4,1,0,1,Down,base_or_unknown,no,no,no,6,6
footbagmoves,Kyttyrä,Far Whirling Bent Symposium Swirling Osis,6,3,1,0,Osis,base_or_unknown,no,no,no,7,
footbagmoves,Lawnmoir,Slicing Butterfly,2,1,0,0,Butterfly,base_or_unknown,no,no,no,5,5
footbagmoves,Leaning Jowler,Leaning ss Mirage,3,2,1,0,Mirage,base_or_unknown,no,no,no,4,4
footbagmoves,Legbeater,Atomic Butterfly,2,1,0,0,Butterfly,base_or_unknown,no,no,no,4,4
footbagmoves,Legbreaker,Flailing Butterfly,2,1,0,0,Butterfly,base_or_unknown,no,yes,no,5,5
footbagmoves,Legeater,Quantum Pickup,2,1,0,0,Pickup,base_or_unknown,no,no,no,3,3
footbagmoves,Legfreezer,Frozen Butterfly,2,0,0,0,Butterfly,base_or_unknown,no,no,no,4,4
footbagmoves,Leviathan,Stepping Ducking Far Double Over Down,6,3,1,1,Down,base_or_unknown,no,no,no,6,6
footbagmoves,Liquifier,Splicing ss Blender,3,2,1,0,Blender,base_or_unknown,no,yes,no,7,7
footbagmoves,Little Apple,Spyro Symposium Mirage,3,2,0,0,Mirage,base_or_unknown,no,yes,no,4,4
footbagmoves,Locomotion,Stepping Far Motion,3,2,1,0,Motion,base_or_unknown,no,no,no,6,6
footbagmoves,Lotus,Spinning Pdx Drifter,3,1,0,0,Drifter,base_or_unknown,no,no,yes,5,5
footbagmoves,MXZYPTLK,Bubba Butterfly,2,1,0,0,Butterfly,base_or_unknown,no,yes,no,4,
footbagmoves,Macon Bacon,Leaning Osis,2,1,0,0,Osis,base_or_unknown,no,no,no,5,5
footbagmoves,Maelstrom,Spinning Ducking Paradox Whirl,4,3,0,0,Whirl,base_or_unknown,no,no,no,6,6
footbagmoves,Magellan,Pixie Legover (same side),2,1,0,0,Legover,base_or_unknown,no,no,no,3,3
footbagmoves,Majello,Pixie ss Dyno,3,2,1,0,Dyno,base_or_unknown,no,no,no,5,5
footbagmoves,Mantis,Gyro Eggbeater,2,1,0,0,Eggbeater,base_or_unknown,no,yes,no,4,4
footbagmoves,Margaritaville,Surging Paradox Blender,3,2,0,0,Blender,base_or_unknown,no,yes,no,7,7
footbagmoves,Marius,Spinning Paradox Torque,3,2,0,0,Torque,base_or_unknown,no,no,no,6,6
footbagmoves,Massacre,Bubba Paradox Flail,3,2,0,0,Flail,base_or_unknown,no,yes,no,6,6
footbagmoves,Matador,Nuclear Butterfly,2,1,0,0,Butterfly,base_or_unknown,no,no,no,5,5
footbagmoves,Maverick,Pixie ss Osis,3,2,1,0,Osis,base_or_unknown,no,no,no,4,4
footbagmoves,Merkon,Spinning Legover,2,1,0,0,Legover,base_or_unknown,no,no,no,3,3
footbagmoves,Merlin,Miraging Symposium Mirage,3,2,0,0,Mirage,base_or_unknown,no,no,no,5,5
footbagmoves,Mind Bender,Ducking Paradox Blender,3,2,0,0,Blender,base_or_unknown,no,no,no,6,6
footbagmoves,Mobius,Gyro Torque,2,1,0,0,Torque,base_or_unknown,no,yes,no,5,5
footbagmoves,Moby Dick,Gyro Torquescrew,2,1,0,0,Torquescrew,base_or_unknown,no,yes,no,6,6
footbagmoves,Mofly,Miraging Symposium Double Over Down,5,2,0,1,Down,base_or_unknown,no,no,no,6,6
footbagmoves,Moirius,Spyro Symposium Torquescrew,3,2,0,0,Torquescrew,base_or_unknown,no,yes,no,7,7
footbagmoves,Montage,Spinning Ducking Paradox Symposium Whirl,5,4,0,0,Whirl,base_or_unknown,no,no,no,7,7
footbagmoves,Morpheus,Spinning Ducking Paradox Drifter,4,3,0,0,Drifter,base_or_unknown,no,no,no,6,6
footbagmoves,Motion,Double Over Downing Osis,4,0,0,1,Osis,base_or_unknown,no,no,no,5,5
footbagmoves,Motion Sickness,Spinning Motion,2,1,0,0,Motion,base_or_unknown,no,no,no,6,6
footbagmoves,Muerto,Fairy ss Torque,3,2,1,0,Torque,base_or_unknown,no,yes,no,5,5
footbagmoves,Mullet,Ducking Paradox Symposium Whirl,4,3,0,0,Whirl,base_or_unknown,no,no,no,6,6
footbagmoves,Nallegam,Fairy Pickup (same side),2,1,0,0,Pickup,base_or_unknown,no,yes,no,3,3
footbagmoves,Nebula,Furious Double Legover,3,1,0,1,Legover,base_or_unknown,no,yes,no,7,7
footbagmoves,Nemesis,Barraging Barfly,2,1,0,0,Barfly,base_or_unknown,no,yes,no,6,7
footbagmoves,Nemesis Swirl,Barraging Barfly Swirl,3,1,0,0,Swirl,base_or_unknown,no,yes,no,7,
footbagmoves,Neutron Smasher,Neutron Mirage,2,1,0,0,Mirage,base_or_unknown,no,yes,no,4,4
footbagmoves,Nobius,Surging ss Osis,3,2,1,0,Osis,base_or_unknown,no,yes,no,5,5
footbagmoves,Nova,Symposium Double Legover,3,1,0,1,Legover,base_or_unknown,no,no,no,4,4
footbagmoves,Nullwalk,Null Butterfly,2,0,0,0,Butterfly,base_or_unknown,no,no,no,5,5
footbagmoves,Ocean,Toe set os Double Over Downing Osis,7,2,2,1,Osis,base_or_unknown,no,no,no,5,5
footbagmoves,Odula,Blurry Zulu Blender,3,1,0,0,Blender,base_or_unknown,no,no,no,7,7
footbagmoves,Oh Wheely,Nuclear Nova,2,1,0,0,Nova,base_or_unknown,no,no,no,7,7
footbagmoves,Omelette,Atomic Illusion,2,1,0,0,Illusion,base_or_unknown,no,no,no,4,4
footbagmoves,Omelette Du Fromage,Railing Illusion,2,1,0,0,Illusion,base_or_unknown,no,yes,no,6,6
footbagmoves,Original Barroque,Double Torque,2,0,0,1,Torque,base_or_unknown,no,no,no,5,5
footbagmoves,Orpheus,Toe set ss Triple Over Down,6,2,2,1,Down,base_or_unknown,no,no,no,6,6
footbagmoves,Osmosis,Slapping Osis,2,0,0,0,Osis,base_or_unknown,no,no,no,4,4
footbagmoves,Overlord,Pixie Spinning Paradox Blender,4,3,0,0,Blender,base_or_unknown,no,no,no,7,7
footbagmoves,POD,Pixie ss Double Over Down,5,2,1,1,Down,base_or_unknown,no,no,no,5,5
footbagmoves,Pandemonium,Pixie Symposium Eggbeater,3,2,0,0,Eggbeater,base_or_unknown,no,no,no,5,5
footbagmoves,Pandora`s Box,Gyro Pickup,2,1,0,0,Pickup,base_or_unknown,no,yes,no,3,3
footbagmoves,Paradon,Toe set os Double Over Down,6,2,2,1,Down,base_or_unknown,no,no,no,4,4
footbagmoves,Parallax,Gyro Legover,2,1,0,0,Legover,base_or_unknown,no,yes,no,3,3
footbagmoves,Paratoxic,Paradox Toxic,2,1,0,0,Toxic,base_or_unknown,no,no,no,6,7
footbagmoves,Park Avenue,Fairy ss Butterfly,3,2,1,0,Butterfly,base_or_unknown,no,yes,no,4,4
footbagmoves,Parkwalk,Pixie Butterfly (same side),2,1,0,0,Butterfly,base_or_unknown,no,no,no,4,4
footbagmoves,Paste,Pixie Pickup,2,1,0,0,Pickup,base_or_unknown,no,no,no,3,3
