person_id,person_name,country,first_year,last_year,event_count,placement_count,bap_member,bap_nickname,bap_induction_year,fbhof_member,fbhof_induction_year,freestyle_sequences,freestyle_max_add,freestyle_unique_tricks,freestyle_diversity_ratio,signature_trick_1,signature_trick_2,signature_trick_3
e881c68e-e8fd-52ad-88eb-666f12a5d931,Alexandre Kègle,,,,1,1,0,,,0,,,,,,,,
c02d6a7b-4eea-5239-ae0d-bec0dec69138,Alexandre Vannier,France,2006,2007,2,2,0,,,0,,,,,,,,
49907040-6c5c-54f3-b204-61a054f34d51,Alexey Antipov,Denmark,2012,2015,4,8,0,,,0,,,,,,,,
05a8ac04-dfbc-5bb7-b243-287c2245cbff,Alexey Tushkanov,Finland,2005,2005,1,2,0,,,0,,,,,,,,
94367565-dde4-55fe-ac20-4d82633e48f8,Alexi Deschenes,,,,,,,,,,,,,,,,,
17e76e3f-5fe7-5f2a-b8ec-9c3e80ed5a57,Alexie Deschenes,,,,,,,,,,,,,,,,,
36d4efc8-fa91-53f3-a2af-b946670542d6,Alexis,,,,,,,,,,,,,,,,,
280d54cc-376d-50b3-b65b-653dcacedd6c,Alexis Cańas,,,,,,,,,,,,,,,,,
c3906e8d-1931-5efe-bce0-eaf07aa5d182,Alexis Dechenes,,,,,,,,,,,,,,,,,
eadbfbfb-8734-5747-9c19-9c63b88f2759,Alexis Deschene,,,,,,,,,,,,,,,,,
4f763ef4-fb7b-5fcb-9883-988370e20b2e,Alexis Deschenes,United States,1997,2011,44,89,0,,,0,,,,,,,,
0c83cb20-97ad-5f3a-a3d3-fd9059d07720,Alexis Deschennes,,,,,,,,,,,,,,,,,
a4e7378d-50f1-50e8-8bca-d476e2d1a81f,Alexis Deschènes,,,,,,,,,,,,,,,,,
71558ce2-cab4-5114-b633-253d79e6943b,Alexis Deschęnes,,,,,,,,,,,,,,,,,
c6a8f687-d336-5460-b2b5-10d103c26ec6,Alexis Leclerc,Canada,2008,2008,1,1,0,,,0,,,,,,,,
1edd7e14-02ad-519e-8bdd-582535a887fd,Ale¹ Pelko,,,,,,,,,,,,,,,,,
5b7e84f1-7224-5ed3-bfc8-24b15faa4fae,Aleš Zelinka,,,,,,,,,,,,,,,,,
283f8e77-8a3b-53eb-b517-c85fe02fe5c2,Alfredo Rebolledo,Venezuela,2009,2009,1,1,0,,,0,,,,,,,,
f1fdd6e9-0594-582f-85bc-fdaf819ac62e,Ali Dastrandj,,,,,,,,,,,,,,,,,
e2a90d21-3f84-5e96-b568-8750b69ca493,Ali Djastranj,Austria,2002,2007,7,10,0,,,0,,,,,,,,
24c82c78-29ee-5a20-a93d-505d50a28d0c,Alison Smith,,,,3,5,0,,,0,,,,,,,,
be733240-4c4d-553c-9df4-4c47b38a19e4,Allan Haggett,Canada,2000,2003,4,6,1,Allan,2001,0,,,,,,,,
64472889-80b6-5457-a226-8aa66fa810fd,Allan Petersen,United States,1985,2000,5,8,0,,,1,2002,,,,,,,
32f38ace-195a-57db-baac-2af60f22f858,Allan Petersen (Denmark) and,,,,,,,,,,,,,,,,,
2ffa9d66-7e6c-5044-bcbe-7e448a973528,Allen Gumasing Paule,France,2024,2025,3,6,0,,,0,,,,,,,,
66b159b0-39cb-5ddc-b1df-fc2dfeba0b02,Allen PAULE,France,2019,2025,3,6,0,,,0,,,,,,,,
c681239f-a448-5e33-88bc-259a6aa87105,Allen Petersen,,,,,,,,,,,,,,,,,
9f78fe69-1a0c-57be-a6eb-2c8e08f6ceac,Allen Sneed,,,,0,0,0,,,0,,1,8.0,3,1.0,ducking clipper,butterfly,pickup
94268745-981c-502f-86e4-008bf3edd20c,Allen Tai,United States,2001,2001,1,1,0,,,0,,,,,,,,
9437b458-a15b-5185-a9ce-9f1fd40094dc,Allison Smith,,,,1,2,0,,,0,,,,,,,,
ff61e6f1-ddee-5f7d-aa31-7b689d602033,Alpine Smog,,,,1,1,0,,,0,,,,,,,,
54921e82-57a6-55ce-bc52-aa7218fc6c4f,Alpine Whirlgig,,,,,,,,,,,,,,,,,
dd2a80e1-f668-5a5e-913a-77b16e5d48a7,Alvaro Manzanero Alfinger,Venezuela,2013,2013,3,5,0,,,0,,,,,,,,
c7a70924-e2dd-5fb8-9945-ebc38569fecf,Alvaro Martinez Junca,Venezuela,2007,2008,2,6,0,,,0,,,,,,,,
5a919b4d-96e9-505a-b3dd-9327c53bda2d,Alvaro Zamora,,,,,,,,,,,,,,,,,
6e1b0db3-cea0-598f-a6a4-b099fe5c8161,Amaya Straeten,France,2006,2014,32,55,0,,,0,,,,,,,,
65fcd1f2-afba-542d-926c-01e1225078d3,Amber Ott,United States,1998,1998,1,1,0,,,0,,,,,,,,
ec7767d7-68ca-54b7-be16-a0beef796b85,Amelie Beck,,,,,,,,,,,,,,,,,
ed638858-3da2-5302-8a94-6eef9dd674a1,Amelie Jolicoeur,Canada,1998,1998,2,2,0,,,0,,,,,,,,
e81912f2-3801-51ab-b228-9d7f65999f74,Amos Schumacher,United States,1997,2000,2,2,0,,,0,,,,,,,,
ecf5bb08-8088-5a0d-b236-3eb837afc74e,Amy Noller,United States,2000,2001,6,8,0,,,0,,,,,,,,
7d915cea-c796-5579-830e-2c5e53e4ac44,Amy Westberg,United States,1997,2000,35,71,0,,,1,2016,,,,,,,
8ba74bd8-707e-5bb4-8262-4619fd7224c9,Amy Westberg (Chandler,,,,,,,,,,,,,,,,,
b1c0d55c-d633-58ca-b18e-4ef0373e50d9,Amélie Beck,United States,2019,2019,2,4,0,,,0,,,,,,,,
ee50c606-ce87-50bb-bfd4-2e3c53e14ede,Ander López,Spain,2019,2025,4,5,0,,,0,,,,,,,,
5409d10e-6c5f-567c-a9a0-f61f5876885c,Anderson Carrero,Venezuela,2010,2010,2,3,0,,,0,,,,,,,,
e361a088-0b37-54f8-8b09-98b5905a68eb,Andi Beimel,,,,2,2,0,,,0,,,,,,,,
4e1c958c-d90c-5612-9018-6f207cd303fa,Andi Erromo,Spain,2020,2023,4,5,0,,,0,,,,,,,,
6de1e9ce-89dd-5664-ae90-0f75bfdbb5f4,Andi N.,Germany,2013,2013,1,1,0,,,0,,,,,,,,
a2c957e1-37e5-5734-b559-09cd5adb46fc,Andi Navratilova Nawrath,Germany,2016,2016,1,1,0,,,0,,,,,,,,
714f736c-1a9b-5ec2-ac2d-a5d54cc36f3c,Andi Wolff,Germany,2004,2025,16,21,0,,,0,,,,,,,,
ad171a1d-399c-590c-a7ed-b87d688ca54d,Andr Lemaire,,,,,,,,,,,,,,,,,
29e333d0-081f-59d0-8316-860ee8172463,Andras Horvath,Austria,2010,2011,2,4,0,,,0,,,,,,,,
9a43cca6-6946-55c2-b030-8c606f7c4910,Andre Buchmann,Germany,2006,2006,1,1,0,,,0,,,,,,,,
f072a304-13d8-5ce1-a508-0be73520d38a,Andre Lemaire (Vancouver,,,,,,,,,,,,,,,,,
d89fb4a8-445e-5a3b-8634-420b1d4d88f7,Andre Peńa,,,,,,,,,,,,,,,,,
44324a43-a589-59bc-8988-02ca47c7f0cf,Andreas Beimel,Germany,2016,2025,11,17,0,,,0,,,,,,,,
0b36838e-ef53-5c81-adf5-5dda95b42e84,Andreas Grandi Peier,France,2008,2008,1,3,0,,,0,,,,,,,,
38c0f384-29fa-5cd9-b3e7-707e76e7aa9a,Andreas Hoffmann,Austria,2009,2018,10,19,0,,,0,,1,11.0,4,1.0,ducking butterfly,butterfly,dimwalk
257613b6-c90e-5b73-b80f-68aeea73f376,Andreas Kaefer,,,,,,,,,,,,,,,,,
b4d3857a-5a59-5e4f-8756-766f9defcce8,Andreas Käfer,Germany,2007,2013,11,19,0,,,0,,,,,,,,
4beb2ce2-19e8-5443-9b5b-e221febea787,Andreas Nawrath,Germany,2011,2025,35,72,0,,,0,,4,13.0,11,0.846,blurry whirl,butterfly,paradox whirl
1df65a5e-fdb5-5385-a31e-4ac28b916b28,Andreas Peier,Switzerland,2005,2013,6,6,0,,,0,,,,,,,,
a03090dc-7534-5454-aab3-f3a074f67d33,Andreas Wolff,France,2002,2018,63,115,0,,,0,,,,,,,,
4f8c0a9f-96b9-5af4-bf86-8c53b901bb59,Andreina Peña,,,,,,,,,,,,,,,,,
61710379-9792-5e1e-9c97-b20b7307a999,Andres Arce,Colombia,2012,2012,1,1,0,,,0,,,,,,,,
