event_id,discipline,placement,participant_order,display_name,player_name_raw,person_id,team_person_key,resolution_status,data_source
1982_worlds,Mixed Dbls Net,1,2,Alex Frazier,Alex Frazier,1f2d14aa-31e7-5d1f-a338-9ae43af68af5,,MATCHED,PRE1997
1982_worlds,Mixed Dbls Net,2,1,Bill Hayne,Billy Hayne,92b0ee3b-efaa-545a-b07e-30ab6d8ebeb0,,AUTOACCEPTED,PRE1997
1982_worlds,Mixed Dbls Net,2,2,Cheryl Hughes,Cheryl Hughes,cfcef53f-670c-5721-b206-1ebe7d63987c,,MATCHED,PRE1997
1982_worlds,Mixed Dbls Net,3,1,Greg Cortopassi,Greg Cortopassi,bf5ce187-5cac-52fc-be9b-ba22c5c6fc01,,MATCHED,PRE1997
1982_worlds,Mixed Dbls Net,3,2,Rita Buckley,Rita Buckley,2b77bf53-5fb8-57a3-a5c0-aa9b0b08434e,,MATCHED,PRE1997
1982_worlds,Open Sgls Consecutive,1,1,Kenneth Shults,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,MATCHED,PRE1997
1982_worlds,Open Sgls Consecutive,2,1,Andy Linder,Andy Linder,64a7a989-aa2c-5a58-b141-e8378be4a962,,MATCHED,PRE1997
1982_worlds,Open Sgls Consecutive,3,1,Gary Lautt,Gary Laut,66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14,,AUTOACCEPTED,PRE1997
1982_worlds,Open Golf,1,1,Mike Harding,Mike Harding,d75b5871-83c1-5284-b09d-a5eb5d4377dd,,MATCHED,PRE1997
1982_worlds,Open Golf,2,1,Kenneth Shults,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,MATCHED,PRE1997
1982_worlds,Open Golf,3,1,Greg Cortopassi,Greg Cortopassi,bf5ce187-5cac-52fc-be9b-ba22c5c6fc01,,MATCHED,PRE1997
1983_worlds_nhsa,Open Sgls Net,1,1,Mag Hughes,Mag Hughes,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,,MATCHED,PRE1997
1983_worlds_nhsa,Open Sgls Net,2,1,Kenneth Shults,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,MATCHED,PRE1997
1983_worlds_nhsa,Open Sgls Net,3,1,Dave Robinson,Dave Robinson,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,,MATCHED,PRE1997
1983_worlds_nhsa,Open Dbls Net,1,1,Mag Hughes,Mag Hughes,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,,MATCHED,PRE1997
1983_worlds_nhsa,Open Dbls Net,1,2,Bill Hayne,Billy Hayne,92b0ee3b-efaa-545a-b07e-30ab6d8ebeb0,,AUTOACCEPTED,PRE1997
1983_worlds_nhsa,Open Dbls Net,2,1,Greg Cortopassi,Greg Cortopassi,bf5ce187-5cac-52fc-be9b-ba22c5c6fc01,,MATCHED,PRE1997
1983_worlds_nhsa,Open Dbls Net,2,2,Bruce Guettich,Bruce Guettich,886e5b99-bd46-5707-a490-a2e938b09a35,,MATCHED,PRE1997
1983_worlds_nhsa,Open Dbls Net,3,1,Kevin Courtney,Kevin Courtney,eb40c6a6-7e80-5190-b77d-47a47735bc0b,,MATCHED,PRE1997
1983_worlds_nhsa,Open Dbls Net,3,2,Dave Robinson,Dave Robinson,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,,MATCHED,PRE1997
1983_worlds_nhsa,Mixed Dbls Net,1,1,Lori Jean Conover,Lori Jean Tarr,77f0f32d-98bf-5742-8228-4e06ac07bd9d,,MATCHED,PRE1997
1983_worlds_nhsa,Mixed Dbls Net,1,2,Bruce Guettich,Bruce Guettich,886e5b99-bd46-5707-a490-a2e938b09a35,,MATCHED,PRE1997
1983_worlds_nhsa,Mixed Dbls Net,2,1,Shannon Aubin,Shannon Aubin,4667c817-96f6-5e6e-b3ab-46ecd390dc0e,,MATCHED,PRE1997
1983_worlds_nhsa,Mixed Dbls Net,2,2,Dave Robinson,Dave Robinson,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,,MATCHED,PRE1997
1983_worlds_nhsa,Mixed Dbls Net,3,1,Tricia George,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,,MATCHED,PRE1997
1983_worlds_nhsa,Mixed Dbls Net,3,2,Jim Fitzgerald,Tim Fitzgerald,b54020bc-1a1a-5d23-89e1-34617b3514fa,,MATCHED,PRE1997
1983_worlds_nhsa,Open Sgls Freestyle,1,1,Jack Schoolcraft,Jack Schoolcraft,b7c2a69b-7547-5ee6-936e-b675c748d131,,MATCHED,PRE1997
1983_worlds_nhsa,Open Sgls Freestyle,2,1,Jimmy Caveney,Jim Caveney,df329352-6f3b-5e98-b23b-1af6737d100b,,MATCHED,PRE1997
1983_worlds_nhsa,Open Sgls Freestyle,3,1,Bill Bethurum,Bill Bethurum,67af5b3f-6e16-530a-8841-409debf11fb0,,MATCHED,PRE1997
1983_worlds_nhsa,Open Team Freestyle,1,1,Kenneth Shults,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,MATCHED,PRE1997
1983_worlds_nhsa,Open Team Freestyle,1,2,Gary Lautt,Gary Laut,66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14,,AUTOACCEPTED,PRE1997
1983_worlds_nhsa,Open Team Freestyle,1,3,Jimmy Caveney,Jim Caveney,df329352-6f3b-5e98-b23b-1af6737d100b,,MATCHED,PRE1997
1983_worlds_nhsa,Open Team Freestyle,2,1,Kevin Courtney,Kevin Courtney,eb40c6a6-7e80-5190-b77d-47a47735bc0b,,MATCHED,PRE1997
1983_worlds_nhsa,Open Team Freestyle,2,2,Dave Robinson,Dave Robinson,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,,MATCHED,PRE1997
1983_worlds_nhsa,Open Team Freestyle,2,3,Reed Gray,Reed Gray,b5d49246-d1b4-5540-a92d-72d26e6b1d0b,,MATCHED,PRE1997
1983_worlds_nhsa,Open Team Freestyle,3,1,Robert Conover,Robert Conover,282ea81a-5815-5a15-9842-ee2ad6e2047e,,MATCHED,PRE1997
1983_worlds_nhsa,Open Team Freestyle,3,2,Jim Fitzgerald,Jim Fitzgerald,b54020bc-1a1a-5d23-89e1-34617b3514fa,,MATCHED,PRE1997
1983_worlds_nhsa,Open Golf,1,1,Mike Harding,Mike Harding,d75b5871-83c1-5284-b09d-a5eb5d4377dd,,MATCHED,PRE1997
1983_worlds_nhsa,Open Golf,2,1,Tim Mackey,Tim Mackey,5e46bdbe-bbbb-5cca-aacb-d5edf9bf2540,,MATCHED,PRE1997
1983_worlds_nhsa,Open Golf,3,1,Kenneth Shults,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,MATCHED,PRE1997
1983_worlds_wfa,Open Sgls Net,1,1,Kenneth Shults,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,MATCHED,PRE1997
1983_worlds_wfa,Open Sgls Net,2,1,Dave Robinson,Dave Robinson,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,,MATCHED,PRE1997
1983_worlds_wfa,Open Sgls Net,3,1,Steve Fennell,Steve Fennell,fb605451-fa41-5e6d-ad21-1b541b3fc82b,,MATCHED,PRE1997
1983_worlds_wfa,Open Dbls Net,1,1,Kenneth Shults,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,MATCHED,PRE1997
1983_worlds_wfa,Open Dbls Net,1,2,Mike Harding,Mike Harding,d75b5871-83c1-5284-b09d-a5eb5d4377dd,,MATCHED,PRE1997
1983_worlds_wfa,Open Dbls Net,2,1,Dave Hill,Dave Hill,5cb79fb4-ab20-558f-b4a2-e7206c9f22df,,MATCHED,PRE1997
1983_worlds_wfa,Open Dbls Net,2,2,Dave Robinson,Dave Robinson,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,,MATCHED,PRE1997
1983_worlds_wfa,Open Dbls Net,3,1,Bob Swerdlick,Bob Swerdlick,4a680cee-eee2-5f29-9637-86075d66581c,,MATCHED,PRE1997
1983_worlds_wfa,Open Dbls Net,3,2,Mike Puderbaugh,Mike Puderbaugh,38df5c50-08d9-5706-90e5-464508ea0962,,MATCHED,PRE1997
1983_worlds_wfa,Women's Sgls Net,1,1,Lori Jean Conover,Lori Jean Tarr,77f0f32d-98bf-5742-8228-4e06ac07bd9d,,MATCHED,PRE1997
1983_worlds_wfa,Women's Sgls Net,2,1,Nancy Reynolds,Nancy Reynolds,eccb075a-3997-5288-a805-774d358f5656,,MATCHED,PRE1997
1983_worlds_wfa,Women's Sgls Net,3,1,Tricia George,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,,MATCHED,PRE1997
1983_worlds_wfa,Women's Dbls Net,1,1,Lori Jean Conover,Lori Jean Tarr,77f0f32d-98bf-5742-8228-4e06ac07bd9d,,MATCHED,PRE1997
1983_worlds_wfa,Women's Dbls Net,1,2,Rita Buckley,Rita Buckley,2b77bf53-5fb8-57a3-a5c0-aa9b0b08434e,,MATCHED,PRE1997
1983_worlds_wfa,Women's Dbls Net,2,1,Shannon Aubin,Shannon Aubin,4667c817-96f6-5e6e-b3ab-46ecd390dc0e,,MATCHED,PRE1997
1983_worlds_wfa,Women's Dbls Net,2,2,Tricia George,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,,MATCHED,PRE1997
1983_worlds_wfa,Women's Dbls Net,3,1,Karen Atgopian,Karin Atogpian,86de3135-51c7-5ad5-9144-112f984acd3f,,NEW_PLAYER,PRE1997
1983_worlds_wfa,Women's Dbls Net,3,2,Constance Constable,Constance Constable,826201f8-2540-5663-9bbf-239e94ccee43,,MATCHED,PRE1997
1983_worlds_wfa,Mixed Dbls Net,1,1,Nancy Reynolds,Nancy Reynolds,eccb075a-3997-5288-a805-774d358f5656,,MATCHED,PRE1997
1983_worlds_wfa,Mixed Dbls Net,1,2,Constance Constable,Constance Constable,826201f8-2540-5663-9bbf-239e94ccee43,,MATCHED,PRE1997
1983_worlds_wfa,Mixed Dbls Net,2,1,Tricia George,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,,MATCHED,PRE1997
1983_worlds_wfa,Mixed Dbls Net,2,2,Judy Grace,Jody Grace,73728c19-e412-5006-aa48-1d2685a77f7e,,MATCHED,PRE1997
1983_worlds_wfa,Mixed Dbls Net,3,1,Nancy Reynolds,Nancy Reynolds,eccb075a-3997-5288-a805-774d358f5656,,MATCHED,PRE1997
1983_worlds_wfa,Mixed Dbls Net,3,2,Constance Constable,Constance Constable,826201f8-2540-5663-9bbf-239e94ccee43,,MATCHED,PRE1997
1983_worlds_wfa,Open Golf,1,1,Kenneth Shults,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,MATCHED,PRE1997
1983_worlds_wfa,Open Golf,2,1,?,?,,,UNRESOLVED,PRE1997
1983_worlds_wfa,Open Golf,3,1,?,?,,,UNRESOLVED,PRE1997
1984_wfa_nationals,Open Sgls Net,1,1,Mag Hughes,Mag Hughes,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,,MATCHED,PRE1997
1984_wfa_nationals,Open Sgls Net,2,1,Dave Robinson,Dave Robinson,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,,MATCHED,PRE1997
1984_wfa_nationals,Open Sgls Net,3,1,Kenneth Shults,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,MATCHED,PRE1997
1984_wfa_nationals,Open Dbls Net,1,1,Mag Hughes,Mag Hughes,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,,MATCHED,PRE1997
1984_wfa_nationals,Open Dbls Net,1,2,Bill Hayne,Billy Hayne,92b0ee3b-efaa-545a-b07e-30ab6d8ebeb0,,AUTOACCEPTED,PRE1997
1984_wfa_nationals,Open Dbls Net,2,1,Kenneth Shults,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,MATCHED,PRE1997
1984_wfa_nationals,Open Dbls Net,2,2,Mike Harding,Mike Harding,d75b5871-83c1-5284-b09d-a5eb5d4377dd,,MATCHED,PRE1997
1984_wfa_nationals,Open Dbls Net,3,1,Jimmy Caveney,Jim Caveney,df329352-6f3b-5e98-b23b-1af6737d100b,,MATCHED,PRE1997
1984_wfa_nationals,Open Dbls Net,3,2,Dave Robinson,Dave Robinson,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,,MATCHED,PRE1997
1984_wfa_nationals,Women's Sgls Net,1,1,Nancy Reynolds,Nancy Reynolds,eccb075a-3997-5288-a805-774d358f5656,,MATCHED,PRE1997
1984_wfa_nationals,Women's Sgls Net,2,1,Tricia George,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,,MATCHED,PRE1997
1984_wfa_nationals,Women's Sgls Net,3,1,Trudy Archdale,Trudy Archdale,3b25f805-f97e-528c-915d-3647ecaa8914,,MATCHED,PRE1997
1984_wfa_nationals,Women's Dbls Net,1,1,Nancy Reynolds,Nancy Reynolds,eccb075a-3997-5288-a805-774d358f5656,,MATCHED,PRE1997
1984_wfa_nationals,Women's Dbls Net,1,2,Tricia George,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,,MATCHED,PRE1997
1984_wfa_nationals,Women's Dbls Net,2,1,Constance Constable,Constance Constable,826201f8-2540-5663-9bbf-239e94ccee43,,MATCHED,PRE1997
1984_wfa_nationals,Women's Dbls Net,2,2,Jenny Davison,Jenny Davidson,3f48caf5-14c9-59f1-8255-1db7ef2fd049,,MATCHED,PRE1997
1984_wfa_nationals,Women's Dbls Net,3,1,Jodi Sebastian,Jodi Sebastian,2224d6ba-5be4-56a5-90e1-aaa61a15bcb0,,MATCHED,PRE1997
1984_wfa_nationals,Women's Dbls Net,3,2,Shannon Aubin,Shannon Aubin,4667c817-96f6-5e6e-b3ab-46ecd390dc0e,,MATCHED,PRE1997
1984_wfa_nationals,Mixed Dbls Net,1,1,Tricia George,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,,MATCHED,PRE1997
1984_wfa_nationals,Mixed Dbls Net,1,2,Dave Robinson,Dave Robinson,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,,MATCHED,PRE1997
1984_wfa_nationals,Mixed Dbls Net,2,1,Nancy Reynolds,Nancy Reynolds,eccb075a-3997-5288-a805-774d358f5656,,MATCHED,PRE1997
1984_wfa_nationals,Mixed Dbls Net,2,2,Greg Cortopassi,Greg Cortopassi,bf5ce187-5cac-52fc-be9b-ba22c5c6fc01,,MATCHED,PRE1997
1984_wfa_nationals,Mixed Dbls Net,3,1,Cheryl Hughes,Cheryl Hughes,cfcef53f-670c-5721-b206-1ebe7d63987c,,MATCHED,PRE1997
1984_wfa_nationals,Mixed Dbls Net,3,2,Mag Hughes,Mag Hughes,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,,MATCHED,PRE1997
1984_wfa_nationals,Open Sgls Freestyle,1,1,Andy Linder,Andy Linder,64a7a989-aa2c-5a58-b141-e8378be4a962,,MATCHED,PRE1997
1984_wfa_nationals,Open Sgls Freestyle,2,1,Kenneth Shults,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,MATCHED,PRE1997
1984_wfa_nationals,Open Sgls Freestyle,3,1,Jack Schoolcraft,Jack Schoolcraft,b7c2a69b-7547-5ee6-936e-b675c748d131,,MATCHED,PRE1997
1984_wfa_nationals,Open Team Freestyle,1,1,Jim Fitzgerald,Jim Fitzgerald,b54020bc-1a1a-5d23-89e1-34617b3514fa,,MATCHED,PRE1997
1984_wfa_nationals,Open Team Freestyle,1,2,Jack Schoolcraft,Jack Schoolcraft,b7c2a69b-7547-5ee6-936e-b675c748d131,,MATCHED,PRE1997
1984_wfa_nationals,Open Team Freestyle,2,1,Gary Lautt,Gary Laut,66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14,,AUTOACCEPTED,PRE1997
1984_wfa_nationals,Open Team Freestyle,2,2,Jimmy Caveney,Jim Caveney,df329352-6f3b-5e98-b23b-1af6737d100b,,MATCHED,PRE1997
1984_wfa_nationals,Open Team Freestyle,2,3,Mag Hughes,Mag Hughes,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,,MATCHED,PRE1997
1984_wfa_nationals,Open Team Freestyle,3,1,Scott Cleere,Scott Cleere,777d9449-6e41-5985-bb7d-cdaf8647ef9c,,MATCHED,PRE1997
1984_wfa_nationals,Open Team Freestyle,3,2,Bill Bethurum,Bill Bethurum,67af5b3f-6e16-530a-8841-409debf11fb0,,MATCHED,PRE1997
1984_wfa_nationals,Women's Team Freestyle,1,1,Tricia George,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,,MATCHED,PRE1997
1984_wfa_nationals,Women's Team Freestyle,1,2,Jodi Sebastian,Jodi Sebastian,2224d6ba-5be4-56a5-90e1-aaa61a15bcb0,,MATCHED,PRE1997
1984_wfa_nationals,Women's Team Freestyle,2,1,Suzanne Beauchemin,Suzanne Beauchemin,3c09d4cc-2da9-5e1f-8a4c-e44ca0542f82,,MATCHED,PRE1997
1984_wfa_nationals,Women's Team Freestyle,2,2,Constance Constable,Constance Constable,826201f8-2540-5663-9bbf-239e94ccee43,,MATCHED,PRE1997
1984_wfa_nationals,Women's Team Freestyle,3,1,Jenny Davison,Jenny Davidson,3f48caf5-14c9-59f1-8255-1db7ef2fd049,,MATCHED,PRE1997
1984_wfa_nationals,Women's Team Freestyle,3,2,Ruth Osterman,Ruth Osterman,a10fa54f-eadb-5842-8df1-fdca1920e7e7,,MATCHED,PRE1997
1984_wfa_nationals,Open Golf,1,1,Kenneth Shults,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,MATCHED,PRE1997
1984_wfa_nationals,Open Golf,2,1,Tim Mackey,Tim Mackey,5e46bdbe-bbbb-5cca-aacb-d5edf9bf2540,,MATCHED,PRE1997
1984_wfa_nationals,Open Golf,3,1,Torben Wigger,Tobin Wigger,f38e2f8e-cba6-5fff-8b20-90791fd0d794,,MATCHED,PRE1997
1985_wfa_nationals,Open Sgls Net,1,1,Mag Hughes,Mag Hughes,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,,MATCHED,PRE1997
1985_wfa_nationals,Open Sgls Net,2,1,Dave Robinson,Dave Robinson,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,,MATCHED,PRE1997
1985_wfa_nationals,Open Sgls Net,3,1,Kenneth Shults,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,MATCHED,PRE1997
1985_wfa_nationals,Open Dbls Net,1,1,Kenneth Shults,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,MATCHED,PRE1997
1985_wfa_nationals,Open Dbls Net,1,2,Mike Harding,Mike Harding,d75b5871-83c1-5284-b09d-a5eb5d4377dd,,MATCHED,PRE1997
1985_wfa_nationals,Open Dbls Net,2,1,Mag Hughes,Mag Hughes,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,,MATCHED,PRE1997
1985_wfa_nationals,Open Dbls Net,2,2,Bill Hayne,Billy Hayne,92b0ee3b-efaa-545a-b07e-30ab6d8ebeb0,,AUTOACCEPTED,PRE1997
1985_wfa_nationals,Open Dbls Net,3,1,Jimmy Caveney,Jim Caveney,df329352-6f3b-5e98-b23b-1af6737d100b,,MATCHED,PRE1997
1985_wfa_nationals,Open Dbls Net,3,2,Dave Robinson,Dave Robinson,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,,MATCHED,PRE1997
1985_wfa_nationals,Women's Sgls Net,1,1,Tricia George,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,,MATCHED,PRE1997
1985_wfa_nationals,Women's Sgls Net,2,1,Nancy Reynolds,Nancy Reynolds,eccb075a-3997-5288-a805-774d358f5656,,MATCHED,PRE1997
1985_wfa_nationals,Women's Sgls Net,3,1,Trudy Archdale,Trudy Archdale,3b25f805-f97e-528c-915d-3647ecaa8914,,MATCHED,PRE1997
1985_wfa_nationals,Women's Dbls Net,1,1,Nancy Reynolds,Nancy Reynolds,eccb075a-3997-5288-a805-774d358f5656,,MATCHED,PRE1997
1985_wfa_nationals,Women's Dbls Net,1,2,Tricia George,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,,MATCHED,PRE1997
1985_wfa_nationals,Women's Dbls Net,2,1,Constance Constable,Constance Constable,826201f8-2540-5663-9bbf-239e94ccee43,,MATCHED,PRE1997
1985_wfa_nationals,Women's Dbls Net,2,2,Trudy Archdale,Trudy Archdale,3b25f805-f97e-528c-915d-3647ecaa8914,,MATCHED,PRE1997
1985_wfa_nationals,Women's Dbls Net,3,1,Linda Burt,Linda Burt,669a3821-2547-5215-9edd-7965ff400e69,,MATCHED,PRE1997
1985_wfa_nationals,Women's Dbls Net,3,2,Suzanne Beauchemin,Suzanne Beauchemin,3c09d4cc-2da9-5e1f-8a4c-e44ca0542f82,,MATCHED,PRE1997
1985_wfa_nationals,Mixed Dbls Net,1,1,Tricia George,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,,MATCHED,PRE1997
1985_wfa_nationals,Mixed Dbls Net,1,2,Dave Robinson,Dave Robinson,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,,MATCHED,PRE1997
1985_wfa_nationals,Mixed Dbls Net,2,1,Trudy Archdale,Trudy Archdale,3b25f805-f97e-528c-915d-3647ecaa8914,,MATCHED,PRE1997
1985_wfa_nationals,Mixed Dbls Net,2,2,Bruce Guettich,Bruce Guettich,886e5b99-bd46-5707-a490-a2e938b09a35,,MATCHED,PRE1997
1985_wfa_nationals,Mixed Dbls Net,3,1,Constance Constable,Constance Constable,826201f8-2540-5663-9bbf-239e94ccee43,,MATCHED,PRE1997
1985_wfa_nationals,Mixed Dbls Net,3,2,Jimmy Caveney,Jim Caveney,df329352-6f3b-5e98-b23b-1af6737d100b,,MATCHED,PRE1997
1985_wfa_nationals,Open Sgls Freestyle,1,1,Kenneth Shults,Kenny Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,,MATCHED,PRE1997
1985_wfa_nationals,Open Sgls Freestyle,2,1,Dennis Ross,Dennis Ross,84641a6f-36d4-5857-af3f-827b1f57102f,,MATCHED,PRE1997
1985_wfa_nationals,Open Sgls Freestyle,3,1,Jack Schoolcraft,Jack Schoolcraft,b7c2a69b-7547-5ee6-936e-b675c748d131,,MATCHED,PRE1997
1985_wfa_nationals,Open Team Freestyle,1,1,Bruce Guettich,Bruce Guettich,886e5b99-bd46-5707-a490-a2e938b09a35,,MATCHED,PRE1997
1985_wfa_nationals,Open Team Freestyle,1,2,Greg Cortopassi,Greg Cortopassi,bf5ce187-5cac-52fc-be9b-ba22c5c6fc01,,MATCHED,PRE1997
1985_wfa_nationals,Open Team Freestyle,2,1,Scott Cleere,Scott Cleere,777d9449-6e41-5985-bb7d-cdaf8647ef9c,,MATCHED,PRE1997
1985_wfa_nationals,Open Team Freestyle,2,2,Bill Bethurum,Bill Bethurum,67af5b3f-6e16-530a-8841-409debf11fb0,,MATCHED,PRE1997
1985_wfa_nationals,Open Team Freestyle,3,1,Brent Welch,Brent Welch,95643c20-ec23-57a5-a742-5b44534ae959,,MATCHED,PRE1997
1985_wfa_nationals,Open Team Freestyle,3,2,Bill Langbehn,Bill Langbehn,40fa16ff-a418-5da9-914e-3a09e231f2a7,,MATCHED,PRE1997
1985_wfa_nationals,Open Sgls Consecutive,1,1,Andy Linder,Andy Linder,64a7a989-aa2c-5a58-b141-e8378be4a962,,MATCHED,PRE1997
1985_wfa_nationals,Open Sgls Consecutive,2,1,Pat Castle,Pat Castle,fb644300-e5a4-51ca-962f-e59dad795b03,,MATCHED,PRE1997
1985_wfa_nationals,Open Sgls Consecutive,3,1,Fred Barnum,Fred Barnum,06e833ec-f06f-50fb-9c56-390ca839e23f,,MATCHED,PRE1997
1985_wfa_nationals,Open Dbls Consecutive,1,1,Jack Schoolcraft,Jack Schoolcraft,b7c2a69b-7547-5ee6-936e-b675c748d131,,MATCHED,PRE1997
1985_wfa_nationals,Open Dbls Consecutive,1,2,Pat Castle,Pat Castle,fb644300-e5a4-51ca-962f-e59dad795b03,,MATCHED,PRE1997
1985_wfa_nationals,Open Dbls Consecutive,2,1,Chris Ott,Chris Ott,8959d778-41d3-554e-a831-6e1f73534b0f,,MATCHED,PRE1997
